linea,direction_id,orden,nodo,hora,pasajeros_hora_media,pasajeros_hora_desvio,formaciones_hora_media,capacidad,max_a_bordo,max_anden,quedaron_abajo_por_replica
A,0,0,LineaA:1076,5,38.80,5.67,6.00,895,277,277,0.0
A,0,0,LineaA:1076,6,151.30,15.20,12.20,895,277,277,0.0
A,0,0,LineaA:1076,7,381.70,16.01,15.50,895,277,277,0.0
A,0,0,LineaA:1076,8,519.30,20.07,19.50,895,277,277,0.0
A,0,0,LineaA:1076,9,508.30,22.33,20.30,895,277,277,0.0
A,0,0,LineaA:1076,10,435.10,22.15,18.90,895,277,277,0.0
A,0,0,LineaA:1076,11,508.20,18.34,15.30,895,277,277,0.0
A,0,0,LineaA:1076,12,639.40,35.26,16.00,895,277,277,0.0
A,0,0,LineaA:1076,13,781.90,45.58,15.10,895,277,277,0.0
A,0,0,LineaA:1076,14,890.50,50.75,15.50,895,277,277,0.0
A,0,0,LineaA:1076,15,1232.40,40.35,18.80,895,277,277,0.0
A,0,0,LineaA:1076,16,1978.70,63.38,19.20,895,277,277,0.0
A,0,0,LineaA:1076,17,2446.90,80.49,19.00,895,277,277,0.0
A,0,0,LineaA:1076,18,1997.40,34.61,18.60,895,277,277,0.0
A,0,0,LineaA:1076,19,731.80,24.32,18.70,895,277,277,0.0
A,0,0,LineaA:1076,20,509.00,27.53,17.20,895,277,277,0.0
A,0,0,LineaA:1076,21,285.00,18.63,14.00,895,277,277,0.0
A,0,0,LineaA:1076,22,98.70,8.65,11.30,895,277,277,0.0
A,0,0,LineaA:1076,23,20.40,4.35,4.90,895,277,277,0.0
A,0,1,LineaA:1075,5,41.40,5.72,5.60,895,469,234,0.0
A,0,1,LineaA:1075,6,180.80,10.43,12.10,895,469,234,0.0
A,0,1,LineaA:1075,7,507.50,15.28,16.00,895,469,234,0.0
A,0,1,LineaA:1075,8,711.60,33.00,19.30,895,469,234,0.0
A,0,1,LineaA:1075,9,743.70,36.19,20.30,895,469,234,0.0
A,0,1,LineaA:1075,10,699.60,29.12,18.50,895,469,234,0.0
A,0,1,LineaA:1075,11,836.10,27.71,15.90,895,469,234,0.0
A,0,1,LineaA:1075,12,1071.80,37.14,15.80,895,469,234,0.0
A,0,1,LineaA:1075,13,1338.60,66.51,15.10,895,469,234,0.0
A,0,1,LineaA:1075,14,1541.60,86.37,15.30,895,469,234,0.0
A,0,1,LineaA:1075,15,2305.70,84.27,18.90,895,469,234,0.0
A,0,1,LineaA:1075,16,3234.20,123.20,19.00,895,469,234,0.0
A,0,1,LineaA:1075,17,4261.40,124.32,19.20,895,469,234,0.0
A,0,1,LineaA:1075,18,3564.30,93.62,18.70,895,469,234,0.0
A,0,1,LineaA:1075,19,1477.30,41.67,18.80,895,469,234,0.0
A,0,1,LineaA:1075,20,947.90,20.87,17.10,895,469,234,0.0
A,0,1,LineaA:1075,21,497.50,30.15,14.00,895,469,234,0.0
A,0,1,LineaA:1075,22,193.50,13.62,11.40,895,469,234,0.0
A,0,1,LineaA:1075,23,34.30,4.57,5.00,895,469,234,0.0
A,0,2,LineaA:1074,5,49.50,7.43,5.60,895,559,121,0.0
A,0,2,LineaA:1074,6,203.30,14.50,12.00,895,559,121,0.0
A,0,2,LineaA:1074,7,510.70,20.60,15.80,895,559,121,0.0
A,0,2,LineaA:1074,8,701.70,31.32,19.20,895,559,121,0.0
A,0,2,LineaA:1074,9,769.70,27.90,20.30,895,559,121,0.0
A,0,2,LineaA:1074,10,784.60,34.96,18.70,895,559,121,0.0
A,0,2,LineaA:1074,11,993.50,40.30,15.60,895,559,121,0.0
A,0,2,LineaA:1074,12,1268.00,40.28,15.90,895,559,121,0.0
A,0,2,LineaA:1074,13,1586.90,49.06,15.30,895,559,121,0.0
A,0,2,LineaA:1074,14,1852.30,52.68,15.30,895,559,121,0.0
A,0,2,LineaA:1074,15,2813.20,103.75,18.70,895,559,121,0.0
A,0,2,LineaA:1074,16,3864.80,148.34,19.30,895,559,121,0.0
A,0,2,LineaA:1074,17,5004.60,119.87,19.00,895,559,121,0.0
A,0,2,LineaA:1074,18,4321.80,101.01,18.80,895,559,121,0.0
A,0,2,LineaA:1074,19,1758.70,50.09,18.50,895,559,121,0.0
A,0,2,LineaA:1074,20,1145.20,21.01,16.90,895,559,121,0.0
A,0,2,LineaA:1074,21,614.50,38.58,14.40,895,559,121,0.0
A,0,2,LineaA:1074,22,234.50,21.61,11.30,895,559,121,0.0
A,0,2,LineaA:1074,23,48.50,6.87,5.40,895,559,121,0.0
A,0,3,LineaA:1073,5,139.90,11.91,5.40,895,786,377,0.0
A,0,3,LineaA:1073,6,1057.40,54.57,12.00,895,786,377,0.0
A,0,3,LineaA:1073,7,2463.20,69.14,15.80,895,786,377,0.0
A,0,3,LineaA:1073,8,3075.70,115.03,18.90,895,786,377,0.0
A,0,3,LineaA:1073,9,2717.20,95.46,20.40,895,786,377,0.0
A,0,3,LineaA:1073,10,2174.30,92.06,18.60,895,786,377,0.0
A,0,3,LineaA:1073,11,2399.80,122.16,15.80,895,786,377,0.0
A,0,3,LineaA:1073,12,2873.20,140.50,15.80,895,786,377,0.0
A,0,3,LineaA:1073,13,2991.10,166.05,15.40,895,786,377,0.0
A,0,3,LineaA:1073,14,3185.70,132.55,15.20,895,786,377,0.0
A,0,3,LineaA:1073,15,4364.80,82.06,18.90,895,786,377,0.0
A,0,3,LineaA:1073,16,5515.80,168.50,19.30,895,786,377,0.0
A,0,3,LineaA:1073,17,6976.60,202.09,18.70,895,786,377,0.0
A,0,3,LineaA:1073,18,6280.40,171.87,18.90,895,786,377,0.0
A,0,3,LineaA:1073,19,2730.10,55.98,18.60,895,786,377,0.0
A,0,3,LineaA:1073,20,2022.60,66.98,17.20,895,786,377,0.0
A,0,3,LineaA:1073,21,1356.50,48.61,14.10,895,786,377,0.0
A,0,3,LineaA:1073,22,838.10,44.32,11.50,895,786,377,0.0
A,0,3,LineaA:1073,23,105.40,9.05,5.50,895,786,377,0.0
A,0,4,LineaA:1072,5,138.10,17.41,5.10,895,831,99,0.0
A,0,4,LineaA:1072,6,1005.90,60.18,11.70,895,831,99,0.0
A,0,4,LineaA:1072,7,2427.70,62.80,15.70,895,831,99,0.0
A,0,4,LineaA:1072,8,3137.40,80.90,19.40,895,831,99,0.0
A,0,4,LineaA:1072,9,2711.30,65.06,20.10,895,831,99,0.0
A,0,4,LineaA:1072,10,2231.00,47.55,18.80,895,831,99,0.0
A,0,4,LineaA:1072,11,2474.00,84.95,15.80,895,831,99,0.0
A,0,4,LineaA:1072,12,3047.00,152.59,15.60,895,831,99,0.0
A,0,4,LineaA:1072,13,3221.40,103.69,15.80,895,831,99,0.0
A,0,4,LineaA:1072,14,3508.20,87.47,15.20,895,831,99,0.0
A,0,4,LineaA:1072,15,4758.10,116.49,18.60,895,831,99,0.0
A,0,4,LineaA:1072,16,5934.40,141.23,19.20,895,831,99,0.0
A,0,4,LineaA:1072,17,7446.10,197.07,18.70,895,831,99,0.0
A,0,4,LineaA:1072,18,6735.80,151.17,18.90,895,831,99,0.0
A,0,4,LineaA:1072,19,3004.50,90.15,18.80,895,831,99,0.0
A,0,4,LineaA:1072,20,2238.40,56.57,17.20,895,831,99,0.0
A,0,4,LineaA:1072,21,1488.20,36.82,14.40,895,831,99,0.0
A,0,4,LineaA:1072,22,860.50,36.28,11.10,895,831,99,0.0
A,0,4,LineaA:1072,23,127.50,14.40,5.90,895,831,99,0.0
A,0,5,LineaA:1071,5,137.70,13.28,5.60,895,895,170,16.0
A,0,5,LineaA:1071,6,1076.00,58.17,11.90,895,895,170,16.0
A,0,5,LineaA:1071,7,2944.50,83.32,15.90,895,895,170,16.0
A,0,5,LineaA:1071,8,3594.40,84.81,19.00,895,895,170,16.0
A,0,5,LineaA:1071,9,3223.70,64.17,20.20,895,895,170,16.0
A,0,5,LineaA:1071,10,2644.60,58.04,18.60,895,895,170,16.0
A,0,5,LineaA:1071,11,2897.20,117.77,16.00,895,895,170,16.0
A,0,5,LineaA:1071,12,3661.40,131.39,15.80,895,895,170,16.0
A,0,5,LineaA:1071,13,3923.60,138.59,15.40,895,895,170,16.0
A,0,5,LineaA:1071,14,4214.60,164.03,15.30,895,895,170,16.0
A,0,5,LineaA:1071,15,5609.40,193.26,18.60,895,895,170,16.0
A,0,5,LineaA:1071,16,6860.80,124.49,19.30,895,895,170,16.0
A,0,5,LineaA:1071,17,8588.50,200.79,18.70,895,895,170,16.0
A,0,5,LineaA:1071,18,7775.80,120.27,19.10,895,895,170,16.0
A,0,5,LineaA:1071,19,3658.70,99.50,18.50,895,895,170,16.0
A,0,5,LineaA:1071,20,2803.90,76.45,17.20,895,895,170,16.0
A,0,5,LineaA:1071,21,1801.80,94.89,14.20,895,895,170,16.0
A,0,5,LineaA:1071,22,1091.80,57.34,11.70,895,895,170,16.0
A,0,5,LineaA:1071,23,182.20,24.54,6.00,895,895,170,16.0
A,0,6,LineaA:1069,5,129.50,9.22,5.40,895,895,78,13.7
A,0,6,LineaA:1069,6,1001.70,48.64,11.70,895,895,78,13.7
A,0,6,LineaA:1069,7,2762.20,117.32,15.60,895,895,78,13.7
A,0,6,LineaA:1069,8,3401.60,90.54,19.20,895,895,78,13.7
A,0,6,LineaA:1069,9,3033.30,123.09,20.00,895,895,78,13.7
A,0,6,LineaA:1069,10,2549.90,36.49,18.60,895,895,78,13.7
A,0,6,LineaA:1069,11,2845.20,140.78,16.10,895,895,78,13.7
A,0,6,LineaA:1069,12,3650.60,170.59,15.70,895,895,78,13.7
A,0,6,LineaA:1069,13,3973.60,127.63,15.60,895,895,78,13.7
A,0,6,LineaA:1069,14,4329.00,172.98,15.30,895,895,78,13.7
A,0,6,LineaA:1069,15,5742.00,188.90,18.40,895,895,78,13.7
A,0,6,LineaA:1069,16,7045.60,170.93,19.40,895,895,78,13.7
A,0,6,LineaA:1069,17,8806.10,375.45,18.80,895,895,78,13.7
A,0,6,LineaA:1069,18,8067.00,182.45,18.80,895,895,78,13.7
A,0,6,LineaA:1069,19,3889.20,135.27,18.70,895,895,78,13.7
A,0,6,LineaA:1069,20,2844.90,76.11,17.20,895,895,78,13.7
A,0,6,LineaA:1069,21,1877.80,79.52,14.50,895,895,78,13.7
A,0,6,LineaA:1069,22,1135.90,62.06,11.40,895,895,78,13.7
A,0,6,LineaA:1069,23,211.60,16.36,6.60,895,895,78,13.7
A,0,7,LineaA:1068,5,117.60,8.45,5.20,895,895,351,89.9
A,0,7,LineaA:1068,6,976.70,51.23,11.70,895,895,351,89.9
A,0,7,LineaA:1068,7,2934.80,65.37,15.50,895,895,351,89.9
A,0,7,LineaA:1068,8,3530.50,104.47,19.10,895,895,351,89.9
A,0,7,LineaA:1068,9,3149.10,102.55,20.00,895,895,351,89.9
A,0,7,LineaA:1068,10,2781.60,69.58,18.90,895,895,351,89.9
A,0,7,LineaA:1068,11,3086.30,153.96,16.00,895,895,351,89.9
A,0,7,LineaA:1068,12,4122.70,177.26,15.80,895,895,351,89.9
A,0,7,LineaA:1068,13,4573.80,125.31,15.50,895,895,351,89.9
A,0,7,LineaA:1068,14,4535.50,174.24,15.10,895,895,351,89.9
A,0,7,LineaA:1068,15,6045.60,244.10,18.20,895,895,351,89.9
A,0,7,LineaA:1068,16,7361.10,212.02,19.50,895,895,351,89.9
A,0,7,LineaA:1068,17,9552.70,264.86,18.80,895,895,351,89.9
A,0,7,LineaA:1068,18,9140.90,206.78,19.10,895,895,351,89.9
A,0,7,LineaA:1068,19,4800.70,123.84,18.50,895,895,351,89.9
A,0,7,LineaA:1068,20,3399.60,83.51,17.30,895,895,351,89.9
A,0,7,LineaA:1068,21,2254.90,94.88,14.50,895,895,351,89.9
A,0,7,LineaA:1068,22,1376.00,63.66,11.60,895,895,351,89.9
A,0,7,LineaA:1068,23,276.10,21.19,6.70,895,895,351,89.9
A,0,8,LineaA:1067,5,95.10,18.44,5.70,895,883,27,0.0
A,0,8,LineaA:1067,6,920.50,81.49,11.90,895,883,27,0.0
A,0,8,LineaA:1067,7,2756.50,113.97,15.40,895,883,27,0.0
A,0,8,LineaA:1067,8,3276.60,149.26,18.50,895,883,27,0.0
A,0,8,LineaA:1067,9,3058.20,138.31,20.30,895,883,27,0.0
A,0,8,LineaA:1067,10,2658.20,66.42,18.80,895,883,27,0.0
A,0,8,LineaA:1067,11,2945.20,104.43,16.20,895,883,27,0.0
A,0,8,LineaA:1067,12,3962.90,107.69,15.80,895,883,27,0.0
A,0,8,LineaA:1067,13,4372.50,94.85,15.50,895,883,27,0.0
A,0,8,LineaA:1067,14,4461.80,126.00,15.30,895,883,27,0.0
A,0,8,LineaA:1067,15,5786.10,149.09,17.90,895,883,27,0.0
A,0,8,LineaA:1067,16,6998.50,201.84,19.40,895,883,27,0.0
A,0,8,LineaA:1067,17,9409.50,302.33,19.10,895,883,27,0.0
A,0,8,LineaA:1067,18,8921.20,180.31,18.90,895,883,27,0.0
A,0,8,LineaA:1067,19,4645.30,148.48,18.20,895,883,27,0.0
A,0,8,LineaA:1067,20,3446.60,130.56,17.70,895,883,27,0.0
A,0,8,LineaA:1067,21,2251.10,83.89,14.60,895,883,27,0.0
A,0,8,LineaA:1067,22,1372.90,61.03,11.80,895,883,27,0.0
A,0,8,LineaA:1067,23,276.40,16.53,7.00,895,883,27,0.0
A,0,9,LineaA:1066,5,77.10,12.54,5.40,895,868,39,0.0
A,0,9,LineaA:1066,6,849.50,55.63,11.90,895,868,39,0.0
A,0,9,LineaA:1066,7,2646.60,81.02,15.00,895,868,39,0.0
A,0,9,LineaA:1066,8,3187.20,93.31,18.60,895,868,39,0.0
A,0,9,LineaA:1066,9,2986.20,128.55,20.40,895,868,39,0.0
A,0,9,LineaA:1066,10,2566.70,52.02,18.70,895,868,39,0.0
A,0,9,LineaA:1066,11,2833.10,117.38,16.30,895,868,39,0.0
A,0,9,LineaA:1066,12,3857.30,133.24,15.80,895,868,39,0.0
A,0,9,LineaA:1066,13,4221.30,162.41,15.50,895,868,39,0.0
A,0,9,LineaA:1066,14,4337.10,173.27,15.40,895,868,39,0.0
A,0,9,LineaA:1066,15,5506.40,153.38,17.70,895,868,39,0.0
A,0,9,LineaA:1066,16,6845.10,193.42,19.80,895,868,39,0.0
A,0,9,LineaA:1066,17,8913.20,185.95,18.60,895,868,39,0.0
A,0,9,LineaA:1066,18,8736.70,143.00,19.10,895,868,39,0.0
A,0,9,LineaA:1066,19,4614.00,129.58,18.60,895,868,39,0.0
A,0,9,LineaA:1066,20,3242.50,147.47,17.10,895,868,39,0.0
A,0,9,LineaA:1066,21,2223.10,78.90,14.70,895,868,39,0.0
A,0,9,LineaA:1066,22,1354.60,82.70,12.10,895,868,39,0.0
A,0,9,LineaA:1066,23,280.90,22.52,7.30,895,868,39,0.0
A,0,10,LineaA:1065,5,70.30,10.26,6.20,895,802,30,0.0
A,0,10,LineaA:1065,6,734.50,52.19,11.50,895,802,30,0.0
A,0,10,LineaA:1065,7,2514.30,121.86,15.10,895,802,30,0.0
A,0,10,LineaA:1065,8,3048.60,130.90,18.70,895,802,30,0.0
A,0,10,LineaA:1065,9,2804.50,95.43,20.10,895,802,30,0.0
A,0,10,LineaA:1065,10,2462.30,89.37,18.70,895,802,30,0.0
A,0,10,LineaA:1065,11,2638.60,110.72,16.50,895,802,30,0.0
A,0,10,LineaA:1065,12,3667.20,136.00,15.70,895,802,30,0.0
A,0,10,LineaA:1065,13,3903.20,151.84,15.50,895,802,30,0.0
A,0,10,LineaA:1065,14,4023.60,174.50,15.50,895,802,30,0.0
A,0,10,LineaA:1065,15,5093.80,177.74,17.60,895,802,30,0.0
A,0,10,LineaA:1065,16,6340.40,291.93,19.70,895,802,30,0.0
A,0,10,LineaA:1065,17,8292.40,226.90,18.80,895,802,30,0.0
A,0,10,LineaA:1065,18,8084.90,151.12,19.00,895,802,30,0.0
A,0,10,LineaA:1065,19,4295.40,113.58,18.60,895,802,30,0.0
A,0,10,LineaA:1065,20,3078.30,103.52,17.30,895,802,30,0.0
A,0,10,LineaA:1065,21,2075.10,52.57,14.70,895,802,30,0.0
A,0,10,LineaA:1065,22,1263.10,50.34,12.00,895,802,30,0.0
A,0,10,LineaA:1065,23,276.60,22.32,7.80,895,802,30,0.0
A,0,11,LineaA:1064,5,50.60,11.78,5.70,895,687,25,0.0
A,0,11,LineaA:1064,6,625.40,41.86,11.90,895,687,25,0.0
A,0,11,LineaA:1064,7,2137.80,97.46,14.80,895,687,25,0.0
A,0,11,LineaA:1064,8,2613.70,124.29,18.70,895,687,25,0.0
A,0,11,LineaA:1064,9,2452.90,122.49,20.00,895,687,25,0.0
A,0,11,LineaA:1064,10,2116.90,90.50,18.70,895,687,25,0.0
A,0,11,LineaA:1064,11,2277.40,110.56,16.60,895,687,25,0.0
A,0,11,LineaA:1064,12,3195.30,94.14,15.70,895,687,25,0.0
A,0,11,LineaA:1064,13,3398.90,114.23,15.70,895,687,25,0.0
A,0,11,LineaA:1064,14,3449.00,138.57,15.30,895,687,25,0.0
A,0,11,LineaA:1064,15,4373.10,144.66,17.60,895,687,25,0.0
A,0,11,LineaA:1064,16,5411.10,163.07,19.50,895,687,25,0.0
A,0,11,LineaA:1064,17,7063.80,216.63,18.60,895,687,25,0.0
A,0,11,LineaA:1064,18,7143.00,192.64,19.20,895,687,25,0.0
A,0,11,LineaA:1064,19,3775.20,91.55,18.50,895,687,25,0.0
A,0,11,LineaA:1064,20,2650.00,88.46,17.30,895,687,25,0.0
A,0,11,LineaA:1064,21,1835.70,90.09,15.00,895,687,25,0.0
A,0,11,LineaA:1064,22,1122.80,67.84,12.20,895,687,25,0.0
A,0,11,LineaA:1064,23,243.80,14.40,8.00,895,687,25,0.0
A,0,12,LineaA:1063,5,40.60,11.71,5.60,895,585,23,0.0
A,0,12,LineaA:1063,6,490.60,32.15,11.50,895,585,23,0.0
A,0,12,LineaA:1063,7,1873.90,74.70,14.90,895,585,23,0.0
A,0,12,LineaA:1063,8,2316.60,75.94,18.40,895,585,23,0.0
A,0,12,LineaA:1063,9,2227.80,94.56,20.00,895,585,23,0.0
A,0,12,LineaA:1063,10,1885.60,43.68,18.70,895,585,23,0.0
A,0,12,LineaA:1063,11,2051.60,67.35,16.90,895,585,23,0.0
A,0,12,LineaA:1063,12,2780.40,87.43,15.80,895,585,23,0.0
A,0,12,LineaA:1063,13,2978.70,97.42,15.80,895,585,23,0.0
A,0,12,LineaA:1063,14,2872.70,104.65,15.30,895,585,23,0.0
A,0,12,LineaA:1063,15,3552.90,96.56,17.10,895,585,23,0.0
A,0,12,LineaA:1063,16,4483.60,120.34,19.70,895,585,23,0.0
A,0,12,LineaA:1063,17,5762.50,101.43,18.40,895,585,23,0.0
A,0,12,LineaA:1063,18,5931.60,131.14,19.30,895,585,23,0.0
A,0,12,LineaA:1063,19,3196.00,142.56,18.80,895,585,23,0.0
A,0,12,LineaA:1063,20,2151.00,48.45,17.30,895,585,23,0.0
A,0,12,LineaA:1063,21,1502.10,69.51,15.00,895,585,23,0.0
A,0,12,LineaA:1063,22,899.40,43.21,12.00,895,585,23,0.0
A,0,12,LineaA:1063,23,216.10,16.28,8.50,895,585,23,0.0
A,0,13,LineaA:1062,5,31.40,8.64,5.20,895,527,11,0.0
A,0,13,LineaA:1062,6,432.90,16.78,11.60,895,527,11,0.0
A,0,13,LineaA:1062,7,1660.10,61.13,14.70,895,527,11,0.0
A,0,13,LineaA:1062,8,2205.10,83.22,18.60,895,527,11,0.0
A,0,13,LineaA:1062,9,2027.20,79.95,19.60,895,527,11,0.0
A,0,13,LineaA:1062,10,1758.30,61.84,19.00,895,527,11,0.0
A,0,13,LineaA:1062,11,1841.40,79.50,16.90,895,527,11,0.0
A,0,13,LineaA:1062,12,2437.90,96.30,15.50,895,527,11,0.0
A,0,13,LineaA:1062,13,2672.30,109.12,15.80,895,527,11,0.0
A,0,13,LineaA:1062,14,2573.00,113.02,15.40,895,527,11,0.0
A,0,13,LineaA:1062,15,3143.90,98.29,17.20,895,527,11,0.0
A,0,13,LineaA:1062,16,3957.90,120.06,19.60,895,527,11,0.0
A,0,13,LineaA:1062,17,5151.90,122.50,18.70,895,527,11,0.0
A,0,13,LineaA:1062,18,5226.20,120.27,18.90,895,527,11,0.0
A,0,13,LineaA:1062,19,2946.10,50.52,18.90,895,527,11,0.0
A,0,13,LineaA:1062,20,1959.10,53.94,17.40,895,527,11,0.0
A,0,13,LineaA:1062,21,1368.00,47.92,15.10,895,527,11,0.0
A,0,13,LineaA:1062,22,826.20,31.01,12.00,895,527,11,0.0
A,0,13,LineaA:1062,23,208.50,11.97,8.90,895,527,11,0.0
A,0,14,LineaA:1061,5,21.80,6.12,5.90,895,418,12,0.0
A,0,14,LineaA:1061,6,338.00,28.29,11.70,895,418,12,0.0
A,0,14,LineaA:1061,7,1371.00,63.59,14.60,895,418,12,0.0
A,0,14,LineaA:1061,8,1865.20,119.49,18.30,895,418,12,0.0
A,0,14,LineaA:1061,9,1791.30,108.37,19.70,895,418,12,0.0
A,0,14,LineaA:1061,10,1493.40,49.26,18.90,895,418,12,0.0
A,0,14,LineaA:1061,11,1518.30,77.27,16.90,895,418,12,0.0
A,0,14,LineaA:1061,12,2069.60,107.79,15.60,895,418,12,0.0
A,0,14,LineaA:1061,13,2214.90,77.48,15.90,895,418,12,0.0
A,0,14,LineaA:1061,14,2062.40,87.64,15.30,895,418,12,0.0
A,0,14,LineaA:1061,15,2541.80,88.50,17.20,895,418,12,0.0
A,0,14,LineaA:1061,16,3078.40,76.25,19.40,895,418,12,0.0
A,0,14,LineaA:1061,17,3912.70,71.85,18.50,895,418,12,0.0
A,0,14,LineaA:1061,18,4200.20,113.61,19.30,895,418,12,0.0
A,0,14,LineaA:1061,19,2303.10,52.68,18.80,895,418,12,0.0
A,0,14,LineaA:1061,20,1532.90,42.79,17.30,895,418,12,0.0
A,0,14,LineaA:1061,21,1101.70,61.48,15.30,895,418,12,0.0
A,0,14,LineaA:1061,22,682.30,39.09,12.40,895,418,12,0.0
A,0,14,LineaA:1061,23,170.00,10.03,9.00,895,418,12,0.0
A,0,15,LineaA:1060,5,15.00,3.71,5.80,895,313,6,0.0
A,0,15,LineaA:1060,6,236.40,18.90,11.30,895,313,6,0.0
A,0,15,LineaA:1060,7,972.00,38.68,14.30,895,313,6,0.0
A,0,15,LineaA:1060,8,1418.10,80.24,18.40,895,313,6,0.0
A,0,15,LineaA:1060,9,1268.60,65.91,19.60,895,313,6,0.0
A,0,15,LineaA:1060,10,920.00,29.26,19.10,895,313,6,0.0
A,0,15,LineaA:1060,11,967.80,49.14,17.20,895,313,6,0.0
A,0,15,LineaA:1060,12,1373.50,61.78,15.40,895,313,6,0.0
A,0,15,LineaA:1060,13,1535.30,53.18,15.70,895,313,6,0.0
A,0,15,LineaA:1060,14,1498.60,73.16,15.70,895,313,6,0.0
A,0,15,LineaA:1060,15,1800.50,80.72,17.00,895,313,6,0.0
A,0,15,LineaA:1060,16,2238.60,55.99,19.10,895,313,6,0.0
A,0,15,LineaA:1060,17,2754.10,101.40,18.90,895,313,6,0.0
A,0,15,LineaA:1060,18,2969.80,90.46,19.10,895,313,6,0.0
A,0,15,LineaA:1060,19,1717.10,65.64,18.60,895,313,6,0.0
A,0,15,LineaA:1060,20,1088.80,50.24,17.80,895,313,6,0.0
A,0,15,LineaA:1060,21,765.50,36.90,15.30,895,313,6,0.0
A,0,15,LineaA:1060,22,467.00,35.66,12.30,895,313,6,0.0
A,0,15,LineaA:1060,23,120.70,15.73,9.40,895,313,6,0.0
A,1,0,LineaA:1059,5,122.70,15.44,6.00,895,361,361,0.0
A,1,0,LineaA:1059,6,1122.50,44.79,13.80,895,361,361,0.0
A,1,0,LineaA:1059,7,3590.80,96.82,18.50,895,361,361,0.0
A,1,0,LineaA:1059,8,3603.90,45.14,19.00,895,361,361,0.0
A,1,0,LineaA:1059,9,2781.60,112.51,19.60,895,361,361,0.0
A,1,0,LineaA:1059,10,1519.70,60.70,16.90,895,361,361,0.0
A,1,0,LineaA:1059,11,1215.80,50.09,16.50,895,361,361,0.0
A,1,0,LineaA:1059,12,1501.00,54.51,15.60,895,361,361,0.0
A,1,0,LineaA:1059,13,1577.40,61.55,15.40,895,361,361,0.0
A,1,0,LineaA:1059,14,1122.60,58.71,17.20,895,361,361,0.0
A,1,0,LineaA:1059,15,1032.00,48.56,18.30,895,361,361,0.0
A,1,0,LineaA:1059,16,1238.10,30.11,19.30,895,361,361,0.0
A,1,0,LineaA:1059,17,1885.10,32.25,18.70,895,361,361,0.0
A,1,0,LineaA:1059,18,1168.90,40.47,18.20,895,361,361,0.0
A,1,0,LineaA:1059,19,609.20,39.25,18.90,895,361,361,0.0
A,1,0,LineaA:1059,20,449.10,25.57,15.90,895,361,361,0.0
A,1,0,LineaA:1059,21,310.20,13.61,11.60,895,361,361,0.0
A,1,0,LineaA:1059,22,134.70,15.33,11.20,895,361,361,0.0
A,1,0,LineaA:1059,23,0.00,0.00,0.00,895,361,361,0.0
A,1,1,LineaA:1060,5,182.50,19.68,5.90,895,537,193,0.0
A,1,1,LineaA:1060,6,1573.90,60.70,13.60,895,537,193,0.0
A,1,1,LineaA:1060,7,5068.30,176.39,18.10,895,537,193,0.0
A,1,1,LineaA:1060,8,5202.70,170.36,19.20,895,537,193,0.0
A,1,1,LineaA:1060,9,3952.50,132.98,19.70,895,537,193,0.0
A,1,1,LineaA:1060,10,2139.70,82.66,16.90,895,537,193,0.0
A,1,1,LineaA:1060,11,1757.10,71.93,16.40,895,537,193,0.0
A,1,1,LineaA:1060,12,2122.80,44.23,15.60,895,537,193,0.0
A,1,1,LineaA:1060,13,2357.50,67.44,15.50,895,537,193,0.0
A,1,1,LineaA:1060,14,1647.30,49.05,17.00,895,537,193,0.0
A,1,1,LineaA:1060,15,1568.00,64.05,18.70,895,537,193,0.0
A,1,1,LineaA:1060,16,1882.10,46.16,18.80,895,537,193,0.0
A,1,1,LineaA:1060,17,2582.50,42.30,18.70,895,537,193,0.0
A,1,1,LineaA:1060,18,1555.40,57.15,18.40,895,537,193,0.0
A,1,1,LineaA:1060,19,782.90,34.94,18.80,895,537,193,0.0
A,1,1,LineaA:1060,20,538.30,24.04,16.20,895,537,193,0.0
A,1,1,LineaA:1060,21,350.30,15.76,11.50,895,537,193,0.0
A,1,1,LineaA:1060,22,170.70,22.27,11.20,895,537,193,0.0
A,1,1,LineaA:1060,23,3.20,4.32,0.40,895,537,193,0.0
A,1,2,LineaA:1061,5,201.30,21.33,5.30,895,663,135,0.0
A,1,2,LineaA:1061,6,1727.90,114.42,13.70,895,663,135,0.0
A,1,2,LineaA:1061,7,6173.80,107.59,18.30,895,663,135,0.0
A,1,2,LineaA:1061,8,6423.60,140.08,18.90,895,663,135,0.0
A,1,2,LineaA:1061,9,5007.10,122.43,19.70,895,663,135,0.0
A,1,2,LineaA:1061,10,2641.70,56.23,17.00,895,663,135,0.0
A,1,2,LineaA:1061,11,2141.70,69.17,16.40,895,663,135,0.0
A,1,2,LineaA:1061,12,2491.40,78.49,15.50,895,663,135,0.0
A,1,2,LineaA:1061,13,2850.20,127.56,15.50,895,663,135,0.0
A,1,2,LineaA:1061,14,2074.10,56.73,17.00,895,663,135,0.0
A,1,2,LineaA:1061,15,1898.70,107.31,18.70,895,663,135,0.0
A,1,2,LineaA:1061,16,2230.30,37.69,18.60,895,663,135,0.0
A,1,2,LineaA:1061,17,3073.40,95.94,19.00,895,663,135,0.0
A,1,2,LineaA:1061,18,1966.00,99.36,18.40,895,663,135,0.0
A,1,2,LineaA:1061,19,1041.80,34.31,18.70,895,663,135,0.0
A,1,2,LineaA:1061,20,706.50,23.50,16.10,895,663,135,0.0
A,1,2,LineaA:1061,21,475.40,24.78,11.90,895,663,135,0.0
