linea,periodo,sentido_hacia,orden_llegada,nodo,estacion_sbase,suben,bajan,carga_saliente
LineaE,HPM,Virreyes,5,LineaE:1120,Belgrano,31.0,256.2458349482671,510.8261620499435
LineaE,HPM,Virreyes,6,LineaE:1121,Independencia E,527.6050598107561,55.1396406197382,983.2915812409615
LineaE,HPM,Virreyes,7,LineaE:1122,SanJose,86.13477034153377,47.25922011047519,1022.1671314720201
LineaE,HPM,Virreyes,8,LineaE:1123,ERios,139.31733537925987,74.7920521877882,1086.6924146634917
LineaE,HPM,Virreyes,9,LineaE:1124,Pichin,77.0,43.23948765782155,1120.45292700567
LineaE,HPM,Virreyes,10,LineaE:1125,Jujuy,328.18987840244165,438.0573083258269,1010.5854970822847
LineaE,HPM,Virreyes,11,LineaE:1126,Urquiza,14.924554153687442,93.9312301210995,931.5788211148728
LineaE,HPM,Virreyes,12,LineaE:1127,Boedo,19.25399045342055,135.73804641217515,815.0947651561182
LineaE,HPM,Virreyes,13,LineaE:1128,LaPlata,6.379371533872096,153.64673960971538,667.827397080275
LineaE,HPM,Virreyes,14,LineaE:1129,Moreno,9.548054018549903,131.2947728224477,546.0806782763772
LineaE,HPM,Virreyes,15,LineaE:1130,EMitre,6.448078389211396,143.32002362108383,409.2087330445048
LineaE,HPM,Virreyes,16,LineaE:1131,Medalla,1.3814954009062814,125.06648923992059,285.5237392054905
LineaE,HPM,Virreyes,17,LineaE:1132,Varela,0.0,81.36580286941914,204.15793633607132
LineaE,HPM,Virreyes,18,LineaE:1133,Virreyes,0.0,204.15793633607103,2.8421709430404007e-13
LineaE,HPT,RetiroE,1,LineaE:1164,RetiroE,0.0,591.413624011296,-1.3642420526593924e-12
LineaE,HPT,RetiroE,2,LineaE:1165,Catalinas,5.698447575458497,89.9164309747919,591.4136240112946
LineaE,HPT,RetiroE,3,LineaE:1166,CCentral,139.521393890618,738.6663566765395,675.6316074106279
LineaE,HPT,RetiroE,4,LineaE:1119,Bolivar,338.0382607503897,501.91918577006084,1274.7765701965495
LineaE,HPT,RetiroE,5,LineaE:1120,Belgrano,201.0,87.23296584758417,1438.6574952162205
LineaE,HPT,RetiroE,6,LineaE:1121,Independencia E,692.7306275476152,1371.663911230371,1324.8904610638047
LineaE,HPT,RetiroE,7,LineaE:1122,SanJose,65.62595060052254,93.2326690050765,2003.8237447465606
LineaE,HPT,RetiroE,8,LineaE:1123,ERios,115.9851349585739,195.20796481721584,2031.4304631511145
LineaE,HPT,RetiroE,9,LineaE:1124,Pichin,61.26032575131195,100.64959712095309,2110.6532930097565
LineaE,HPT,RetiroE,10,LineaE:1125,Jujuy,917.0526107549381,727.7719138916217,2150.0425643793974
LineaE,HPT,RetiroE,11,LineaE:1126,Urquiza,160.2662558098053,40.461134589861956,1960.761867516081
LineaE,HPT,RetiroE,12,LineaE:1127,Boedo,351.4852483322974,47.445424384800695,1840.956746296138
LineaE,HPT,RetiroE,13,LineaE:1128,LaPlata,318.4176550868632,13.599437678517791,1536.9169223486413
LineaE,HPT,RetiroE,14,LineaE:1129,Moreno,315.8318137397068,22.914519820645776,1232.0987049402956
LineaE,HPT,RetiroE,15,LineaE:1130,EMitre,284.4390264543548,19.8223329035678,939.1814110212348
LineaE,HPT,RetiroE,16,LineaE:1131,Medalla,129.4560385314684,9.950062135408585,674.5647174704478
LineaE,HPT,RetiroE,17,LineaE:1132,Varela,121.1586783830957,0.0,555.058741074388
LineaE,HPT,RetiroE,18,LineaE:1133,Virreyes,433.9000626912923,0.0,433.9000626912923
LineaE,HPT,Virreyes,1,LineaE:1164,RetiroE,818.0894948347869,0.0,818.0894948347869
LineaE,HPT,Virreyes,2,LineaE:1165,Catalinas,1079.357270986021,0.0,1897.4467658208077
LineaE,HPT,Virreyes,3,LineaE:1166,CCentral,1442.7051213007662,477.1592375045889,2862.992649616985
LineaE,HPT,Virreyes,4,LineaE:1119,Bolivar,1802.9617392496102,675.4216923428412,3990.5326965237546
LineaE,HPT,Virreyes,5,LineaE:1120,Belgrano,340.0,149.8516993137547,4180.68099721
LineaE,HPT,Virreyes,6,LineaE:1121,Independencia E,760.1493724523848,770.359776658678,4170.470593003706
LineaE,HPT,Virreyes,7,LineaE:1122,SanJose,122.37404939947743,133.8797178377477,4158.9649245654355
LineaE,HPT,Virreyes,8,LineaE:1123,ERios,215.0148650414261,178.76232223716937,4195.217467369692
LineaE,HPT,Virreyes,9,LineaE:1124,Pichin,120.0,177.69980670373275,4137.517660665959
LineaE,HPT,Virreyes,10,LineaE:1125,Jujuy,1411.4931398445542,798.0669358469847,4750.943864663528
LineaE,HPT,Virreyes,11,LineaE:1126,Urquiza,61.7337441901947,371.1427569525439,4441.534851901179
LineaE,HPT,Virreyes,12,LineaE:1127,Boedo,48.75649929529374,606.3326901495963,3883.9586610468764
LineaE,HPT,Virreyes,13,LineaE:1128,LaPlata,32.58234491313686,521.8093809110326,3394.7316250489803
LineaE,HPT,Virreyes,14,LineaE:1129,Moreno,35.16818626029317,741.0438335031524,2688.855977806121
LineaE,HPT,Virreyes,15,LineaE:1130,EMitre,15.022539337729096,711.747653850585,1992.1308632932648
LineaE,HPT,Virreyes,16,LineaE:1131,Medalla,4.543961468531565,317.9965909636858,1678.6782337981106
LineaE,HPT,Virreyes,17,LineaE:1132,Varela,0.0,364.8585002981317,1313.8197334999788
LineaE,HPT,Virreyes,18,LineaE:1133,Virreyes,0.0,1313.8197334999804,0.0
LineaH,HPM,Hospitales,1,LineaH:1134,Hospitales,0.0,476.06244853841383,0.0
LineaH,HPM,Hospitales,2,LineaH:1135,Patricios,2.704476748571095,636.7047369921864,476.0624485384136
LineaH,HPM,Hospitales,3,LineaH:1136,Caseros,5.705438305886577,657.7042755691655,1110.062708782029
LineaH,HPM,Hospitales,4,LineaH:1137,Inclan,11.19090088764303,230.1052542918752,1762.0615460453078
LineaH,HPM,Hospitales,5,LineaH:1138,HPrimo,125.1820328809719,1021.3696434935723,1980.97589944954
LineaH,HPM,Hospitales,6,LineaH:1139,Venezuela,114.094061557092,196.59195200641892,2877.1635100621406
LineaH,HPM,Hospitales,7,LineaH:1140,Once,562.0866019925347,756.057759530797,2959.6614005114675
LineaH,HPM,Hospitales,8,LineaH:1141,Corrientes,992.1631788227503,189.60497058431318,3153.6325580497296
LineaH,HPM,Hospitales,9,LineaH:1160,Cordoba,243.425114457455,35.14351777997945,2351.0743498112924
LineaH,HPM,Hospitales,10,LineaH:1161,SantaFe,1712.93914737485,81.25145694724603,2142.792753133817
LineaH,HPM,Hospitales,11,LineaH:1162,LasHeras,367.827657326563,0.7225946203501479,511.10506270621283
LineaH,HPM,Hospitales,12,LineaH:1163,FDerecho,144.0,0.0,144.0
LineaH,HPM,Fderecho,1,LineaH:1134,Hospitales,2291.217237462982,0.0,2291.217237462982
LineaH,HPM,Fderecho,2,LineaH:1135,Patricios,881.2955232514289,2.5218762534894807,3169.9908844609217
LineaH,HPM,Fderecho,3,LineaH:1136,Caseros,587.2945616941134,15.391796355637716,3741.8936497993973
LineaH,HPM,Fderecho,4,LineaH:1137,Inclan,523.4801392909241,13.955555885063973,4251.418233205257
LineaH,HPM,Fderecho,5,LineaH:1138,HPrimo,1119.511686719842,223.0004476218295,5147.92947230327
LineaH,HPM,Fderecho,6,LineaH:1139,Venezuela,543.3441650014494,86.10944529723547,5605.1641920074835
LineaH,HPM,Fderecho,7,LineaH:1140,Once,1911.913398007465,789.0062340962564,6728.071355918692
LineaH,HPM,Fderecho,8,LineaH:1141,Corrientes,648.8368211772496,1645.476659023011,5731.43151807293
LineaH,HPM,Fderecho,9,LineaH:1160,Cordoba,51.57488554254502,604.5565480782468,5178.449855537228
LineaH,HPM,Fderecho,10,LineaH:1161,SantaFe,229.011226889961,3836.254390312675,1571.2066921145147
LineaH,HPM,Fderecho,11,LineaH:1162,LasHeras,3.172342673436988,964.7640436931066,609.6149910948451
LineaH,HPM,Fderecho,12,LineaH:1163,FDerecho,0.0,609.6149910948443,0.0
LineaH,HPT,Hospitales,1,LineaH:1134,Hospitales,0.0,1274.9291082052591,3.637978807091713e-12
LineaH,HPT,Hospitales,2,LineaH:1135,Patricios,2.009847936101433,763.4143513844613,1274.9291082052628
LineaH,HPT,Hospitales,3,LineaH:1136,Caseros,8.062566023304518,838.5322701562657,2036.3336116536227
LineaH,HPT,Hospitales,4,LineaH:1137,Inclan,15.68705015067615,525.7479146390137,2866.803315786584
LineaH,HPT,Hospitales,5,LineaH:1138,HPrimo,531.9171969568848,1179.65752303696,3376.8641802749216
LineaH,HPT,Hospitales,6,LineaH:1139,Venezuela,81.38116998607268,470.8773014804692,4024.6045063549964
LineaH,HPT,Hospitales,7,LineaH:1140,Once,819.4542338590876,2864.818265339789,4414.100637849393
LineaH,HPT,Hospitales,8,LineaH:1141,Corrientes,1411.446822283428,613.1525531289667,6459.464669330095
LineaH,HPT,Hospitales,9,LineaH:1160,Cordoba,572.4854430834439,103.6125911981377,5661.170400175633
LineaH,HPT,Hospitales,10,LineaH:1161,SantaFe,3817.368671426805,306.8804699376669,5192.2975482903275
LineaH,HPT,Hospitales,11,LineaH:1162,LasHeras,963.3524080792274,8.543061278038607,1681.809346801189
LineaH,HPT,Hospitales,12,LineaH:1163,FDerecho,727.0,0.0,727.0
LineaH,HPT,Fderecho,1,LineaH:1134,Hospitales,635.1081394060092,0.0,635.1081394060092
LineaH,HPT,Fderecho,2,LineaH:1135,Patricios,615.9901520638986,0.8691568738786636,1250.229134596029
LineaH,HPT,Fderecho,3,LineaH:1136,Caseros,677.9374339766954,16.06960421287004,1912.0969643598544
LineaH,HPT,Fderecho,4,LineaH:1137,Inclan,398.9587471994805,25.11748829985993,2285.938223259475
LineaH,HPT,Fderecho,5,LineaH:1138,HPrimo,1550.128497887101,346.86044288107104,3489.2062782655053
LineaH,HPT,Fderecho,6,LineaH:1139,Venezuela,308.7965645698238,80.474931394453,3717.527911440876
LineaH,HPT,Fderecho,7,LineaH:1140,Once,1363.545766140912,797.3256640457487,4283.748013536039
LineaH,HPT,Fderecho,8,LineaH:1141,Corrientes,714.5531777165716,1198.6187255587683,3799.6824656938425
LineaH,HPT,Fderecho,9,LineaH:1160,Cordoba,100.514556916556,407.62717385690786,3492.5698487534905
LineaH,HPT,Fderecho,10,LineaH:1161,SantaFe,202.6637132715972,2572.8806774532695,1122.3528845718183
LineaH,HPT,Fderecho,11,LineaH:1162,LasHeras,2.647591920772636,687.2088649810296,437.7916115115613
LineaH,HPT,Fderecho,12,LineaH:1163,FDerecho,0.0,437.79161151156,1.3073986337985843e-12
