linea,direction_id,orden,nodo,hora,pasajeros_hora_media,pasajeros_hora_desvio,formaciones_hora_media,capacidad,max_a_bordo,max_anden,quedaron_abajo_por_replica
A,0,0,LineaA:1076,5,38.90,6.19,6.00,895,354,354,0.0
A,0,0,LineaA:1076,6,148.40,11.33,12.00,895,354,354,0.0
A,0,0,LineaA:1076,7,391.70,12.32,16.60,895,354,354,0.0
A,0,0,LineaA:1076,8,510.60,16.60,19.50,895,354,354,0.0
A,0,0,LineaA:1076,9,500.30,23.91,20.30,895,354,354,0.0
A,0,0,LineaA:1076,10,424.40,24.97,18.30,895,354,354,0.0
A,0,0,LineaA:1076,11,517.80,26.28,15.60,895,354,354,0.0
A,0,0,LineaA:1076,12,635.10,21.31,15.60,895,354,354,0.0
A,0,0,LineaA:1076,13,789.80,32.37,15.10,895,354,354,0.0
A,0,0,LineaA:1076,14,887.50,36.79,15.50,895,354,354,0.0
A,0,0,LineaA:1076,15,1254.20,36.63,19.50,895,354,354,0.0
A,0,0,LineaA:1076,16,1955.70,63.73,19.50,895,354,354,0.0
A,0,0,LineaA:1076,17,2462.30,83.68,18.50,895,354,354,0.0
A,0,0,LineaA:1076,18,2018.60,29.10,19.10,895,354,354,0.0
A,0,0,LineaA:1076,19,716.40,34.40,18.90,895,354,354,0.0
A,0,0,LineaA:1076,20,518.50,30.02,17.60,895,354,354,0.0
A,0,0,LineaA:1076,21,279.70,19.87,13.40,895,354,354,0.0
A,0,0,LineaA:1076,22,100.00,12.81,11.20,895,354,354,0.0
A,0,0,LineaA:1076,23,19.10,5.63,4.70,895,354,354,0.0
A,0,1,LineaA:1075,5,40.70,6.15,5.90,895,612,287,0.0
A,0,1,LineaA:1075,6,178.40,11.99,11.90,895,612,287,0.0
A,0,1,LineaA:1075,7,501.40,19.61,16.50,895,612,287,0.0
A,0,1,LineaA:1075,8,700.50,24.54,19.40,895,612,287,0.0
A,0,1,LineaA:1075,9,739.10,34.53,20.20,895,612,287,0.0
A,0,1,LineaA:1075,10,719.20,21.33,18.60,895,612,287,0.0
A,0,1,LineaA:1075,11,840.30,16.84,15.70,895,612,287,0.0
A,0,1,LineaA:1075,12,1053.30,35.36,15.20,895,612,287,0.0
A,0,1,LineaA:1075,13,1372.70,60.87,15.40,895,612,287,0.0
A,0,1,LineaA:1075,14,1585.90,37.57,15.60,895,612,287,0.0
A,0,1,LineaA:1075,15,2305.00,73.64,19.40,895,612,287,0.0
A,0,1,LineaA:1075,16,3217.70,94.75,19.30,895,612,287,0.0
A,0,1,LineaA:1075,17,4229.10,95.52,18.70,895,612,287,0.0
A,0,1,LineaA:1075,18,3586.70,92.22,19.00,895,612,287,0.0
A,0,1,LineaA:1075,19,1439.30,42.70,19.00,895,612,287,0.0
A,0,1,LineaA:1075,20,962.80,57.98,17.40,895,612,287,0.0
A,0,1,LineaA:1075,21,487.60,44.70,13.50,895,612,287,0.0
A,0,1,LineaA:1075,22,195.00,19.07,11.30,895,612,287,0.0
A,0,1,LineaA:1075,23,38.10,6.05,4.90,895,612,287,0.0
A,0,2,LineaA:1074,5,47.80,6.36,5.80,895,692,107,0.0
A,0,2,LineaA:1074,6,203.00,14.58,11.80,895,692,107,0.0
A,0,2,LineaA:1074,7,502.20,28.05,16.20,895,692,107,0.0
A,0,2,LineaA:1074,8,710.90,27.11,19.70,895,692,107,0.0
A,0,2,LineaA:1074,9,761.50,46.86,20.20,895,692,107,0.0
A,0,2,LineaA:1074,10,787.80,34.29,18.40,895,692,107,0.0
A,0,2,LineaA:1074,11,1000.90,35.69,15.70,895,692,107,0.0
A,0,2,LineaA:1074,12,1244.60,63.74,15.30,895,692,107,0.0
A,0,2,LineaA:1074,13,1613.40,72.01,15.40,895,692,107,0.0
A,0,2,LineaA:1074,14,1821.50,85.52,15.10,895,692,107,0.0
A,0,2,LineaA:1074,15,2885.10,58.62,19.60,895,692,107,0.0
A,0,2,LineaA:1074,16,3868.30,77.36,19.80,895,692,107,0.0
A,0,2,LineaA:1074,17,4926.80,95.44,18.40,895,692,107,0.0
A,0,2,LineaA:1074,18,4334.60,129.18,18.90,895,692,107,0.0
A,0,2,LineaA:1074,19,1761.10,69.79,19.20,895,692,107,0.0
A,0,2,LineaA:1074,20,1150.40,54.72,17.10,895,692,107,0.0
A,0,2,LineaA:1074,21,599.10,38.38,13.90,895,692,107,0.0
A,0,2,LineaA:1074,22,232.60,18.19,11.40,895,692,107,0.0
A,0,2,LineaA:1074,23,45.80,7.42,5.00,895,692,107,0.0
A,0,3,LineaA:1073,5,135.60,20.28,5.50,895,895,312,12.5
A,0,3,LineaA:1073,6,1014.50,60.34,11.80,895,895,312,12.5
A,0,3,LineaA:1073,7,2448.50,65.59,16.20,895,895,312,12.5
A,0,3,LineaA:1073,8,3111.20,146.79,19.50,895,895,312,12.5
A,0,3,LineaA:1073,9,2652.50,91.88,20.10,895,895,312,12.5
A,0,3,LineaA:1073,10,2205.20,84.45,18.40,895,895,312,12.5
A,0,3,LineaA:1073,11,2397.50,81.29,16.00,895,895,312,12.5
A,0,3,LineaA:1073,12,2865.10,123.17,15.40,895,895,312,12.5
A,0,3,LineaA:1073,13,2984.00,100.25,15.10,895,895,312,12.5
A,0,3,LineaA:1073,14,3218.80,115.64,15.50,895,895,312,12.5
A,0,3,LineaA:1073,15,4410.70,113.90,19.50,895,895,312,12.5
A,0,3,LineaA:1073,16,5483.60,104.09,19.40,895,895,312,12.5
A,0,3,LineaA:1073,17,6962.50,118.20,18.60,895,895,312,12.5
A,0,3,LineaA:1073,18,6299.80,149.86,19.10,895,895,312,12.5
A,0,3,LineaA:1073,19,2710.50,90.56,19.10,895,895,312,12.5
A,0,3,LineaA:1073,20,1996.90,41.35,17.20,895,895,312,12.5
A,0,3,LineaA:1073,21,1346.90,76.59,13.90,895,895,312,12.5
A,0,3,LineaA:1073,22,821.50,59.34,11.20,895,895,312,12.5
A,0,3,LineaA:1073,23,104.10,11.75,5.40,895,895,312,12.5
A,0,4,LineaA:1072,5,127.20,17.33,5.20,895,895,115,13.0
A,0,4,LineaA:1072,6,993.00,83.20,11.90,895,895,115,13.0
A,0,4,LineaA:1072,7,2482.40,130.43,16.20,895,895,115,13.0
A,0,4,LineaA:1072,8,3077.40,144.35,19.30,895,895,115,13.0
A,0,4,LineaA:1072,9,2704.50,92.78,20.30,895,895,115,13.0
A,0,4,LineaA:1072,10,2236.70,59.75,18.50,895,895,115,13.0
A,0,4,LineaA:1072,11,2478.50,88.59,15.70,895,895,115,13.0
A,0,4,LineaA:1072,12,3021.70,152.21,15.60,895,895,115,13.0
A,0,4,LineaA:1072,13,3142.00,136.33,15.10,895,895,115,13.0
A,0,4,LineaA:1072,14,3574.30,87.98,15.60,895,895,115,13.0
A,0,4,LineaA:1072,15,4719.40,106.28,18.90,895,895,115,13.0
A,0,4,LineaA:1072,16,6077.40,144.56,19.80,895,895,115,13.0
A,0,4,LineaA:1072,17,7411.60,107.93,18.50,895,895,115,13.0
A,0,4,LineaA:1072,18,6688.30,140.65,19.00,895,895,115,13.0
A,0,4,LineaA:1072,19,3002.30,99.21,19.20,895,895,115,13.0
A,0,4,LineaA:1072,20,2224.90,49.97,17.40,895,895,115,13.0
A,0,4,LineaA:1072,21,1455.30,85.57,13.90,895,895,115,13.0
A,0,4,LineaA:1072,22,862.30,50.16,11.20,895,895,115,13.0
A,0,4,LineaA:1072,23,118.80,9.85,5.60,895,895,115,13.0
A,0,5,LineaA:1071,5,140.00,11.98,5.90,895,895,214,33.0
A,0,5,LineaA:1071,6,1042.00,65.62,11.70,895,895,214,33.0
A,0,5,LineaA:1071,7,2881.00,152.57,16.10,895,895,214,33.0
A,0,5,LineaA:1071,8,3657.70,158.30,19.40,895,895,214,33.0
A,0,5,LineaA:1071,9,3171.60,131.09,20.30,895,895,214,33.0
A,0,5,LineaA:1071,10,2645.10,116.36,18.50,895,895,214,33.0
A,0,5,LineaA:1071,11,2854.30,186.42,15.70,895,895,214,33.0
A,0,5,LineaA:1071,12,3633.40,148.39,15.50,895,895,214,33.0
A,0,5,LineaA:1071,13,3933.10,88.92,15.40,895,895,214,33.0
A,0,5,LineaA:1071,14,4307.70,146.88,15.50,895,895,214,33.0
A,0,5,LineaA:1071,15,5549.40,108.04,19.00,895,895,214,33.0
A,0,5,LineaA:1071,16,6853.70,157.74,19.30,895,895,214,33.0
A,0,5,LineaA:1071,17,8593.30,273.94,18.80,895,895,214,33.0
A,0,5,LineaA:1071,18,7766.10,222.84,19.10,895,895,214,33.0
A,0,5,LineaA:1071,19,3688.80,83.51,19.10,895,895,214,33.0
A,0,5,LineaA:1071,20,2763.20,73.80,17.30,895,895,214,33.0
A,0,5,LineaA:1071,21,1817.40,82.67,14.20,895,895,214,33.0
A,0,5,LineaA:1071,22,1049.70,46.77,11.20,895,895,214,33.0
A,0,5,LineaA:1071,23,187.80,18.68,5.90,895,895,214,33.0
A,0,6,LineaA:1069,5,129.30,14.52,5.70,895,895,86,14.8
A,0,6,LineaA:1069,6,1023.60,64.86,11.80,895,895,86,14.8
A,0,6,LineaA:1069,7,2694.90,127.31,15.80,895,895,86,14.8
A,0,6,LineaA:1069,8,3415.20,125.25,19.10,895,895,86,14.8
A,0,6,LineaA:1069,9,3000.20,129.96,20.40,895,895,86,14.8
A,0,6,LineaA:1069,10,2577.40,105.80,18.50,895,895,86,14.8
A,0,6,LineaA:1069,11,2822.10,168.63,15.90,895,895,86,14.8
A,0,6,LineaA:1069,12,3723.30,121.63,15.80,895,895,86,14.8
A,0,6,LineaA:1069,13,3886.00,124.72,15.20,895,895,86,14.8
A,0,6,LineaA:1069,14,4371.10,169.56,15.20,895,895,86,14.8
A,0,6,LineaA:1069,15,5700.90,140.31,19.00,895,895,86,14.8
A,0,6,LineaA:1069,16,7014.40,276.79,19.40,895,895,86,14.8
A,0,6,LineaA:1069,17,8828.40,160.35,18.80,895,895,86,14.8
A,0,6,LineaA:1069,18,8060.20,102.31,18.70,895,895,86,14.8
A,0,6,LineaA:1069,19,3869.20,109.15,19.30,895,895,86,14.8
A,0,6,LineaA:1069,20,2818.50,123.34,17.30,895,895,86,14.8
A,0,6,LineaA:1069,21,1914.10,107.17,14.40,895,895,86,14.8
A,0,6,LineaA:1069,22,1128.40,52.54,11.50,895,895,86,14.8
A,0,6,LineaA:1069,23,194.00,19.34,6.10,895,895,86,14.8
A,0,7,LineaA:1068,5,117.60,14.43,5.40,895,895,356,67.2
A,0,7,LineaA:1068,6,960.50,68.24,11.70,895,895,356,67.2
A,0,7,LineaA:1068,7,2950.70,145.43,15.90,895,895,356,67.2
A,0,7,LineaA:1068,8,3490.80,105.93,18.90,895,895,356,67.2
A,0,7,LineaA:1068,9,3163.60,97.04,20.60,895,895,356,67.2
A,0,7,LineaA:1068,10,2766.30,95.47,18.40,895,895,356,67.2
A,0,7,LineaA:1068,11,3100.50,143.42,16.10,895,895,356,67.2
A,0,7,LineaA:1068,12,4083.20,135.92,15.30,895,895,356,67.2
A,0,7,LineaA:1068,13,4563.00,132.14,15.40,895,895,356,67.2
A,0,7,LineaA:1068,14,4634.20,186.39,15.30,895,895,356,67.2
A,0,7,LineaA:1068,15,6043.50,180.13,19.10,895,895,356,67.2
A,0,7,LineaA:1068,16,7298.40,258.17,19.30,895,895,356,67.2
A,0,7,LineaA:1068,17,9613.20,281.77,18.90,895,895,356,67.2
A,0,7,LineaA:1068,18,9060.30,191.50,18.80,895,895,356,67.2
A,0,7,LineaA:1068,19,4776.40,130.38,19.10,895,895,356,67.2
A,0,7,LineaA:1068,20,3374.20,126.23,17.40,895,895,356,67.2
A,0,7,LineaA:1068,21,2298.10,115.36,14.30,895,895,356,67.2
A,0,7,LineaA:1068,22,1353.60,82.18,11.50,895,895,356,67.2
A,0,7,LineaA:1068,23,274.50,23.46,6.50,895,895,356,67.2
A,0,8,LineaA:1067,5,99.90,8.97,6.00,895,886,29,0.0
A,0,8,LineaA:1067,6,884.30,63.75,11.70,895,886,29,0.0
A,0,8,LineaA:1067,7,2734.60,96.00,15.70,895,886,29,0.0
A,0,8,LineaA:1067,8,3330.50,90.02,18.60,895,886,29,0.0
A,0,8,LineaA:1067,9,3044.90,112.29,20.80,895,886,29,0.0
A,0,8,LineaA:1067,10,2638.90,39.53,18.40,895,886,29,0.0
A,0,8,LineaA:1067,11,2955.50,85.08,16.30,895,886,29,0.0
A,0,8,LineaA:1067,12,4003.60,131.51,15.40,895,886,29,0.0
A,0,8,LineaA:1067,13,4391.90,164.15,15.40,895,886,29,0.0
A,0,8,LineaA:1067,14,4446.30,174.61,15.20,895,886,29,0.0
A,0,8,LineaA:1067,15,5724.00,129.40,18.70,895,886,29,0.0
A,0,8,LineaA:1067,16,7123.40,195.85,19.60,895,886,29,0.0
A,0,8,LineaA:1067,17,9237.40,266.42,18.70,895,886,29,0.0
A,0,8,LineaA:1067,18,8948.00,227.22,18.80,895,886,29,0.0
A,0,8,LineaA:1067,19,4785.10,115.22,19.20,895,886,29,0.0
A,0,8,LineaA:1067,20,3333.00,102.15,17.70,895,886,29,0.0
A,0,8,LineaA:1067,21,2234.30,95.33,14.20,895,886,29,0.0
A,0,8,LineaA:1067,22,1350.20,54.89,11.60,895,886,29,0.0
A,0,8,LineaA:1067,23,277.50,11.57,6.90,895,886,29,0.0
A,0,9,LineaA:1066,5,83.70,10.19,5.80,895,860,36,0.0
A,0,9,LineaA:1066,6,816.60,62.62,11.70,895,860,36,0.0
A,0,9,LineaA:1066,7,2653.50,116.86,15.40,895,860,36,0.0
A,0,9,LineaA:1066,8,3231.00,79.74,18.70,895,860,36,0.0
A,0,9,LineaA:1066,9,2940.90,47.69,20.60,895,860,36,0.0
A,0,9,LineaA:1066,10,2560.70,66.56,18.50,895,860,36,0.0
A,0,9,LineaA:1066,11,2851.60,112.46,16.40,895,860,36,0.0
A,0,9,LineaA:1066,12,3841.50,133.53,15.30,895,860,36,0.0
A,0,9,LineaA:1066,13,4230.20,144.55,15.20,895,860,36,0.0
A,0,9,LineaA:1066,14,4273.50,227.37,15.40,895,860,36,0.0
A,0,9,LineaA:1066,15,5542.70,230.08,18.60,895,860,36,0.0
A,0,9,LineaA:1066,16,6762.30,216.45,19.40,895,860,36,0.0
A,0,9,LineaA:1066,17,8941.50,248.32,18.90,895,860,36,0.0
A,0,9,LineaA:1066,18,8744.20,145.96,18.90,895,860,36,0.0
A,0,9,LineaA:1066,19,4654.60,132.21,19.10,895,860,36,0.0
A,0,9,LineaA:1066,20,3193.70,93.59,17.60,895,860,36,0.0
A,0,9,LineaA:1066,21,2236.60,67.98,14.60,895,860,36,0.0
A,0,9,LineaA:1066,22,1318.60,36.98,11.80,895,860,36,0.0
A,0,9,LineaA:1066,23,269.80,21.49,7.00,895,860,36,0.0
A,0,10,LineaA:1065,5,67.70,13.29,6.20,895,811,32,0.0
A,0,10,LineaA:1065,6,725.90,26.97,11.70,895,811,32,0.0
A,0,10,LineaA:1065,7,2489.90,140.68,15.40,895,811,32,0.0
A,0,10,LineaA:1065,8,3073.40,79.67,18.60,895,811,32,0.0
A,0,10,LineaA:1065,9,2794.00,70.36,20.50,895,811,32,0.0
A,0,10,LineaA:1065,10,2454.00,64.60,18.40,895,811,32,0.0
A,0,10,LineaA:1065,11,2701.50,83.00,16.80,895,811,32,0.0
A,0,10,LineaA:1065,12,3549.10,138.66,15.10,895,811,32,0.0
A,0,10,LineaA:1065,13,4016.70,179.92,15.30,895,811,32,0.0
A,0,10,LineaA:1065,14,3984.30,123.62,15.50,895,811,32,0.0
A,0,10,LineaA:1065,15,5127.80,152.34,18.60,895,811,32,0.0
A,0,10,LineaA:1065,16,6241.60,201.38,19.50,895,811,32,0.0
A,0,10,LineaA:1065,17,8110.10,443.97,18.50,895,811,32,0.0
A,0,10,LineaA:1065,18,8216.80,324.19,19.10,895,811,32,0.0
A,0,10,LineaA:1065,19,4391.50,150.14,19.10,895,811,32,0.0
A,0,10,LineaA:1065,20,2972.00,83.06,17.50,895,811,32,0.0
A,0,10,LineaA:1065,21,2087.30,97.97,14.60,895,811,32,0.0
A,0,10,LineaA:1065,22,1256.10,67.48,11.80,895,811,32,0.0
A,0,10,LineaA:1065,23,276.50,23.90,7.70,895,811,32,0.0
A,0,11,LineaA:1064,5,55.60,9.37,5.90,895,706,29,0.0
A,0,11,LineaA:1064,6,625.60,29.56,12.00,895,706,29,0.0
A,0,11,LineaA:1064,7,2091.30,81.75,14.90,895,706,29,0.0
A,0,11,LineaA:1064,8,2636.30,93.52,18.70,895,706,29,0.0
A,0,11,LineaA:1064,9,2440.70,92.81,20.50,895,706,29,0.0
A,0,11,LineaA:1064,10,2142.00,83.60,18.50,895,706,29,0.0
A,0,11,LineaA:1064,11,2318.40,126.31,16.60,895,706,29,0.0
A,0,11,LineaA:1064,12,3112.40,123.00,15.40,895,706,29,0.0
A,0,11,LineaA:1064,13,3451.60,186.85,15.20,895,706,29,0.0
A,0,11,LineaA:1064,14,3421.50,129.73,15.30,895,706,29,0.0
A,0,11,LineaA:1064,15,4357.50,82.89,18.40,895,706,29,0.0
A,0,11,LineaA:1064,16,5426.90,111.83,19.60,895,706,29,0.0
A,0,11,LineaA:1064,17,7013.60,268.79,18.70,895,706,29,0.0
A,0,11,LineaA:1064,18,7150.40,163.59,19.00,895,706,29,0.0
A,0,11,LineaA:1064,19,3844.20,114.68,18.90,895,706,29,0.0
A,0,11,LineaA:1064,20,2653.50,72.56,17.90,895,706,29,0.0
A,0,11,LineaA:1064,21,1803.50,75.77,14.60,895,706,29,0.0
A,0,11,LineaA:1064,22,1109.20,60.29,11.90,895,706,29,0.0
A,0,11,LineaA:1064,23,242.50,14.80,7.90,895,706,29,0.0
A,0,12,LineaA:1063,5,41.20,10.20,5.70,895,594,22,0.0
A,0,12,LineaA:1063,6,502.70,24.53,11.70,895,594,22,0.0
A,0,12,LineaA:1063,7,1863.70,53.87,15.10,895,594,22,0.0
A,0,12,LineaA:1063,8,2315.40,101.82,18.40,895,594,22,0.0
A,0,12,LineaA:1063,9,2197.80,78.84,20.50,895,594,22,0.0
A,0,12,LineaA:1063,10,1850.10,62.58,18.20,895,594,22,0.0
A,0,12,LineaA:1063,11,2099.70,105.21,17.10,895,594,22,0.0
A,0,12,LineaA:1063,12,2669.80,72.71,15.20,895,594,22,0.0
A,0,12,LineaA:1063,13,2993.90,100.00,15.20,895,594,22,0.0
A,0,12,LineaA:1063,14,2927.70,52.53,15.70,895,594,22,0.0
A,0,12,LineaA:1063,15,3592.60,109.05,18.10,895,594,22,0.0
A,0,12,LineaA:1063,16,4437.60,154.44,19.60,895,594,22,0.0
A,0,12,LineaA:1063,17,5758.00,142.67,18.70,895,594,22,0.0
A,0,12,LineaA:1063,18,5938.70,167.57,19.00,895,594,22,0.0
A,0,12,LineaA:1063,19,3205.80,105.27,19.00,895,594,22,0.0
A,0,12,LineaA:1063,20,2161.90,94.37,17.80,895,594,22,0.0
A,0,12,LineaA:1063,21,1469.20,71.43,14.50,895,594,22,0.0
A,0,12,LineaA:1063,22,922.70,49.71,12.20,895,594,22,0.0
A,0,12,LineaA:1063,23,211.20,20.28,8.20,895,594,22,0.0
A,0,13,LineaA:1062,5,32.60,8.10,5.30,895,530,12,0.0
A,0,13,LineaA:1062,6,431.60,44.83,11.70,895,530,12,0.0
A,0,13,LineaA:1062,7,1630.60,79.18,14.70,895,530,12,0.0
A,0,13,LineaA:1062,8,2214.60,66.60,18.70,895,530,12,0.0
A,0,13,LineaA:1062,9,2009.40,49.88,20.30,895,530,12,0.0
A,0,13,LineaA:1062,10,1755.40,33.79,18.50,895,530,12,0.0
A,0,13,LineaA:1062,11,1827.80,67.99,16.80,895,530,12,0.0
A,0,13,LineaA:1062,12,2485.70,80.97,15.80,895,530,12,0.0
A,0,13,LineaA:1062,13,2597.60,65.30,14.80,895,530,12,0.0
A,0,13,LineaA:1062,14,2582.10,92.49,15.50,895,530,12,0.0
A,0,13,LineaA:1062,15,3242.80,106.05,18.40,895,530,12,0.0
A,0,13,LineaA:1062,16,3853.40,126.28,19.30,895,530,12,0.0
A,0,13,LineaA:1062,17,5138.90,179.09,18.90,895,530,12,0.0
A,0,13,LineaA:1062,18,5355.30,166.33,18.90,895,530,12,0.0
A,0,13,LineaA:1062,19,2905.30,107.35,18.90,895,530,12,0.0
A,0,13,LineaA:1062,20,1961.80,78.36,17.90,895,530,12,0.0
A,0,13,LineaA:1062,21,1368.90,62.19,15.00,895,530,12,0.0
A,0,13,LineaA:1062,22,819.40,28.01,11.90,895,530,12,0.0
A,0,13,LineaA:1062,23,199.10,17.61,8.60,895,530,12,0.0
A,0,14,LineaA:1061,5,20.70,6.67,5.90,895,419,9,0.0
A,0,14,LineaA:1061,6,329.70,30.96,11.80,895,419,9,0.0
A,0,14,LineaA:1061,7,1384.90,50.22,14.90,895,419,9,0.0
A,0,14,LineaA:1061,8,1844.10,49.87,17.90,895,419,9,0.0
A,0,14,LineaA:1061,9,1757.00,46.88,20.40,895,419,9,0.0
A,0,14,LineaA:1061,10,1524.10,72.80,18.70,895,419,9,0.0
A,0,14,LineaA:1061,11,1543.60,75.87,16.90,895,419,9,0.0
A,0,14,LineaA:1061,12,2011.30,112.63,15.60,895,419,9,0.0
A,0,14,LineaA:1061,13,2223.70,88.99,15.30,895,419,9,0.0
A,0,14,LineaA:1061,14,2090.40,109.44,15.40,895,419,9,0.0
A,0,14,LineaA:1061,15,2556.40,60.82,17.90,895,419,9,0.0
A,0,14,LineaA:1061,16,3064.80,78.65,19.60,895,419,9,0.0
A,0,14,LineaA:1061,17,3970.80,45.07,18.80,895,419,9,0.0
A,0,14,LineaA:1061,18,4187.90,125.74,18.90,895,419,9,0.0
A,0,14,LineaA:1061,19,2315.10,67.53,19.10,895,419,9,0.0
A,0,14,LineaA:1061,20,1542.00,47.99,17.90,895,419,9,0.0
A,0,14,LineaA:1061,21,1082.00,60.78,14.80,895,419,9,0.0
A,0,14,LineaA:1061,22,679.20,30.49,12.30,895,419,9,0.0
A,0,14,LineaA:1061,23,164.90,14.78,8.80,895,419,9,0.0
A,0,15,LineaA:1060,5,15.30,3.47,5.80,895,283,6,0.0
A,0,15,LineaA:1060,6,227.70,21.60,11.50,895,283,6,0.0
A,0,15,LineaA:1060,7,969.40,63.41,14.50,895,283,6,0.0
A,0,15,LineaA:1060,8,1435.60,57.28,18.20,895,283,6,0.0
A,0,15,LineaA:1060,9,1234.60,52.13,20.40,895,283,6,0.0
A,0,15,LineaA:1060,10,940.70,55.95,18.60,895,283,6,0.0
A,0,15,LineaA:1060,11,969.00,49.96,17.00,895,283,6,0.0
A,0,15,LineaA:1060,12,1363.60,58.14,15.80,895,283,6,0.0
A,0,15,LineaA:1060,13,1560.70,66.99,15.00,895,283,6,0.0
A,0,15,LineaA:1060,14,1464.20,58.05,15.40,895,283,6,0.0
A,0,15,LineaA:1060,15,1854.00,63.97,17.90,895,283,6,0.0
A,0,15,LineaA:1060,16,2228.50,102.46,19.60,895,283,6,0.0
A,0,15,LineaA:1060,17,2732.10,112.46,18.70,895,283,6,0.0
A,0,15,LineaA:1060,18,3012.50,93.27,19.00,895,283,6,0.0
A,0,15,LineaA:1060,19,1705.60,51.63,19.00,895,283,6,0.0
A,0,15,LineaA:1060,20,1100.80,43.68,18.00,895,283,6,0.0
A,0,15,LineaA:1060,21,765.40,54.08,15.10,895,283,6,0.0
A,0,15,LineaA:1060,22,458.00,27.70,11.80,895,283,6,0.0
A,0,15,LineaA:1060,23,126.60,12.68,9.60,895,283,6,0.0
A,1,0,LineaA:1059,5,128.00,18.86,6.30,895,387,387,0.0
A,1,0,LineaA:1059,6,1160.50,39.14,13.50,895,387,387,0.0
A,1,0,LineaA:1059,7,3572.50,94.54,18.50,895,387,387,0.0
A,1,0,LineaA:1059,8,3590.70,99.99,18.80,895,387,387,0.0
A,1,0,LineaA:1059,9,2782.90,57.73,20.00,895,387,387,0.0
A,1,0,LineaA:1059,10,1526.70,41.03,17.40,895,387,387,0.0
A,1,0,LineaA:1059,11,1176.40,40.42,15.40,895,387,387,0.0
A,1,0,LineaA:1059,12,1498.60,67.93,15.20,895,387,387,0.0
A,1,0,LineaA:1059,13,1601.00,41.84,15.10,895,387,387,0.0
A,1,0,LineaA:1059,14,1103.60,51.79,17.30,895,387,387,0.0
A,1,0,LineaA:1059,15,1070.80,44.43,19.20,895,387,387,0.0
A,1,0,LineaA:1059,16,1222.00,36.75,19.20,895,387,387,0.0
A,1,0,LineaA:1059,17,1900.40,62.73,18.80,895,387,387,0.0
A,1,0,LineaA:1059,18,1185.80,49.62,18.70,895,387,387,0.0
A,1,0,LineaA:1059,19,596.80,26.42,18.50,895,387,387,0.0
A,1,0,LineaA:1059,20,450.00,15.22,15.80,895,387,387,0.0
A,1,0,LineaA:1059,21,326.70,22.71,11.70,895,387,387,0.0
A,1,0,LineaA:1059,22,146.20,10.09,10.90,895,387,387,0.0
A,1,0,LineaA:1059,23,0.00,0.00,0.00,895,387,387,0.0
A,1,1,LineaA:1060,5,173.20,18.12,5.80,895,551,179,0.0
A,1,1,LineaA:1060,6,1501.90,76.46,13.20,895,551,179,0.0
A,1,1,LineaA:1060,7,5166.50,134.81,18.60,895,551,179,0.0
A,1,1,LineaA:1060,8,5182.90,169.61,18.90,895,551,179,0.0
A,1,1,LineaA:1060,9,3972.20,108.73,20.10,895,551,179,0.0
A,1,1,LineaA:1060,10,2124.60,105.49,17.10,895,551,179,0.0
A,1,1,LineaA:1060,11,1754.00,108.79,15.80,895,551,179,0.0
A,1,1,LineaA:1060,12,2136.00,77.04,15.30,895,551,179,0.0
A,1,1,LineaA:1060,13,2342.10,62.72,15.00,895,551,179,0.0
A,1,1,LineaA:1060,14,1638.90,58.46,17.10,895,551,179,0.0
A,1,1,LineaA:1060,15,1592.80,57.67,19.20,895,551,179,0.0
A,1,1,LineaA:1060,16,1868.60,98.39,19.20,895,551,179,0.0
A,1,1,LineaA:1060,17,2621.40,94.63,18.80,895,551,179,0.0
A,1,1,LineaA:1060,18,1581.70,45.29,18.90,895,551,179,0.0
A,1,1,LineaA:1060,19,768.80,36.59,18.50,895,551,179,0.0
A,1,1,LineaA:1060,20,534.30,23.03,15.90,895,551,179,0.0
A,1,1,LineaA:1060,21,365.90,20.01,11.80,895,551,179,0.0
A,1,1,LineaA:1060,22,176.90,15.65,10.90,895,551,179,0.0
A,1,1,LineaA:1060,23,0.90,1.91,0.20,895,551,179,0.0
A,1,2,LineaA:1061,5,194.30,18.79,5.40,895,670,142,0.0
A,1,2,LineaA:1061,6,1721.70,70.27,13.50,895,670,142,0.0
A,1,2,LineaA:1061,7,6108.70,134.91,18.20,895,670,142,0.0
A,1,2,LineaA:1061,8,6465.40,167.96,18.70,895,670,142,0.0
A,1,2,LineaA:1061,9,5026.80,129.01,20.10,895,670,142,0.0
A,1,2,LineaA:1061,10,2641.20,67.53,17.30,895,670,142,0.0
A,1,2,LineaA:1061,11,2152.50,56.50,15.80,895,670,142,0.0
A,1,2,LineaA:1061,12,2536.40,66.39,15.40,895,670,142,0.0
A,1,2,LineaA:1061,13,2818.90,75.31,14.80,895,670,142,0.0
A,1,2,LineaA:1061,14,2068.50,65.46,17.20,895,670,142,0.0
A,1,2,LineaA:1061,15,1899.00,69.86,19.00,895,670,142,0.0
A,1,2,LineaA:1061,16,2256.90,49.02,19.40,895,670,142,0.0
A,1,2,LineaA:1061,17,3116.90,97.94,18.90,895,670,142,0.0
A,1,2,LineaA:1061,18,1946.40,48.33,18.50,895,670,142,0.0
A,1,2,LineaA:1061,19,1028.20,21.97,18.30,895,670,142,0.0
A,1,2,LineaA:1061,20,717.90,24.52,16.40,895,670,142,0.0
A,1,2,LineaA:1061,21,475.30,21.62,11.80,895,670,142,0.0
