comp_origen,comp_destino,linea_ascenso,etapas,expandidas
LineaA:1059,LineaA:1060,LineaA,79,99.82237196251799
LineaA:1059,LineaA:1061,LineaA,75,93.6956509454557
LineaA:1059,LineaA:1062,LineaA,127,159.09707706903194
LineaA:1059,LineaA:1063,LineaA,217,273.6736713512349
LineaA:1059,LineaA:1064,LineaA,352,441.35135406412024
LineaA:1059,LineaA:1065,LineaA,284,355.87530973256895
LineaA:1059,LineaA:1066,LineaA,267,334.0285060470601
LineaA:1059,LineaA:1067,LineaA,183,228.56852662269128
LineaA:1059,LineaA:1069,LineaA,139,174.28050617796526
LineaA:1059,LineaA:1070,LineaA,35,44.069971413498735
LineaA:1059,LineaA:1071,LineaA,401,498.4608891294987
LineaA:1059,LineaA:1072,LineaA,224,278.2640221077977
LineaA:1059,LineaA:1074,LineaA,205,252.79855517555936
LineaA:1059,LineaA:1076,LineaA,642,790.4244728957121
LineaA:1059,LineaB:1077,LineaA,11,14.14933399869917
LineaA:1059,LineaB:1078,LineaA,5,6.403672048567783
LineaA:1059,LineaB:1079,LineaA,3,3.727730062448659
LineaA:1059,LineaB:1080,LineaA,3,3.637588788550251
LineaA:1059,LineaB:1081,LineaA,13,16.541183451175282
LineaA:1059,LineaB:1082,LineaA,13,15.959008645532851
LineaA:1059,LineaB:1083,LineaA,31,39.09104319011258
LineaA:1059,LineaB:1084,LineaA,24,30.26956186796234
LineaA:1059,LineaB:1085,LineaA,30,37.81794174866137
LineaA:1059,LineaB:1086,LineaA,31,38.632580328239996
LineaA:1059,LineaB:1088,LineaA,29,36.18652170675774
LineaA:1059,LineaB:1089,LineaA,47,58.51599265477399
LineaA:1059,LineaB:1090,LineaA,49,60.94176607099458
LineaA:1059,LineaB:1092,LineaA,33,40.580482766697244
LineaA:1059,LineaC:1094,LineaA,336,425.7224472635579
LineaA:1059,LineaC:1095,LineaA,22,27.464971826638305
LineaA:1059,LineaC:1097,LineaA,23,28.29549044718617
LineaA:1059,LineaC:1098,LineaA,272,336.59278502904436
LineaA:1059,LineaC:1100,LineaA,79,97.91937457989158
LineaA:1059,LineaC:1101,LineaA,75,92.43007982390203
LineaA:1059,LineaD:1103,LineaA,27,33.94609871884729
LineaA:1059,LineaD:1104,LineaA,50,62.09399574785542
LineaA:1059,LineaD:1105,LineaA,10,12.43399672429371
LineaA:1059,LineaD:1106,LineaA,22,27.415980384992146
LineaA:1059,LineaD:1107,LineaA,21,26.013230621478392
LineaA:1059,LineaD:1108,LineaA,39,48.63245775768334
LineaA:1059,LineaD:1109,LineaA,62,77.52384487372241
LineaA:1059,LineaD:1110,LineaA,31,38.76266963573396
LineaA:1059,LineaD:1111,LineaA,48,60.335619615406806
LineaA:1059,LineaD:1112,LineaA,15,18.644064557726953
LineaA:1059,LineaD:1114,LineaA,60,74.56355111131046
LineaA:1059,LineaD:1115,LineaA,90,112.06575074781463
LineaA:1059,LineaD:1116,LineaA,93,115.3145053603216
LineaA:1059,LineaD:1117,LineaA,63,78.90778927180769
LineaA:1059,LineaE:1119,LineaA,544,670.8608455763699
LineaA:1059,LineaE:1120,LineaA,39,48.29228920467659
LineaA:1059,LineaE:1121,LineaA,106,131.84669715736212
LineaA:1059,LineaE:1122,LineaA,23,28.718496792756127
LineaA:1059,LineaE:1123,LineaA,20,25.63247498959428
LineaA:1059,LineaE:1124,LineaA,3,3.7207875016877896
LineaA:1059,LineaE:1126,LineaA,10,12.530992978839798
LineaA:1059,LineaE:1127,LineaA,23,29.38478722822129
LineaA:1059,LineaE:1128,LineaA,12,15.183570567584091
LineaA:1059,LineaE:1129,LineaA,14,17.54412131107786
LineaA:1059,LineaE:1130,LineaA,14,17.478053286280712
LineaA:1059,LineaE:1131,LineaA,8,10.056545336164293
LineaA:1059,LineaE:1132,LineaA,21,26.33628045448194
LineaA:1059,LineaE:1133,LineaA,3,3.7763592674166757
LineaA:1059,LineaE:1164,LineaA,165,205.4954318777506
LineaA:1059,LineaE:1165,LineaA,111,136.76152906652544
LineaA:1059,LineaE:1166,LineaA,98,122.24548651238032
LineaA:1059,LineaH:1134,LineaA,36,45.34628387129777
LineaA:1059,LineaH:1135,LineaA,28,34.9967328223629
LineaA:1059,LineaH:1136,LineaA,31,38.99523617630873
LineaA:1059,LineaH:1137,LineaA,22,27.63312315225377
LineaA:1059,LineaH:1138,LineaA,23,28.96527949017067
LineaA:1059,LineaH:1139,LineaA,37,46.20479563170761
LineaA:1059,LineaH:1140,LineaA,409,509.98282423985535
LineaA:1059,LineaH:1141,LineaA,59,73.97360225292185
LineaA:1059,LineaH:1160,LineaA,91,114.22988688951112
LineaA:1059,LineaH:1161,LineaA,94,117.3885667280892
LineaA:1059,LineaH:1162,LineaA,114,142.38160081917803
LineaA:1059,LineaH:1163,LineaA,30,37.38866986402139
LineaA:1060,LineaA:1059,LineaA,258,321.5349451954785
LineaA:1060,LineaA:1061,LineaA,204,254.61502653345607
LineaA:1060,LineaA:1062,LineaA,133,167.55985518360345
LineaA:1060,LineaA:1063,LineaA,339,423.2989461356859
LineaA:1060,LineaA:1064,LineaA,503,627.106648972648
LineaA:1060,LineaA:1065,LineaA,432,537.7959905926053
LineaA:1060,LineaA:1066,LineaA,525,653.7875091163938
LineaA:1060,LineaA:1067,LineaA,374,467.6944259294134
LineaA:1060,LineaA:1069,LineaA,487,605.8819676559973
LineaA:1060,LineaA:1070,LineaA,154,190.7012351593215
LineaA:1060,LineaA:1071,LineaA,1190,1476.1464018269826
LineaA:1060,LineaA:1072,LineaA,651,805.38351415857
LineaA:1060,LineaA:1074,LineaA,538,663.9809686514366
LineaA:1060,LineaA:1076,LineaA,1534,1889.155591698192
LineaA:1060,LineaB:1077,LineaA,22,27.598478434787705
LineaA:1060,LineaB:1078,LineaA,4,4.986801159613934
LineaA:1060,LineaB:1079,LineaA,9,11.20928443489015
LineaA:1060,LineaB:1080,LineaA,9,11.39478451941592
LineaA:1060,LineaB:1081,LineaA,34,42.49416044311404
LineaA:1060,LineaB:1082,LineaA,27,33.71202640790614
LineaA:1060,LineaB:1083,LineaA,51,63.45548803587844
LineaA:1060,LineaB:1084,LineaA,44,54.759178263764966
LineaA:1060,LineaB:1085,LineaA,122,152.39203126808655
LineaA:1060,LineaB:1086,LineaA,100,125.08622539592581
LineaA:1060,LineaB:1088,LineaA,98,121.81032837062021
LineaA:1060,LineaB:1089,LineaA,146,181.3767766067432
LineaA:1060,LineaB:1090,LineaA,120,148.1671441400051
LineaA:1060,LineaB:1092,LineaA,118,145.52592334298404
LineaA:1060,LineaC:1094,LineaA,1427,1793.1622763144742
LineaA:1060,LineaC:1095,LineaA,87,107.96913791878768
LineaA:1060,LineaC:1097,LineaA,68,84.00198853524505
LineaA:1060,LineaC:1098,LineaA,652,807.0943183603239
LineaA:1060,LineaC:1100,LineaA,194,239.95252459104222
LineaA:1060,LineaC:1101,LineaA,173,213.48153284383903
LineaA:1060,LineaD:1103,LineaA,67,83.4414823997436
LineaA:1060,LineaD:1104,LineaA,75,94.25332145904186
LineaA:1060,LineaD:1105,LineaA,40,49.481526074544625
LineaA:1060,LineaD:1106,LineaA,49,60.648064711101576
LineaA:1060,LineaD:1107,LineaA,33,41.253403857803214
LineaA:1060,LineaD:1108,LineaA,90,111.79666005074874
LineaA:1060,LineaD:1109,LineaA,104,129.33108323071102
LineaA:1060,LineaD:1110,LineaA,82,102.25440787314494
LineaA:1060,LineaD:1111,LineaA,130,161.36646481719308
LineaA:1060,LineaD:1112,LineaA,51,63.612027855099
LineaA:1060,LineaD:1114,LineaA,212,263.6305151437515
LineaA:1060,LineaD:1115,LineaA,250,309.97502169098374
LineaA:1060,LineaD:1116,LineaA,267,330.66807849064406
LineaA:1060,LineaD:1117,LineaA,177,219.84805459084586
LineaA:1060,LineaE:1119,LineaA,1375,1696.037079779532
LineaA:1060,LineaE:1120,LineaA,118,146.2378273473856
LineaA:1060,LineaE:1121,LineaA,263,326.61844789133426
LineaA:1060,LineaE:1122,LineaA,71,88.30996546697554
LineaA:1060,LineaE:1123,LineaA,60,75.24370700376251
LineaA:1060,LineaE:1124,LineaA,23,28.910822694515886
LineaA:1060,LineaE:1126,LineaA,21,26.178156327519357
LineaA:1060,LineaE:1127,LineaA,29,36.31448677782235
LineaA:1060,LineaE:1128,LineaA,30,37.766003516412724
LineaA:1060,LineaE:1129,LineaA,50,62.22759122427062
LineaA:1060,LineaE:1130,LineaA,18,22.785257287647912
LineaA:1060,LineaE:1131,LineaA,6,7.578905297654813
LineaA:1060,LineaE:1132,LineaA,13,16.16376641220096
LineaA:1060,LineaE:1133,LineaA,18,22.69790269150672
LineaA:1060,LineaE:1164,LineaA,500,622.3084080939556
LineaA:1060,LineaE:1165,LineaA,311,384.10208520179106
LineaA:1060,LineaE:1166,LineaA,310,385.37667454772054
LineaA:1060,LineaH:1134,LineaA,101,126.57527377240555
LineaA:1060,LineaH:1135,LineaA,116,144.11298261067205
LineaA:1060,LineaH:1136,LineaA,134,167.2498466552443
LineaA:1060,LineaH:1137,LineaA,59,73.5039031823578
LineaA:1060,LineaH:1138,LineaA,54,68.01105162656577
LineaA:1060,LineaH:1139,LineaA,97,121.48387278153103
LineaA:1060,LineaH:1140,LineaA,1214,1514.0106456739406
LineaA:1060,LineaH:1141,LineaA,242,302.0579442328969
LineaA:1060,LineaH:1160,LineaA,313,388.4679743876181
LineaA:1060,LineaH:1161,LineaA,350,434.28119169357603
LineaA:1060,LineaH:1162,LineaA,337,417.9239884672626
LineaA:1060,LineaH:1163,LineaA,105,130.65178175158044
LineaA:1061,LineaA:1059,LineaA,98,123.62315421056215
LineaA:1061,LineaA:1060,LineaA,125,157.63642954112825
LineaA:1061,LineaA:1062,LineaA,64,80.74529232428962
LineaA:1061,LineaA:1063,LineaA,187,236.51226883264107
LineaA:1061,LineaA:1064,LineaA,307,386.53764633896776
LineaA:1061,LineaA:1065,LineaA,256,322.6096828694851
LineaA:1061,LineaA:1066,LineaA,225,282.55576336747436
LineaA:1061,LineaA:1067,LineaA,158,198.65022186679954
LineaA:1061,LineaA:1069,LineaA,153,191.37674425619417
LineaA:1061,LineaA:1070,LineaA,48,59.96528909511419
LineaA:1061,LineaA:1071,LineaA,412,512.0076577560046
LineaA:1061,LineaA:1072,LineaA,230,286.2492605330983
LineaA:1061,LineaA:1074,LineaA,223,274.48831972854646
LineaA:1061,LineaA:1076,LineaA,633,779.6809276794938
LineaA:1061,LineaB:1077,LineaA,19,24.067967763397434
LineaA:1061,LineaB:1078,LineaA,5,6.4367065217668635
LineaA:1061,LineaB:1079,LineaA,1,1.252369627408403
LineaA:1061,LineaB:1080,LineaA,4,5.106696947807365
LineaA:1061,LineaB:1081,LineaA,10,12.503492263937721
LineaA:1061,LineaB:1082,LineaA,8,9.928290090956999
LineaA:1061,LineaB:1083,LineaA,29,36.34500177539441
LineaA:1061,LineaB:1084,LineaA,8,9.9393429454965
LineaA:1061,LineaB:1085,LineaA,41,51.96440276877614
LineaA:1061,LineaB:1086,LineaA,24,30.32694871101451
LineaA:1061,LineaB:1088,LineaA,16,19.955238568297382
LineaA:1061,LineaB:1089,LineaA,35,43.52976808060352
LineaA:1061,LineaB:1090,LineaA,41,50.8963433790436
LineaA:1061,LineaB:1092,LineaA,34,41.9645287218464
LineaA:1061,LineaC:1094,LineaA,253,321.687911810712
LineaA:1061,LineaC:1095,LineaA,20,25.206441995976455
LineaA:1061,LineaC:1097,LineaA,22,27.570964969697318
LineaA:1061,LineaC:1098,LineaA,211,261.8005470267539
LineaA:1061,LineaC:1100,LineaA,57,70.70079050508916
LineaA:1061,LineaC:1101,LineaA,62,76.6024988989933
LineaA:1061,LineaD:1103,LineaA,30,37.74385901277519
LineaA:1061,LineaD:1104,LineaA,32,39.894888007983
LineaA:1061,LineaD:1105,LineaA,15,18.56283368175613
LineaA:1061,LineaD:1106,LineaA,20,25.278863598121617
LineaA:1061,LineaD:1107,LineaA,21,27.083732533033963
LineaA:1061,LineaD:1108,LineaA,30,37.65953655702164
LineaA:1061,LineaD:1109,LineaA,45,56.270646475886466
LineaA:1061,LineaD:1110,LineaA,24,30.325018924388523
LineaA:1061,LineaD:1111,LineaA,48,60.62587891314234
LineaA:1061,LineaD:1112,LineaA,16,20.00945788695282
LineaA:1061,LineaD:1114,LineaA,59,73.58367443561107
LineaA:1061,LineaD:1115,LineaA,78,97.20384714618616
LineaA:1061,LineaD:1116,LineaA,98,121.31658353041914
LineaA:1061,LineaD:1117,LineaA,44,55.0610466030358
LineaA:1061,LineaE:1119,LineaA,560,690.9860674451389
LineaA:1061,LineaE:1120,LineaA,25,30.951370581252647
LineaA:1061,LineaE:1121,LineaA,108,134.44824215052756
LineaA:1061,LineaE:1122,LineaA,22,27.300846621016962
LineaA:1061,LineaE:1123,LineaA,16,20.48529572695563
LineaA:1061,LineaE:1124,LineaA,8,10.306327157040577
LineaA:1061,LineaE:1126,LineaA,4,5.0333135814572785
LineaA:1061,LineaE:1127,LineaA,9,11.597234587484518
LineaA:1061,LineaE:1128,LineaA,17,21.53177958961666
LineaA:1061,LineaE:1129,LineaA,12,15.319169094422744
LineaA:1061,LineaE:1130,LineaA,4,5.291431212630684
LineaA:1061,LineaE:1131,LineaA,16,20.355347712207937
LineaA:1061,LineaE:1132,LineaA,15,19.37513453585098
LineaA:1061,LineaE:1133,LineaA,6,7.607184036002741
LineaA:1061,LineaE:1164,LineaA,148,184.2683554998283
LineaA:1061,LineaE:1165,LineaA,109,134.34619523179734
LineaA:1061,LineaE:1166,LineaA,87,107.24021183700486
LineaA:1061,LineaH:1134,LineaA,27,33.943015433440564
LineaA:1061,LineaH:1135,LineaA,31,38.48893578217446
LineaA:1061,LineaH:1136,LineaA,37,46.24568917060161
LineaA:1061,LineaH:1137,LineaA,18,22.705419946745657
LineaA:1061,LineaH:1138,LineaA,20,25.26437570093103
LineaA:1061,LineaH:1139,LineaA,30,38.00950547529207
LineaA:1061,LineaH:1140,LineaA,240,300.1775434215706
LineaA:1061,LineaH:1141,LineaA,62,77.49539831177374
LineaA:1061,LineaH:1160,LineaA,89,111.16781258254005
LineaA:1061,LineaH:1161,LineaA,122,152.19359638755978
LineaA:1061,LineaH:1162,LineaA,118,147.22415775232
LineaA:1061,LineaH:1163,LineaA,35,43.56342603782619
LineaA:1062,LineaA:1059,LineaA,123,155.89141931899343
LineaA:1062,LineaA:1060,LineaA,102,130.05013007188933
LineaA:1062,LineaA:1061,LineaA,45,56.999382920163356
LineaA:1062,LineaA:1063,LineaA,53,66.87702813761341
LineaA:1062,LineaA:1064,LineaA,169,212.5190750741646
LineaA:1062,LineaA:1065,LineaA,168,210.9553724049921
LineaA:1062,LineaA:1066,LineaA,163,205.80581106239327
LineaA:1062,LineaA:1067,LineaA,104,132.32939054647787
LineaA:1062,LineaA:1069,LineaA,92,114.88052074678707
LineaA:1062,LineaA:1070,LineaA,23,28.964157131225296
LineaA:1062,LineaA:1071,LineaA,229,285.85348559812127
LineaA:1062,LineaA:1072,LineaA,135,167.27824130100194
LineaA:1062,LineaA:1074,LineaA,107,132.24455571073116
LineaA:1062,LineaA:1076,LineaA,307,377.4033626174223
LineaA:1062,LineaB:1077,LineaA,23,29.436680248435437
LineaA:1062,LineaB:1078,LineaA,2,2.55546561518094
LineaA:1062,LineaB:1079,LineaA,3,3.6960779605792182
LineaA:1062,LineaB:1080,LineaA,3,3.7287095881585275
LineaA:1062,LineaB:1081,LineaA,8,10.311659506589242
LineaA:1062,LineaB:1082,LineaA,6,7.903061295381237
LineaA:1062,LineaB:1083,LineaA,16,19.93208486489285
LineaA:1062,LineaB:1084,LineaA,13,16.173389828113457
LineaA:1062,LineaB:1085,LineaA,17,21.37103268223262
LineaA:1062,LineaB:1086,LineaA,15,19.0001496080359
LineaA:1062,LineaB:1088,LineaA,14,17.646063731491157
LineaA:1062,LineaB:1089,LineaA,32,40.279110349453745
LineaA:1062,LineaB:1090,LineaA,18,22.20685297079837
LineaA:1062,LineaB:1092,LineaA,19,23.396101568140757
LineaA:1062,LineaC:1094,LineaA,141,178.94880390939198
LineaA:1062,LineaC:1095,LineaA,14,17.578949720940123
LineaA:1062,LineaC:1097,LineaA,18,22.294104637394184
LineaA:1062,LineaC:1098,LineaA,135,167.2397216865709
LineaA:1062,LineaC:1100,LineaA,27,33.46977182302245
LineaA:1062,LineaC:1101,LineaA,34,41.913870561487236
LineaA:1062,LineaD:1103,LineaA,45,56.57028404435836
LineaA:1062,LineaD:1104,LineaA,40,50.23234499810317
LineaA:1062,LineaD:1105,LineaA,15,18.653458504334026
LineaA:1062,LineaD:1106,LineaA,18,22.572785523153033
LineaA:1062,LineaD:1107,LineaA,16,20.229097789479955
LineaA:1062,LineaD:1108,LineaA,29,36.5395874571576
LineaA:1062,LineaD:1109,LineaA,31,38.899863429019334
LineaA:1062,LineaD:1110,LineaA,24,30.54971036613059
LineaA:1062,LineaD:1111,LineaA,38,47.97301680806242
LineaA:1062,LineaD:1112,LineaA,12,15.154210475860609
LineaA:1062,LineaD:1114,LineaA,40,50.22698639021311
LineaA:1062,LineaD:1115,LineaA,58,72.50208113443556
LineaA:1062,LineaD:1116,LineaA,73,90.92185491433551
LineaA:1062,LineaD:1117,LineaA,27,33.944301043482795
LineaA:1062,LineaE:1119,LineaA,306,376.0940376134765
LineaA:1062,LineaE:1120,LineaA,13,16.41439542558283
LineaA:1062,LineaE:1121,LineaA,52,64.7543675174035
LineaA:1062,LineaE:1122,LineaA,5,6.443087081302359
LineaA:1062,LineaE:1123,LineaA,7,8.964193991048095
LineaA:1062,LineaE:1124,LineaA,2,2.519479380786837
LineaA:1062,LineaE:1126,LineaA,6,7.59554561260655
LineaA:1062,LineaE:1127,LineaA,7,8.86668064305841
LineaA:1062,LineaE:1128,LineaA,7,8.95612275001423
LineaA:1062,LineaE:1129,LineaA,10,12.725191634983169
LineaA:1062,LineaE:1130,LineaA,9,11.216240480638556
LineaA:1062,LineaE:1131,LineaA,2,2.774721723230635
LineaA:1062,LineaE:1132,LineaA,4,5.002128772936642
LineaA:1062,LineaE:1133,LineaA,6,7.5598612345859415
LineaA:1062,LineaE:1164,LineaA,92,115.51464116235456
LineaA:1062,LineaE:1165,LineaA,59,73.19423492807192
LineaA:1062,LineaE:1166,LineaA,50,62.077907890518546
LineaA:1062,LineaH:1134,LineaA,11,13.884968063566111
LineaA:1062,LineaH:1135,LineaA,18,22.879864831123268
LineaA:1062,LineaH:1136,LineaA,18,22.659075398084585
LineaA:1062,LineaH:1137,LineaA,14,17.75084482634707
LineaA:1062,LineaH:1138,LineaA,16,19.910668234844117
LineaA:1062,LineaH:1139,LineaA,15,19.327329586560023
LineaA:1062,LineaH:1140,LineaA,91,114.61238797068607
LineaA:1062,LineaH:1141,LineaA,39,48.74199664351997
LineaA:1062,LineaH:1160,LineaA,51,63.51750604827324
LineaA:1062,LineaH:1161,LineaA,84,105.47372982009084
LineaA:1062,LineaH:1162,LineaA,68,85.48820470924683
LineaA:1062,LineaH:1163,LineaA,17,21.018826972689006
LineaA:1063,LineaA:1059,LineaA,195,245.8710490237158
LineaA:1063,LineaA:1060,LineaA,235,296.55880644473814
LineaA:1063,LineaA:1061,LineaA,190,241.88206433177905
LineaA:1063,LineaA:1062,LineaA,71,90.59230542865583
LineaA:1063,LineaA:1064,LineaA,102,128.20052009458973
LineaA:1063,LineaA:1065,LineaA,316,397.3671648305022
LineaA:1063,LineaA:1066,LineaA,339,426.999558112183
LineaA:1063,LineaA:1067,LineaA,219,276.26718686713417
LineaA:1063,LineaA:1069,LineaA,168,210.4977664132412
LineaA:1063,LineaA:1070,LineaA,59,74.36873295038268
LineaA:1063,LineaA:1071,LineaA,478,596.1493310450151
LineaA:1063,LineaA:1072,LineaA,265,328.4834741002866
LineaA:1063,LineaA:1074,LineaA,219,270.0160191015575
LineaA:1063,LineaA:1076,LineaA,694,856.0506310748145
LineaA:1063,LineaB:1077,LineaA,33,41.033345998271315
LineaA:1063,LineaB:1078,LineaA,5,6.209641704127285
LineaA:1063,LineaB:1079,LineaA,9,11.173030979850946
LineaA:1063,LineaB:1080,LineaA,6,7.618605197575947
LineaA:1063,LineaB:1081,LineaA,14,17.51223666905691
LineaA:1063,LineaB:1082,LineaA,9,11.174502128969538
LineaA:1063,LineaB:1083,LineaA,20,24.860132321582828
LineaA:1063,LineaB:1084,LineaA,15,18.758883974149693
LineaA:1063,LineaB:1085,LineaA,60,75.47757978718272
LineaA:1063,LineaB:1086,LineaA,33,41.24897526900955
LineaA:1063,LineaB:1088,LineaA,34,43.05285983111768
LineaA:1063,LineaB:1089,LineaA,49,61.19543123345033
LineaA:1063,LineaB:1090,LineaA,55,69.27655875948922
LineaA:1063,LineaB:1092,LineaA,30,37.1949943574618
LineaA:1063,LineaC:1094,LineaA,334,422.37824521823256
LineaA:1063,LineaC:1095,LineaA,36,44.589487282880654
LineaA:1063,LineaC:1097,LineaA,15,18.71919956696152
LineaA:1063,LineaC:1098,LineaA,261,323.66192090890695
LineaA:1063,LineaC:1100,LineaA,66,81.78932053714125
LineaA:1063,LineaC:1101,LineaA,81,99.77918805187902
LineaA:1063,LineaD:1103,LineaA,68,85.59607811037638
LineaA:1063,LineaD:1104,LineaA,61,75.82324365636019
LineaA:1063,LineaD:1105,LineaA,25,31.958700686416535
LineaA:1063,LineaD:1106,LineaA,34,42.443645543784534
LineaA:1063,LineaD:1107,LineaA,24,29.907078851042154
LineaA:1063,LineaD:1108,LineaA,51,63.71923343264735
LineaA:1063,LineaD:1109,LineaA,53,66.84862674075157
LineaA:1063,LineaD:1110,LineaA,36,45.91294055352537
LineaA:1063,LineaD:1111,LineaA,66,83.11221763382999
LineaA:1063,LineaD:1112,LineaA,23,29.030828069309774
LineaA:1063,LineaD:1114,LineaA,54,67.50360179394808
LineaA:1063,LineaD:1115,LineaA,76,94.86510420104112
LineaA:1063,LineaD:1116,LineaA,114,141.64789060379056
LineaA:1063,LineaD:1117,LineaA,67,84.43404322043314
LineaA:1063,LineaE:1119,LineaA,601,742.1834761040379
LineaA:1063,LineaE:1120,LineaA,40,49.394194004535265
LineaA:1063,LineaE:1121,LineaA,109,136.01469758475776
LineaA:1063,LineaE:1122,LineaA,22,27.93395817706376
LineaA:1063,LineaE:1123,LineaA,21,26.712798266145104
LineaA:1063,LineaE:1124,LineaA,6,7.499053447459353
LineaA:1063,LineaE:1126,LineaA,13,16.941579059958883
LineaA:1063,LineaE:1127,LineaA,21,26.389654687827203
LineaA:1063,LineaE:1128,LineaA,15,19.05333610863347
LineaA:1063,LineaE:1129,LineaA,13,16.461405840827602
LineaA:1063,LineaE:1130,LineaA,19,24.151677553727243
LineaA:1063,LineaE:1131,LineaA,13,16.45174493005935
LineaA:1063,LineaE:1132,LineaA,9,11.510227233518915
LineaA:1063,LineaE:1133,LineaA,5,6.560952547699611
LineaA:1063,LineaE:1164,LineaA,207,257.85088269204005
LineaA:1063,LineaE:1165,LineaA,151,185.95311349029564
LineaA:1063,LineaE:1166,LineaA,111,137.6653931192066
LineaA:1063,LineaH:1134,LineaA,38,47.85095050029234
LineaA:1063,LineaH:1135,LineaA,48,59.76705672071359
LineaA:1063,LineaH:1136,LineaA,58,72.34653497423142
LineaA:1063,LineaH:1137,LineaA,26,33.08440038232137
LineaA:1063,LineaH:1138,LineaA,41,51.88153307086797
LineaA:1063,LineaH:1139,LineaA,27,34.76588014814226
LineaA:1063,LineaH:1140,LineaA,354,443.14966176022597
LineaA:1063,LineaH:1141,LineaA,68,85.27878201212692
LineaA:1063,LineaH:1160,LineaA,104,130.28407642978004
LineaA:1063,LineaH:1161,LineaA,146,183.04088466335529
LineaA:1063,LineaH:1162,LineaA,119,148.96288509120882
LineaA:1063,LineaH:1163,LineaA,55,68.5193435803291
LineaA:1064,LineaA:1059,LineaA,339,431.10067101549714
LineaA:1064,LineaA:1060,LineaA,347,439.2374257251225
LineaA:1064,LineaA:1061,LineaA,278,353.40531594434515
LineaA:1064,LineaA:1062,LineaA,162,205.81012727885303
LineaA:1064,LineaA:1063,LineaA,81,102.44690521511292
LineaA:1064,LineaA:1065,LineaA,110,139.7346080693371
LineaA:1064,LineaA:1066,LineaA,282,358.01161138592215
LineaA:1064,LineaA:1067,LineaA,270,341.91791056696354
LineaA:1064,LineaA:1069,LineaA,198,248.71347058587375
LineaA:1064,LineaA:1070,LineaA,61,76.32660873943014
LineaA:1064,LineaA:1071,LineaA,561,702.2254850525424
LineaA:1064,LineaA:1072,LineaA,287,358.72238099084035
LineaA:1064,LineaA:1074,LineaA,244,301.9431796805448
LineaA:1064,LineaA:1076,LineaA,675,834.9279944467527
LineaA:1064,LineaB:1077,LineaA,35,44.80520442138101
LineaA:1064,LineaB:1078,LineaA,7,9.03299069203874
LineaA:1064,LineaB:1079,LineaA,10,12.82280208251941
LineaA:1064,LineaB:1080,LineaA,6,7.76259630637747
LineaA:1064,LineaB:1081,LineaA,11,13.79581857551753
LineaA:1064,LineaB:1082,LineaA,13,16.405373258495057
LineaA:1064,LineaB:1083,LineaA,17,21.920242166570205
LineaA:1064,LineaB:1084,LineaA,16,20.271789700545806
LineaA:1064,LineaB:1085,LineaA,44,55.75925803198109
LineaA:1064,LineaB:1086,LineaA,36,45.27092508718159
LineaA:1064,LineaB:1088,LineaA,33,41.049759553241856
LineaA:1064,LineaB:1089,LineaA,60,75.56737387618276
LineaA:1064,LineaB:1090,LineaA,55,68.4421289988355
LineaA:1064,LineaB:1092,LineaA,43,53.3873438799322
LineaA:1064,LineaC:1094,LineaA,452,574.8444521418112
LineaA:1064,LineaC:1095,LineaA,47,59.067894379320094
LineaA:1064,LineaC:1097,LineaA,25,31.15983996541706
LineaA:1064,LineaC:1098,LineaA,307,385.11019741973115
LineaA:1064,LineaC:1100,LineaA,76,94.3623146458001
LineaA:1064,LineaC:1101,LineaA,53,65.55362257277855
LineaA:1064,LineaD:1103,LineaA,66,84.48419440688409
LineaA:1064,LineaD:1104,LineaA,64,79.99490818516834
LineaA:1064,LineaD:1105,LineaA,27,33.92697086499344
LineaA:1064,LineaD:1106,LineaA,14,17.77134030473401
LineaA:1064,LineaD:1107,LineaA,19,24.503443383175185
LineaA:1064,LineaD:1108,LineaA,36,45.508438714907356
LineaA:1064,LineaD:1109,LineaA,35,43.86442792439406
LineaA:1064,LineaD:1110,LineaA,33,41.869214928760464
LineaA:1064,LineaD:1111,LineaA,58,73.10876981639514
LineaA:1064,LineaD:1112,LineaA,25,31.553812093924584
LineaA:1064,LineaD:1114,LineaA,51,63.84043795684265
LineaA:1064,LineaD:1115,LineaA,85,106.09938366654383
LineaA:1064,LineaD:1116,LineaA,95,119.2364341390347
LineaA:1064,LineaD:1117,LineaA,92,116.0415258516995
LineaA:1064,LineaE:1119,LineaA,605,749.3789452048225
LineaA:1064,LineaE:1120,LineaA,43,53.564686905364994
LineaA:1064,LineaE:1121,LineaA,131,163.84550848095947
LineaA:1064,LineaE:1122,LineaA,22,28.21895670270544
LineaA:1064,LineaE:1123,LineaA,26,33.047442498803974
LineaA:1064,LineaE:1124,LineaA,15,19.148979678811834
LineaA:1064,LineaE:1126,LineaA,18,22.914127124165834
LineaA:1064,LineaE:1127,LineaA,6,7.617975577583809
LineaA:1064,LineaE:1128,LineaA,11,14.028322062908167
LineaA:1064,LineaE:1129,LineaA,17,21.910099950352215
LineaA:1064,LineaE:1130,LineaA,22,27.950874544139715
LineaA:1064,LineaE:1131,LineaA,11,13.711485714085969
LineaA:1064,LineaE:1132,LineaA,24,30.139814488547238
LineaA:1064,LineaE:1133,LineaA,13,16.54592182145386
LineaA:1064,LineaE:1164,LineaA,149,187.3792581087862
LineaA:1064,LineaE:1165,LineaA,119,147.46800890280477
LineaA:1064,LineaE:1166,LineaA,125,156.30800658702188
