linea,periodo,sentido_hacia,orden_llegada,nodo,estacion_sbase,suben,bajan,carga_saliente,direction_id,carga_predicha,comparable,dif
LineaA,HPT,PMayo,12,LineaA:1065,RJaneiro,425.9790351977487,217.44098100163015,4511.0772222080695,1.0,4607.0,True,95.92277779193046
LineaA,HPT,PMayo,13,LineaA:1064,Acoyte,609.0,301.9734200921292,4302.539168011951,1.0,4376.0,True,73.460831988049
LineaA,HPT,PMayo,14,LineaA:1063,PJunta,598.564715399367,121.77173735500546,3995.512588104081,1.0,3991.0,True,-4.512588104080805
LineaA,HPT,PMayo,15,LineaA:1062,Puan,381.0,141.30077015631704,3518.719610059719,1.0,3472.0,True,-46.71961005971889
LineaA,HPT,PMayo,16,LineaA:1061,Carabobo,596.0,96.8593988974754,3279.020380216036,1.0,3088.0,True,-191.02038021603585
LineaA,HPT,PMayo,17,LineaA:1060,Flores,715.3562302992573,6.476451185746149,2779.879779113511,1.0,2595.0,True,-184.87977911351118
LineaA,HPT,PMayo,18,LineaA:1059,SanPedrito,2071.0,0.0,2071.0,1.0,1877.0,True,-194.0
LineaA,HPT,SanPedrito,1,LineaA:1076,PMayo,2633.0,0.0,2633.0,0.0,2432.0,True,-201.0
LineaA,HPT,SanPedrito,2,LineaA:1075,Peru,2157.0,188.32994738375078,4601.670052616249,0.0,4201.0,True,-400.67005261624945
LineaA,HPT,SanPedrito,3,LineaA:1074,Piedras,671.0,17.769164808656733,5254.900887807593,0.0,4963.0,True,-291.9008878075929
LineaA,HPT,SanPedrito,4,LineaA:1073,Lima,1779.860602822054,167.90326062869914,6866.8582300009475,0.0,7035.0,True,168.14176999905249
LineaA,HPT,SanPedrito,5,LineaA:1072,SnzPena,664.0,130.86574483278534,7399.992485168163,0.0,7518.0,True,118.0075148318374
LineaA,HPT,SanPedrito,6,LineaA:1071,Congreso,974.0,293.6588289430639,8080.333656225099,0.0,8691.0,True,610.6663437749012
LineaA,HPT,SanPedrito,7,LineaA:1070,Pasco,0.0,0.0,8080.333656225099,0.0,0.0,False,-8080.333656225099
LineaA,HPT,SanPedrito,8,LineaA:1069,Alberti,542.3585784500515,332.32659958911063,8290.36563508604,0.0,8888.0,True,597.6343649139599
LineaA,HPT,SanPedrito,9,LineaA:1068,Miserere,1521.0,1067.0851077198595,8744.28052736618,0.0,9760.0,True,1015.7194726338203
LineaA,HPT,SanPedrito,10,LineaA:1067,Loria,182.4929570490345,457.64535212992865,8469.128132285286,0.0,9460.0,True,990.8718677147135
LineaA,HPT,SanPedrito,11,LineaA:1066,CBarros,280.2674655344136,587.5870747803044,8161.808523039396,0.0,9117.0,True,955.1914769606037
LineaA,HPT,SanPedrito,12,LineaA:1065,RJaneiro,228.8974023540752,841.1537722023107,7549.552153191161,0.0,8450.0,True,900.4478468088391
LineaA,HPT,SanPedrito,13,LineaA:1064,Acoyte,235.0,1331.7521414487992,6452.800011742362,0.0,7339.0,True,886.1999882576383
LineaA,HPT,SanPedrito,14,LineaA:1063,PJunta,146.615432302345,1312.9363653605578,5286.479078684149,0.0,6085.0,True,798.5209213158514
LineaA,HPT,SanPedrito,15,LineaA:1062,Puan,48.0,531.2045058587908,4803.274572825358,0.0,5390.0,True,586.7254271746424
LineaA,HPT,SanPedrito,16,LineaA:1061,Carabobo,95.0,965.1462148701972,3933.1283579551605,0.0,4193.0,True,259.8716420448395
LineaA,HPT,SanPedrito,17,LineaA:1060,Flores,11.85062150420067,1328.199859421618,2616.7791200377433,0.0,2788.0,True,171.22087996225673
LineaA,HPT,SanPedrito,18,LineaA:1059,SanPedrito,0.0,2616.779120037744,0.0,0.0,0.0,False,0.0
LineaB,HPT,Alem,1,LineaB:1093,Alem,0.0,1742.7788053707318,-5.4569682106375694e-12,1.0,0.0,False,5.4569682106375694e-12
LineaB,HPT,Alem,2,LineaB:1092,Florida,50.62384364884062,625.1576889276286,1742.7788053707263,1.0,1826.0,True,83.22119462927367
LineaB,HPT,Alem,3,LineaB:1091,Pellegrini,160.1224997450861,3212.114199840567,2317.312650649514,1.0,2120.0,True,-197.31265064951413
LineaB,HPT,Alem,4,LineaB:1090,Uruguay,177.9558660798258,484.5905331898872,5369.304350744995,1.0,4893.0,True,-476.30435074499474
LineaB,HPT,Alem,5,LineaB:1089,CallaoB,272.0,782.2250750988812,5675.939017855057,1.0,5166.0,True,-509.9390178550566
LineaB,HPT,Alem,6,LineaB:1088,Pasteur,284.0,399.64793695584177,6186.164092953938,1.0,5635.0,True,-551.164092953938
LineaB,HPT,Alem,7,LineaB:1087,Pueyr,672.0,2014.4825435660375,6301.81202990978,1.0,5712.0,True,-589.81202990978
LineaB,HPT,Alem,8,LineaB:1086,Gardel,720.0,391.51345172379257,7644.294573475819,1.0,7202.0,True,-442.29457347581865
LineaB,HPT,Alem,9,LineaB:1085,Medrano,861.0,350.24359974043017,7315.808025199612,1.0,6787.0,True,-528.8080251996116
LineaB,HPT,Alem,10,LineaB:1083,Gallardo,772.0,258.3299901403323,6805.051624940042,1.0,6260.0,True,-545.0516249400416
LineaB,HPT,Alem,11,LineaB:1084,Malabia,1060.0,305.40345501034847,6291.381615080374,1.0,5736.0,True,-555.3816150803741
LineaB,HPT,Alem,12,LineaB:1082,Dorrego,931.6245483736385,69.28097121806417,5536.785070090723,1.0,4861.0,True,-675.7850700907229
LineaB,HPT,Alem,13,LineaB:1081,Lacroze,1238.835234991092,71.25640371308579,4674.441492935149,1.0,4002.0,True,-672.4414929351487
LineaB,HPT,Alem,14,LineaB:1080,Tronador,727.1995920634912,33.274099126399534,3506.862661657143,1.0,2825.0,True,-681.8626616571428
LineaB,HPT,Alem,15,LineaB:1079,LosIncas,789.9331977692451,16.43723001703034,2812.937168720051,1.0,2384.0,True,-428.937168720051
LineaB,HPT,Alem,16,LineaB:1078,Echeverria,573.5937379762759,3.6092141141975054,2039.4412009678363,1.0,1844.0,True,-195.44120096783627
LineaB,HPT,Alem,17,LineaB:1077,JMRosas,1469.456677105758,0.0,1469.456677105758,1.0,1470.0,True,0.5433228942420101
LineaB,HPT,JMRosas,1,LineaB:1093,Alem,3580.4565110177,0.0,3580.4565110177,0.0,3311.0,True,-269.4565110177
LineaB,HPT,JMRosas,2,LineaB:1092,Florida,1786.376156351159,56.21433999929444,5310.618327369564,0.0,5144.0,True,-166.6183273695642
LineaB,HPT,JMRosas,3,LineaB:1091,Pellegrini,2236.877500254914,480.76169229227406,7066.734135332204,0.0,7499.0,True,432.26586466779645
LineaB,HPT,JMRosas,4,LineaB:1090,Uruguay,1149.441794762356,160.89485731704264,8055.281072777517,0.0,8496.0,True,440.7189272224832
LineaB,HPT,JMRosas,5,LineaB:1089,CallaoB,1065.0,237.57223779081045,8882.708834986708,0.0,9511.0,True,628.2911650132919
LineaB,HPT,JMRosas,6,LineaB:1088,Pasteur,679.0,134.76649445404365,9426.942340532665,0.0,10086.0,True,659.0576594673348
LineaB,HPT,JMRosas,7,LineaB:1087,Pueyr,1984.046664371471,626.1712722984113,10784.817732605725,0.0,11487.0,True,702.1822673942752
LineaB,HPT,JMRosas,8,LineaB:1086,Gardel,519.0,802.3650235460908,10501.452709059635,0.0,11183.0,True,681.5472909403652
LineaB,HPT,JMRosas,9,LineaB:1085,Medrano,333.0,900.9844497737744,9933.46825928586,0.0,10638.0,True,704.5317407141392
LineaB,HPT,JMRosas,10,LineaB:1083,Gallardo,255.0,876.3555706275865,9312.112688658275,0.0,9840.0,True,527.8873113417249
LineaB,HPT,JMRosas,11,LineaB:1084,Malabia,358.0,1285.7058700654725,8384.406818592803,0.0,8727.0,True,342.59318140719733
LineaB,HPT,JMRosas,12,LineaB:1082,Dorrego,92.17337855471257,913.3334285876738,7563.246768559842,0.0,7872.0,True,308.75323144015783
LineaB,HPT,JMRosas,13,LineaB:1081,Lacroze,69.42017586810701,2657.379631997732,4975.287312430218,0.0,5181.0,True,205.71268756978225
LineaB,HPT,JMRosas,14,LineaB:1080,Tronador,50.80040793650883,413.21218123590114,4612.875539130826,0.0,4883.0,True,270.1244608691741
LineaB,HPT,JMRosas,15,LineaB:1079,LosIncas,43.06680223075494,746.3277711348007,3909.6145702267795,0.0,4044.0,True,134.3854297732205
LineaB,HPT,JMRosas,16,LineaB:1078,Echeverria,1.406262023724077,788.7742575251642,3122.2465747253395,0.0,3257.0,True,134.75342527466046
LineaB,HPT,JMRosas,17,LineaB:1077,JMRosas,0.0,3122.246574725335,4.547473508864641e-12,0.0,0.0,False,-4.547473508864641e-12
LineaC,HPT,Constitucion,1,LineaC:1094,Constitucion,0.0,9411.13683726056,0.0,0.0,0.0,False,0.0
LineaC,HPT,Constitucion,2,LineaC:1095,SanJuan,15.42409797535539,392.64797707308037,9411.13683726056,0.0,9242.0,True,-169.13683726055933
LineaC,HPT,Constitucion,3,LineaC:1096,Indepen,827.9622217500785,1319.8388884143221,9788.360716358284,0.0,9605.0,True,-183.36071635828375
LineaC,HPT,Constitucion,4,LineaC:1097,Mariano Moreno,217.0,197.56345103456937,10280.237383022528,0.0,9798.0,True,-482.23738302252787
LineaC,HPT,Constitucion,5,LineaC:1098,AVMayo,1901.60974901669,783.8275423993981,10260.800834057098,0.0,9744.0,True,-516.8008340570977
LineaC,HPT,Constitucion,6,LineaC:1099,DNorte,5123.230379873236,514.6047807480154,9143.018627439806,0.0,8660.0,True,-483.01862743980564
LineaC,HPT,Constitucion,7,LineaC:1100,Lavalle,845.7023425055182,37.94806818013476,4534.393028314585,0.0,3917.0,True,-617.3930283145846
LineaC,HPT,Constitucion,8,LineaC:1101,SanMartin,584.0,1.2856327530126432,3726.6387539892016,0.0,3030.0,True,-696.6387539892016
LineaC,HPT,Constitucion,9,LineaC:1102,Retiro,3143.924386742214,0.0,3143.924386742214,0.0,2344.0,True,-799.9243867422142
LineaC,HPT,Retiro,1,LineaC:1094,Constitucion,2722.802893242381,0.0,2722.802893242381,1.0,2733.0,True,10.197106757619167
LineaC,HPT,Retiro,2,LineaC:1095,SanJuan,330.2386990640321,48.88869548964798,3004.152896816765,1.0,3007.0,True,2.847103183235049
LineaC,HPT,Retiro,3,LineaC:1096,Indepen,705.0,259.10554818709807,3450.047348629667,1.0,3154.0,True,-296.0473486296669
LineaC,HPT,Retiro,4,LineaC:1097,Mariano Moreno,470.0,53.05915662534432,3866.9881920043226,1.0,3581.0,True,-285.9881920043226
LineaC,HPT,Retiro,5,LineaC:1098,AVMayo,572.6516784576506,608.7665619908112,3830.873308471162,1.0,3412.0,True,-418.8733084711621
LineaC,HPT,Retiro,6,LineaC:1099,DNorte,554.5122613091112,1813.288350886376,2572.0972188938977,1.0,1619.0,True,-953.0972188938977
LineaC,HPT,Retiro,7,LineaC:1100,Lavalle,135.2976574944818,239.41741836684847,2467.977458021531,1.0,1522.0,True,-945.9774580215312
LineaC,HPT,Retiro,8,LineaC:1101,SanMartin,54.0,137.0551071797421,2384.922350841789,1.0,1403.0,True,-981.922350841789
LineaC,HPT,Retiro,9,LineaC:1102,Retiro,0.0,2384.9223508417876,0.0,1.0,0.0,False,0.0
LineaD,HPT,Catedral,1,LineaD:1118,Catedral,0.0,1568.7102164032178,0.0,1.0,0.0,False,0.0
LineaD,HPT,Catedral,2,LineaD:1117,9 de julio,277.4597147095805,3648.8554540700925,1568.7102164032167,1.0,1181.0,True,-387.7102164032167
LineaD,HPT,Catedral,3,LineaD:1116,Tribuna,339.4342013344041,352.2919219456112,4940.105955763729,1.0,4531.0,True,-409.10595576372907
LineaD,HPT,Catedral,4,LineaD:1115,CallaoD,381.946098101621,668.3129540036189,4952.963676374937,1.0,4529.0,True,-423.96367637493677
LineaD,HPT,Catedral,5,LineaD:1114,FMedicina,264.0,344.65978216303296,5239.330532276935,1.0,4750.0,True,-489.3305322769347
LineaD,HPT,Catedral,6,LineaD:1113,Pueyrredon,717.8275124100217,2593.2551414164172,5319.990314439968,1.0,4914.0,True,-405.99031443996773
LineaD,HPT,Catedral,7,LineaD:1112,Aguero,396.0,259.9101566401709,7195.417943446363,1.0,7327.0,True,131.5820565536369
LineaD,HPT,Catedral,8,LineaD:1111,Bulnes,717.0,466.9584145434641,7059.328100086534,1.0,7165.0,True,105.6718999134664
LineaD,HPT,Catedral,9,LineaD:1110,Scal Ortiz,613.0,264.81191474109863,6809.286514629997,1.0,6915.0,True,105.71348537000267
LineaD,HPT,Catedral,10,LineaD:1109,Pitalia,814.5109111143382,144.2619091514404,6461.098429371096,1.0,6622.0,True,160.90157062890376
LineaD,HPT,Catedral,11,LineaD:1108,Palermo,1114.356069777169,369.9842016106549,5790.849427408199,1.0,5879.0,True,88.15057259180139
LineaD,HPT,Catedral,12,LineaD:1107,Carranza,603.5353755329718,84.11533545211,5046.4775592416845,1.0,5058.0,True,11.522440758315497
LineaD,HPT,Catedral,13,LineaD:1106,Olleros,846.3411930898624,58.08943886200239,4527.057519160823,1.0,4467.0,True,-60.057519160823176
LineaD,HPT,Catedral,14,LineaD:1105,J Hernandez,662.3022019146537,42.63645920279732,3738.805764932963,1.0,3831.0,True,92.19423506703697
LineaD,HPT,Catedral,15,LineaD:1104,Juramento,1172.014925774076,18.87490355296965,3119.1400222211064,1.0,3217.0,True,97.85997777889361
LineaD,HPT,Catedral,16,LineaD:1103,CongresoTuc,1966.0,0.0,1966.0,1.0,2059.0,True,93.0
LineaD,HPT,CongresoTuc,1,LineaD:1118,Catedral,3858.0,0.0,3858.0,0.0,3451.0,True,-407.0
LineaD,HPT,CongresoTuc,2,LineaD:1117,9 de julio,2292.44708206348,668.352285340807,5482.094796722673,0.0,5473.0,True,-9.094796722672982
LineaD,HPT,CongresoTuc,3,LineaD:1116,Tribuna,772.5407611298853,133.2517348537836,6121.383822998774,0.0,6092.0,True,-29.38382299877412
LineaD,HPT,CongresoTuc,4,LineaD:1115,CallaoD,768.0539018983789,263.68388566466996,6625.753839232483,0.0,6702.0,True,76.24616076751681
LineaD,HPT,CongresoTuc,5,LineaD:1114,FMedicina,547.0,244.2441703993934,6928.50966883309,0.0,6960.0,True,31.490331166910437
LineaD,HPT,CongresoTuc,6,LineaD:1113,Pueyrredon,1569.086694830582,834.73024953558,7662.866114128092,0.0,8267.0,True,604.1338858719082
LineaD,HPT,CongresoTuc,7,LineaD:1112,Aguero,244.0,575.1192687460394,7331.746845382052,0.0,7978.0,True,646.253154617948
LineaD,HPT,CongresoTuc,8,LineaD:1111,Bulnes,364.0,814.4922123064517,6881.2546330756,0.0,7536.0,True,654.7453669243996
LineaD,HPT,CongresoTuc,9,LineaD:1110,Scal Ortiz,414.0,732.3185380280117,6562.936095047588,0.0,7098.0,True,535.0639049524116
LineaD,HPT,CongresoTuc,10,LineaD:1109,Pitalia,157.4890888856617,585.4447342689674,6134.980449664283,0.0,6712.0,True,577.0195503357172
LineaD,HPT,CongresoTuc,11,LineaD:1108,Palermo,193.6439302228312,1358.8094807109821,4969.814899176132,0.0,6067.0,True,1097.1851008238682
LineaD,HPT,CongresoTuc,12,LineaD:1107,Carranza,86.46462446702822,714.9087372159532,4341.370786427207,0.0,5382.0,True,1040.6292135727927
LineaD,HPT,CongresoTuc,13,LineaD:1106,Olleros,87.6588069101376,704.3001983310216,3724.729395006323,0.0,4610.0,True,885.2706049936769
LineaD,HPT,CongresoTuc,14,LineaD:1105,J Hernandez,41.15236463509734,899.351102247316,2866.5306573941043,0.0,3781.0,True,914.4693426058957
LineaD,HPT,CongresoTuc,15,LineaD:1104,Juramento,7.578254954720933,1269.962877946029,1604.1460344027964,0.0,2560.0,True,955.8539655972036
LineaD,HPT,CongresoTuc,16,LineaD:1103,CongresoTuc,0.0,1604.1460344027955,0.0,0.0,0.0,False,0.0
LineaE,HPT,RetiroE,1,LineaE:1164,RetiroE,0.0,591.413624011296,-1.3642420526593924e-12,1.0,0.0,False,1.3642420526593924e-12
LineaE,HPT,RetiroE,2,LineaE:1165,Catalinas,5.698447575458497,89.9164309747919,591.4136240112946,1.0,884.0,True,292.5863759887054
LineaE,HPT,RetiroE,3,LineaE:1166,CCentral,139.521393890618,738.6663566765395,675.6316074106279,1.0,975.0,True,299.3683925893721
LineaE,HPT,RetiroE,4,LineaE:1119,Bolivar,338.0382607503897,501.91918577006084,1274.7765701965495,1.0,1311.0,True,36.22342980345047
LineaE,HPT,RetiroE,5,LineaE:1120,Belgrano,201.0,87.23296584758417,1438.6574952162205,1.0,1396.0,True,-42.65749521622047
LineaE,HPT,RetiroE,6,LineaE:1121,Independencia E,692.7306275476152,1371.663911230371,1324.8904610638047,1.0,1255.0,True,-69.89046106380465
LineaE,HPT,RetiroE,7,LineaE:1122,SanJose,65.62595060052254,93.2326690050765,2003.8237447465606,1.0,1548.0,True,-455.8237447465606
LineaE,HPT,RetiroE,8,LineaE:1123,ERios,115.9851349585739,195.20796481721584,2031.4304631511145,1.0,1517.0,True,-514.4304631511145
LineaE,HPT,RetiroE,9,LineaE:1124,Pichin,61.26032575131195,100.64959712095309,2110.6532930097565,1.0,1603.0,True,-507.65329300975645
LineaE,HPT,RetiroE,10,LineaE:1125,Jujuy,917.0526107549381,727.7719138916217,2150.0425643793974,1.0,1637.0,True,-513.0425643793974
LineaE,HPT,RetiroE,11,LineaE:1126,Urquiza,160.2662558098053,40.461134589861956,1960.761867516081,1.0,1879.0,True,-81.76186751608111
LineaE,HPT,RetiroE,12,LineaE:1127,Boedo,351.4852483322974,47.445424384800695,1840.956746296138,1.0,1809.0,True,-31.956746296137908
LineaE,HPT,RetiroE,13,LineaE:1128,LaPlata,318.4176550868632,13.599437678517791,1536.9169223486413,1.0,1468.0,True,-68.91692234864126
LineaE,HPT,RetiroE,14,LineaE:1129,Moreno,315.8318137397068,22.914519820645776,1232.0987049402956,1.0,1185.0,True,-47.09870494029565
LineaE,HPT,RetiroE,15,LineaE:1130,EMitre,284.4390264543548,19.8223329035678,939.1814110212348,1.0,951.0,True,11.818588978765206
LineaE,HPT,RetiroE,16,LineaE:1131,Medalla,129.4560385314684,9.950062135408585,674.5647174704478,1.0,680.0,True,5.4352825295521825
LineaE,HPT,RetiroE,17,LineaE:1132,Varela,121.1586783830957,0.0,555.058741074388,1.0,567.0,True,11.941258925612033
LineaE,HPT,RetiroE,18,LineaE:1133,Virreyes,433.9000626912923,0.0,433.9000626912923,1.0,463.0,True,29.099937308707695
LineaE,HPT,Virreyes,1,LineaE:1164,RetiroE,818.0894948347869,0.0,818.0894948347869,0.0,1006.0,True,187.91050516521307
LineaE,HPT,Virreyes,2,LineaE:1165,Catalinas,1079.357270986021,0.0,1897.4467658208077,0.0,2078.0,True,180.55323417919226
LineaE,HPT,Virreyes,3,LineaE:1166,CCentral,1442.7051213007662,477.1592375045889,2862.992649616985,0.0,3212.0,True,349.0073503830149
LineaE,HPT,Virreyes,4,LineaE:1119,Bolivar,1802.9617392496102,675.4216923428412,3990.5326965237546,0.0,3914.0,True,-76.53269652375457
LineaE,HPT,Virreyes,5,LineaE:1120,Belgrano,340.0,149.8516993137547,4180.68099721,0.0,4083.0,True,-97.68099720999999
LineaE,HPT,Virreyes,6,LineaE:1121,Independencia E,760.1493724523848,770.359776658678,4170.470593003706,0.0,3451.0,True,-719.4705930037062
LineaE,HPT,Virreyes,7,LineaE:1122,SanJose,122.37404939947743,133.8797178377477,4158.9649245654355,0.0,3428.0,True,-730.9649245654355
LineaE,HPT,Virreyes,8,LineaE:1123,ERios,215.0148650414261,178.76232223716937,4195.217467369692,0.0,3495.0,True,-700.2174673696918
LineaE,HPT,Virreyes,9,LineaE:1124,Pichin,120.0,177.69980670373275,4137.517660665959,0.0,3434.0,True,-703.5176606659588
LineaE,HPT,Virreyes,10,LineaE:1125,Jujuy,1411.4931398445542,798.0669358469847,4750.943864663528,0.0,4220.0,True,-530.9438646635281
LineaE,HPT,Virreyes,11,LineaE:1126,Urquiza,61.7337441901947,371.1427569525439,4441.534851901179,0.0,3958.0,True,-483.5348519011786
LineaE,HPT,Virreyes,12,LineaE:1127,Boedo,48.75649929529374,606.3326901495963,3883.9586610468764,0.0,3493.0,True,-390.9586610468764
LineaE,HPT,Virreyes,13,LineaE:1128,LaPlata,32.58234491313686,521.8093809110326,3394.7316250489803,0.0,2916.0,True,-478.7316250489803
LineaE,HPT,Virreyes,14,LineaE:1129,Moreno,35.16818626029317,741.0438335031524,2688.855977806121,0.0,2301.0,True,-387.8559778061208
LineaE,HPT,Virreyes,15,LineaE:1130,EMitre,15.022539337729096,711.747653850585,1992.1308632932648,0.0,1706.0,True,-286.13086329326484
LineaE,HPT,Virreyes,16,LineaE:1131,Medalla,4.543961468531565,317.9965909636858,1678.6782337981106,0.0,1413.0,True,-265.67823379811057
LineaE,HPT,Virreyes,17,LineaE:1132,Varela,0.0,364.8585002981317,1313.8197334999788,0.0,1104.0,True,-209.81973349997884
LineaE,HPT,Virreyes,18,LineaE:1133,Virreyes,0.0,1313.8197334999804,0.0,0.0,0.0,False,0.0
LineaH,HPT,Hospitales,1,LineaH:1134,Hospitales,0.0,1274.9291082052591,3.637978807091713e-12,0.0,0.0,False,-3.637978807091713e-12
LineaH,HPT,Hospitales,2,LineaH:1135,Patricios,2.009847936101433,763.4143513844613,1274.9291082052628,0.0,1607.0,True,332.07089179473724
LineaH,HPT,Hospitales,3,LineaH:1136,Caseros,8.062566023304518,838.5322701562657,2036.3336116536227,0.0,2577.0,True,540.6663883463773
LineaH,HPT,Hospitales,4,LineaH:1137,Inclan,15.68705015067615,525.7479146390137,2866.803315786584,0.0,3088.0,True,221.19668421341612
LineaH,HPT,Hospitales,5,LineaH:1138,HPrimo,531.9171969568848,1179.65752303696,3376.8641802749216,0.0,3600.0,True,223.13581972507836
LineaH,HPT,Hospitales,6,LineaH:1139,Venezuela,81.38116998607268,470.8773014804692,4024.6045063549964,0.0,5276.0,True,1251.3954936450036
LineaH,HPT,Hospitales,7,LineaH:1140,Once,819.4542338590876,2864.818265339789,4414.100637849393,0.0,5660.0,True,1245.899362150607
LineaH,HPT,Hospitales,8,LineaH:1141,Corrientes,1411.446822283428,613.1525531289667,6459.464669330095,0.0,7582.0,True,1122.5353306699053
LineaH,HPT,Hospitales,9,LineaH:1160,Cordoba,572.4854430834439,103.6125911981377,5661.170400175633,0.0,5812.0,True,150.8295998243666
LineaH,HPT,Hospitales,10,LineaH:1161,SantaFe,3817.368671426805,306.8804699376669,5192.2975482903275,0.0,5272.0,True,79.70245170967246
LineaH,HPT,Hospitales,11,LineaH:1162,LasHeras,963.3524080792274,8.543061278038607,1681.809346801189,0.0,1687.0,True,5.1906531988111055
LineaH,HPT,Hospitales,12,LineaH:1163,FDerecho,727.0,0.0,727.0,0.0,653.0,True,-74.0
LineaH,HPT,Fderecho,1,LineaH:1134,Hospitales,635.1081394060092,0.0,635.1081394060092,1.0,647.0,True,11.891860593990828
LineaH,HPT,Fderecho,2,LineaH:1135,Patricios,615.9901520638986,0.8691568738786636,1250.229134596029,1.0,1595.0,True,344.7708654039709
LineaH,HPT,Fderecho,3,LineaH:1136,Caseros,677.9374339766954,16.06960421287004,1912.0969643598544,1.0,2173.0,True,260.9030356401456
LineaH,HPT,Fderecho,4,LineaH:1137,Inclan,398.9587471994805,25.11748829985993,2285.938223259475,1.0,2528.0,True,242.06177674052515
LineaH,HPT,Fderecho,5,LineaH:1138,HPrimo,1550.128497887101,346.86044288107104,3489.2062782655053,1.0,3444.0,True,-45.20627826550526
LineaH,HPT,Fderecho,6,LineaH:1139,Venezuela,308.7965645698238,80.474931394453,3717.527911440876,1.0,3709.0,True,-8.527911440875869
LineaH,HPT,Fderecho,7,LineaH:1140,Once,1363.545766140912,797.3256640457487,4283.748013536039,1.0,4608.0,True,324.25198646396075
LineaH,HPT,Fderecho,8,LineaH:1141,Corrientes,714.5531777165716,1198.6187255587683,3799.6824656938425,1.0,3579.0,True,-220.68246569384246
LineaH,HPT,Fderecho,9,LineaH:1160,Cordoba,100.514556916556,407.62717385690786,3492.5698487534905,1.0,3326.0,True,-166.56984875349053
LineaH,HPT,Fderecho,10,LineaH:1161,SantaFe,202.6637132715972,2572.8806774532695,1122.3528845718183,1.0,949.0,True,-173.35288457181832
LineaH,HPT,Fderecho,11,LineaH:1162,LasHeras,2.647591920772636,687.2088649810296,437.7916115115613,1.0,326.0,True,-111.79161151156131
LineaH,HPT,Fderecho,12,LineaH:1163,FDerecho,0.0,437.79161151156,1.3073986337985843e-12,1.0,0.0,False,-1.3073986337985843e-12
