periodo,origen,destino,viajes
diaria,LineaB:1092,LineaB:1085,563.0
diaria,LineaB:1092,LineaB:1086,437.0
diaria,LineaB:1092,LineaB:1087,444.0
diaria,LineaB:1092,LineaB:1088,306.0
diaria,LineaB:1092,LineaB:1089,322.0
diaria,LineaB:1092,LineaB:1090,229.0
diaria,LineaB:1092,LineaB:1091,31.0
diaria,LineaB:1092,LineaB:1093,24.0
diaria,LineaB:1092,LineaC:1094,161.0
diaria,LineaB:1092,LineaC:1095,10.0
diaria,LineaB:1092,LineaC:1096,12.0
diaria,LineaB:1092,LineaC:1098,15.0
diaria,LineaB:1092,LineaC:1100,8.0
diaria,LineaB:1092,LineaC:1102,100.0
diaria,LineaB:1092,LineaD:1103,155.0
diaria,LineaB:1092,LineaD:1104,67.0
diaria,LineaB:1092,LineaD:1105,28.0
diaria,LineaB:1092,LineaD:1106,53.0
diaria,LineaB:1092,LineaD:1107,38.0
diaria,LineaB:1092,LineaD:1108,94.0
diaria,LineaB:1092,LineaD:1109,40.0
diaria,LineaB:1092,LineaD:1110,74.0
diaria,LineaB:1092,LineaD:1111,78.0
diaria,LineaB:1092,LineaD:1112,68.0
diaria,LineaB:1092,LineaD:1113,31.0
diaria,LineaB:1092,LineaD:1114,53.0
diaria,LineaB:1092,LineaD:1115,62.0
diaria,LineaB:1092,LineaD:1116,38.0
diaria,LineaB:1092,LineaD:1117,4.0
diaria,LineaB:1092,LineaD:1118,27.0
diaria,LineaB:1092,LineaE:1133,70.0
diaria,LineaB:1092,LineaE:1132,6.0
diaria,LineaB:1092,LineaE:1131,4.0
diaria,LineaB:1092,LineaE:1130,27.0
diaria,LineaB:1092,LineaE:1129,25.0
diaria,LineaB:1092,LineaE:1128,33.0
diaria,LineaB:1092,LineaE:1127,24.0
diaria,LineaB:1092,LineaE:1126,25.0
diaria,LineaB:1092,LineaE:1125,13.0
diaria,LineaB:1092,LineaE:1124,12.0
diaria,LineaB:1092,LineaE:1123,13.0
diaria,LineaB:1092,LineaE:1122,10.0
diaria,LineaB:1092,LineaE:1121,37.0
diaria,LineaB:1092,LineaE:1120,10.0
diaria,LineaB:1092,LineaH:1134,148.0
diaria,LineaB:1092,LineaH:1135,93.0
diaria,LineaB:1092,LineaH:1136,54.0
diaria,LineaB:1092,LineaH:1137,49.0
diaria,LineaB:1092,LineaH:1138,29.0
diaria,LineaB:1092,LineaH:1139,83.0
diaria,LineaB:1092,LineaH:1140,136.0
diaria,LineaB:1092,LineaH:1141,44.0
diaria,LineaB:1092,LineaH:1160,32.0
diaria,LineaB:1092,LineaH:1161,41.0
diaria,LineaB:1092,LineaH:1162,63.0
diaria,LineaB:1092,LineaH:1163,15.0
diaria,LineaB:1092,LineaE:1166,19.0
diaria,LineaB:1092,LineaE:1164,24.0
diaria,LineaB:1093,LineaA:1059,102.0
diaria,LineaB:1093,LineaA:1060,40.0
diaria,LineaB:1093,LineaA:1061,28.0
diaria,LineaB:1093,LineaA:1062,23.0
diaria,LineaB:1093,LineaA:1063,28.0
diaria,LineaB:1093,LineaA:1064,48.0
diaria,LineaB:1093,LineaA:1065,42.0
diaria,LineaB:1093,LineaA:1066,44.0
diaria,LineaB:1093,LineaA:1067,27.0
diaria,LineaB:1093,LineaA:1068,85.0
diaria,LineaB:1093,LineaA:1069,8.0
diaria,LineaB:1093,LineaA:1070,5.0
diaria,LineaB:1093,LineaA:1071,18.0
diaria,LineaB:1093,LineaA:1072,17.0
diaria,LineaB:1093,LineaA:1073,6.0
diaria,LineaB:1093,LineaA:1075,4.0
diaria,LineaB:1093,LineaA:1076,6.0
diaria,LineaB:1093,LineaB:1077,2206.0
diaria,LineaB:1093,LineaB:1078,622.0
diaria,LineaB:1093,LineaB:1079,711.0
diaria,LineaB:1093,LineaB:1080,417.0
diaria,LineaB:1093,LineaB:1081,1958.0
diaria,LineaB:1093,LineaB:1082,778.0
diaria,LineaB:1093,LineaB:1084,1267.0
diaria,LineaB:1093,LineaB:1083,946.0
diaria,LineaB:1093,LineaB:1085,817.0
diaria,LineaB:1093,LineaB:1086,589.0
diaria,LineaB:1093,LineaB:1087,497.0
diaria,LineaB:1093,LineaB:1088,267.0
diaria,LineaB:1093,LineaB:1089,509.0
diaria,LineaB:1093,LineaB:1090,334.0
diaria,LineaB:1093,LineaB:1091,146.0
diaria,LineaB:1093,LineaB:1092,29.0
diaria,LineaB:1093,LineaC:1094,184.0
diaria,LineaB:1093,LineaC:1095,4.0
diaria,LineaB:1093,LineaC:1096,17.0
diaria,LineaB:1093,LineaC:1097,1.0
diaria,LineaB:1093,LineaC:1098,1.0
diaria,LineaB:1093,LineaC:1099,9.0
diaria,LineaB:1093,LineaC:1100,13.0
diaria,LineaB:1093,LineaC:1101,10.0
diaria,LineaB:1093,LineaC:1102,43.0
diaria,LineaB:1093,LineaD:1103,287.0
diaria,LineaB:1093,LineaD:1104,108.0
diaria,LineaB:1093,LineaD:1105,129.0
diaria,LineaB:1093,LineaD:1106,107.0
diaria,LineaB:1093,LineaD:1107,81.0
diaria,LineaB:1093,LineaD:1108,129.0
diaria,LineaB:1093,LineaD:1109,105.0
diaria,LineaB:1093,LineaD:1110,116.0
diaria,LineaB:1093,LineaD:1111,158.0
diaria,LineaB:1093,LineaD:1112,71.0
diaria,LineaB:1093,LineaD:1113,48.0
diaria,LineaB:1093,LineaD:1114,65.0
diaria,LineaB:1093,LineaD:1115,73.0
diaria,LineaB:1093,LineaD:1116,48.0
diaria,LineaB:1093,LineaD:1117,32.0
diaria,LineaB:1093,LineaD:1118,11.0
diaria,LineaB:1093,LineaE:1133,26.0
diaria,LineaB:1093,LineaE:1132,4.0
diaria,LineaB:1093,LineaE:1131,6.0
diaria,LineaB:1093,LineaE:1130,20.0
diaria,LineaB:1093,LineaE:1129,8.0
diaria,LineaB:1093,LineaE:1128,27.0
diaria,LineaB:1093,LineaE:1127,18.0
diaria,LineaB:1093,LineaE:1126,11.0
diaria,LineaB:1093,LineaE:1124,11.0
diaria,LineaB:1093,LineaE:1123,9.0
diaria,LineaB:1093,LineaE:1121,9.0
diaria,LineaB:1093,LineaE:1120,4.0
diaria,LineaB:1093,LineaH:1134,55.0
diaria,LineaB:1093,LineaH:1135,37.0
diaria,LineaB:1093,LineaH:1136,32.0
diaria,LineaB:1093,LineaH:1137,14.0
diaria,LineaB:1093,LineaH:1138,8.0
diaria,LineaB:1093,LineaH:1139,48.0
diaria,LineaB:1093,LineaH:1140,109.0
diaria,LineaB:1093,LineaH:1141,48.0
diaria,LineaB:1093,LineaH:1160,67.0
diaria,LineaB:1093,LineaH:1161,41.0
diaria,LineaB:1093,LineaH:1162,83.0
diaria,LineaB:1093,LineaH:1163,6.0
diaria,LineaB:1093,LineaE:1166,23.0
diaria,LineaB:1093,LineaE:1164,41.0
diaria,LineaC:1094,LineaA:1059,2609.0
diaria,LineaC:1094,LineaA:1060,811.0
diaria,LineaC:1094,LineaA:1061,528.0
diaria,LineaC:1094,LineaA:1062,362.0
diaria,LineaC:1094,LineaA:1063,693.0
diaria,LineaC:1094,LineaA:1064,970.0
diaria,LineaC:1094,LineaA:1065,527.0
diaria,LineaC:1094,LineaA:1066,479.0
diaria,LineaC:1094,LineaA:1067,524.0
diaria,LineaC:1094,LineaA:1068,1356.0
diaria,LineaC:1094,LineaA:1069,88.0
diaria,LineaC:1094,LineaA:1070,496.0
diaria,LineaC:1094,LineaA:1071,510.0
diaria,LineaC:1094,LineaA:1072,266.0
diaria,LineaC:1094,LineaA:1073,318.0
diaria,LineaC:1094,LineaA:1074,137.0
diaria,LineaC:1094,LineaA:1075,262.0
diaria,LineaC:1094,LineaA:1076,472.0
diaria,LineaC:1094,LineaB:1077,1415.0
diaria,LineaC:1094,LineaB:1078,337.0
diaria,LineaC:1094,LineaB:1079,627.0
diaria,LineaC:1094,LineaB:1080,590.0
diaria,LineaC:1094,LineaB:1081,1661.0
diaria,LineaC:1094,LineaB:1082,1308.0
diaria,LineaC:1094,LineaB:1084,1680.0
diaria,LineaC:1094,LineaB:1083,1127.0
diaria,LineaC:1094,LineaB:1085,1212.0
diaria,LineaC:1094,LineaB:1086,1108.0
diaria,LineaC:1094,LineaB:1087,705.0
diaria,LineaC:1094,LineaB:1088,631.0
diaria,LineaC:1094,LineaB:1089,625.0
diaria,LineaC:1094,LineaB:1090,370.0
diaria,LineaC:1094,LineaB:1091,1126.0
diaria,LineaC:1094,LineaB:1092,321.0
diaria,LineaC:1094,LineaB:1093,291.0
diaria,LineaC:1094,LineaC:1095,454.0
diaria,LineaC:1094,LineaC:1096,552.0
diaria,LineaC:1094,LineaC:1097,1286.0
diaria,LineaC:1094,LineaC:1098,1255.0
diaria,LineaC:1094,LineaC:1099,1799.0
diaria,LineaC:1094,LineaC:1100,3428.0
diaria,LineaC:1094,LineaC:1101,1896.0
diaria,LineaC:1094,LineaC:1102,9433.0
diaria,LineaC:1094,LineaD:1103,1853.0
diaria,LineaC:1094,LineaD:1104,1067.0
diaria,LineaC:1094,LineaD:1105,923.0
diaria,LineaC:1094,LineaD:1106,917.0
diaria,LineaC:1094,LineaD:1107,854.0
diaria,LineaC:1094,LineaD:1108,1867.0
diaria,LineaC:1094,LineaD:1109,1215.0
diaria,LineaC:1094,LineaD:1110,793.0
diaria,LineaC:1094,LineaD:1111,1150.0
diaria,LineaC:1094,LineaD:1112,769.0
diaria,LineaC:1094,LineaD:1113,668.0
diaria,LineaC:1094,LineaD:1114,1253.0
diaria,LineaC:1094,LineaD:1115,974.0
diaria,LineaC:1094,LineaD:1116,452.0
diaria,LineaC:1094,LineaD:1117,412.0
diaria,LineaC:1094,LineaD:1118,539.0
diaria,LineaC:1094,LineaE:1133,365.0
diaria,LineaC:1094,LineaE:1132,165.0
diaria,LineaC:1094,LineaE:1131,118.0
diaria,LineaC:1094,LineaE:1130,221.0
diaria,LineaC:1094,LineaE:1129,242.0
diaria,LineaC:1094,LineaE:1128,271.0
diaria,LineaC:1094,LineaE:1127,227.0
diaria,LineaC:1094,LineaE:1126,148.0
diaria,LineaC:1094,LineaE:1125,141.0
diaria,LineaC:1094,LineaE:1124,101.0
diaria,LineaC:1094,LineaE:1123,81.0
diaria,LineaC:1094,LineaE:1122,17.0
diaria,LineaC:1094,LineaE:1121,1919.0
diaria,LineaC:1094,LineaE:1120,129.0
diaria,LineaC:1094,LineaE:1119,614.0
diaria,LineaC:1094,LineaH:1134,38.0
diaria,LineaC:1094,LineaH:1135,41.0
diaria,LineaC:1094,LineaH:1136,36.0
diaria,LineaC:1094,LineaH:1137,16.0
diaria,LineaC:1094,LineaH:1138,81.0
diaria,LineaC:1094,LineaH:1139,57.0
diaria,LineaC:1094,LineaH:1140,543.0
diaria,LineaC:1094,LineaH:1141,141.0
diaria,LineaC:1094,LineaH:1160,167.0
diaria,LineaC:1094,LineaH:1161,215.0
diaria,LineaC:1094,LineaH:1162,224.0
diaria,LineaC:1094,LineaH:1163,197.0
diaria,LineaC:1094,LineaE:1166,497.0
diaria,LineaC:1094,LineaE:1165,357.0
diaria,LineaC:1094,LineaE:1164,323.0
diaria,LineaC:1095,LineaA:1059,99.0
diaria,LineaC:1095,LineaA:1060,48.0
diaria,LineaC:1095,LineaA:1061,49.0
diaria,LineaC:1095,LineaA:1062,21.0
diaria,LineaC:1095,LineaA:1063,76.0
diaria,LineaC:1095,LineaA:1064,68.0
diaria,LineaC:1095,LineaA:1065,44.0
diaria,LineaC:1095,LineaA:1066,37.0
diaria,LineaC:1095,LineaA:1067,33.0
diaria,LineaC:1095,LineaA:1068,159.0
diaria,LineaC:1095,LineaA:1069,1.0
diaria,LineaC:1095,LineaA:1070,43.0
diaria,LineaC:1095,LineaA:1071,41.0
diaria,LineaC:1095,LineaA:1072,31.0
diaria,LineaC:1095,LineaA:1073,31.0
diaria,LineaC:1095,LineaA:1074,10.0
diaria,LineaC:1095,LineaA:1075,13.0
diaria,LineaC:1095,LineaA:1076,16.0
diaria,LineaC:1095,LineaB:1077,146.0
diaria,LineaC:1095,LineaB:1078,18.0
diaria,LineaC:1095,LineaB:1079,32.0
diaria,LineaC:1095,LineaB:1080,19.0
diaria,LineaC:1095,LineaB:1081,115.0
diaria,LineaC:1095,LineaB:1082,46.0
diaria,LineaC:1095,LineaB:1084,62.0
diaria,LineaC:1095,LineaB:1083,64.0
diaria,LineaC:1095,LineaB:1085,87.0
diaria,LineaC:1095,LineaB:1086,63.0
diaria,LineaC:1095,LineaB:1087,23.0
diaria,LineaC:1095,LineaB:1088,28.0
diaria,LineaC:1095,LineaB:1089,68.0
diaria,LineaC:1095,LineaB:1090,36.0
diaria,LineaC:1095,LineaB:1091,74.0
diaria,LineaC:1095,LineaB:1092,25.0
diaria,LineaC:1095,LineaB:1093,10.0
diaria,LineaC:1095,LineaC:1094,349.0
diaria,LineaC:1095,LineaC:1096,22.0
diaria,LineaC:1095,LineaC:1097,50.0
diaria,LineaC:1095,LineaC:1098,65.0
diaria,LineaC:1095,LineaC:1099,74.0
diaria,LineaC:1095,LineaC:1100,163.0
diaria,LineaC:1095,LineaC:1101,106.0
diaria,LineaC:1095,LineaC:1102,460.0
diaria,LineaC:1095,LineaD:1103,139.0
diaria,LineaC:1095,LineaD:1104,63.0
diaria,LineaC:1095,LineaD:1105,64.0
diaria,LineaC:1095,LineaD:1106,39.0
diaria,LineaC:1095,LineaD:1107,38.0
diaria,LineaC:1095,LineaD:1108,57.0
diaria,LineaC:1095,LineaD:1109,48.0
diaria,LineaC:1095,LineaD:1110,66.0
diaria,LineaC:1095,LineaD:1111,47.0
diaria,LineaC:1095,LineaD:1112,64.0
diaria,LineaC:1095,LineaD:1113,21.0
diaria,LineaC:1095,LineaD:1114,93.0
diaria,LineaC:1095,LineaD:1115,68.0
diaria,LineaC:1095,LineaD:1116,40.0
diaria,LineaC:1095,LineaD:1117,30.0
diaria,LineaC:1095,LineaD:1118,24.0
diaria,LineaC:1095,LineaE:1133,41.0
diaria,LineaC:1095,LineaE:1132,7.0
diaria,LineaC:1095,LineaE:1131,5.0
diaria,LineaC:1095,LineaE:1130,10.0
diaria,LineaC:1095,LineaE:1129,14.0
diaria,LineaC:1095,LineaE:1128,12.0
diaria,LineaC:1095,LineaE:1127,10.0
diaria,LineaC:1095,LineaE:1126,15.0
diaria,LineaC:1095,LineaE:1125,1.0
diaria,LineaC:1095,LineaE:1124,16.0
diaria,LineaC:1095,LineaE:1123,5.0
diaria,LineaC:1095,LineaE:1121,25.0
diaria,LineaC:1095,LineaE:1120,2.0
diaria,LineaC:1095,LineaE:1119,9.0
diaria,LineaC:1095,LineaH:1134,5.0
diaria,LineaC:1095,LineaH:1135,10.0
diaria,LineaC:1095,LineaH:1136,11.0
diaria,LineaC:1095,LineaH:1137,2.0
diaria,LineaC:1095,LineaH:1138,6.0
diaria,LineaC:1095,LineaH:1139,3.0
diaria,LineaC:1095,LineaH:1140,28.0
diaria,LineaC:1095,LineaH:1141,11.0
diaria,LineaC:1095,LineaH:1160,26.0
diaria,LineaC:1095,LineaH:1161,17.0
diaria,LineaC:1095,LineaH:1162,16.0
diaria,LineaC:1095,LineaH:1163,5.0
diaria,LineaC:1095,LineaE:1166,15.0
diaria,LineaC:1095,LineaE:1165,10.0
diaria,LineaC:1095,LineaE:1164,18.0
diaria,LineaC:1096,LineaA:1059,121.0
diaria,LineaC:1096,LineaA:1060,60.0
diaria,LineaC:1096,LineaA:1061,52.0
diaria,LineaC:1096,LineaA:1062,17.0
diaria,LineaC:1096,LineaA:1063,64.0
diaria,LineaC:1096,LineaA:1064,62.0
diaria,LineaC:1096,LineaA:1065,46.0
diaria,LineaC:1096,LineaA:1066,19.0
diaria,LineaC:1096,LineaA:1067,32.0
diaria,LineaC:1096,LineaA:1068,103.0
diaria,LineaC:1096,LineaA:1069,1.0
diaria,LineaC:1096,LineaA:1070,14.0
diaria,LineaC:1096,LineaA:1071,47.0
diaria,LineaC:1096,LineaA:1072,18.0
diaria,LineaC:1096,LineaA:1073,25.0
diaria,LineaC:1096,LineaA:1074,4.0
diaria,LineaC:1096,LineaA:1075,12.0
diaria,LineaC:1096,LineaA:1076,17.0
diaria,LineaC:1096,LineaB:1077,149.0
diaria,LineaC:1096,LineaB:1078,39.0
diaria,LineaC:1096,LineaB:1079,55.0
diaria,LineaC:1096,LineaB:1080,31.0
diaria,LineaC:1096,LineaB:1081,142.0
diaria,LineaC:1096,LineaB:1082,81.0
diaria,LineaC:1096,LineaB:1084,90.0
diaria,LineaC:1096,LineaB:1083,76.0
diaria,LineaC:1096,LineaB:1085,89.0
diaria,LineaC:1096,LineaB:1086,57.0
diaria,LineaC:1096,LineaB:1087,49.0
diaria,LineaC:1096,LineaB:1088,27.0
diaria,LineaC:1096,LineaB:1089,50.0
diaria,LineaC:1096,LineaB:1090,17.0
diaria,LineaC:1096,LineaB:1091,50.0
diaria,LineaC:1096,LineaB:1092,33.0
diaria,LineaC:1096,LineaB:1093,33.0
diaria,LineaC:1096,LineaC:1094,456.0
diaria,LineaC:1096,LineaC:1095,21.0
diaria,LineaC:1096,LineaC:1097,28.0
diaria,LineaC:1096,LineaC:1098,36.0
diaria,LineaC:1096,LineaC:1099,17.0
diaria,LineaC:1096,LineaC:1100,98.0
diaria,LineaC:1096,LineaC:1101,55.0
diaria,LineaC:1096,LineaC:1102,507.0
diaria,LineaC:1096,LineaD:1103,188.0
diaria,LineaC:1096,LineaD:1104,77.0
diaria,LineaC:1096,LineaD:1105,47.0
diaria,LineaC:1096,LineaD:1106,37.0
diaria,LineaC:1096,LineaD:1107,39.0
diaria,LineaC:1096,LineaD:1108,62.0
diaria,LineaC:1096,LineaD:1109,60.0
diaria,LineaC:1096,LineaD:1110,34.0
diaria,LineaC:1096,LineaD:1111,60.0
diaria,LineaC:1096,LineaD:1112,43.0
diaria,LineaC:1096,LineaD:1113,39.0
diaria,LineaC:1096,LineaD:1114,77.0
diaria,LineaC:1096,LineaD:1115,75.0
diaria,LineaC:1096,LineaD:1116,22.0
diaria,LineaC:1096,LineaD:1117,15.0
diaria,LineaC:1096,LineaD:1118,22.0
diaria,LineaC:1096,LineaE:1133,137.0
diaria,LineaC:1096,LineaE:1132,45.0
diaria,LineaC:1096,LineaE:1131,52.0
diaria,LineaC:1096,LineaE:1130,108.0
diaria,LineaC:1096,LineaE:1129,102.0
diaria,LineaC:1096,LineaE:1128,128.0
diaria,LineaC:1096,LineaE:1127,83.0
diaria,LineaC:1096,LineaE:1126,54.0
diaria,LineaC:1096,LineaE:1125,54.0
diaria,LineaC:1096,LineaE:1124,50.0
diaria,LineaC:1096,LineaE:1123,47.0
diaria,LineaC:1096,LineaE:1122,2.0
diaria,LineaC:1096,LineaE:1121,34.0
diaria,LineaC:1096,LineaE:1120,11.0
diaria,LineaC:1096,LineaE:1119,48.0
diaria,LineaC:1096,LineaH:1134,54.0
diaria,LineaC:1096,LineaH:1135,34.0
diaria,LineaC:1096,LineaH:1136,29.0
diaria,LineaC:1096,LineaH:1137,32.0
diaria,LineaC:1096,LineaH:1138,37.0
diaria,LineaC:1096,LineaH:1139,9.0
diaria,LineaC:1096,LineaH:1140,27.0
diaria,LineaC:1096,LineaH:1141,15.0
diaria,LineaC:1096,LineaH:1160,43.0
diaria,LineaC:1096,LineaH:1161,22.0
diaria,LineaC:1096,LineaH:1162,14.0
diaria,LineaC:1096,LineaH:1163,18.0
diaria,LineaC:1096,LineaE:1166,106.0
diaria,LineaC:1096,LineaE:1165,93.0
diaria,LineaC:1096,LineaE:1164,20.0
diaria,LineaC:1097,LineaA:1059,37.0
diaria,LineaC:1097,LineaA:1060,22.0
diaria,LineaC:1097,LineaA:1061,27.0
diaria,LineaC:1097,LineaA:1062,8.0
diaria,LineaC:1097,LineaA:1063,10.0
diaria,LineaC:1097,LineaA:1064,18.0
diaria,LineaC:1097,LineaA:1065,7.0
diaria,LineaC:1097,LineaA:1066,12.0
diaria,LineaC:1097,LineaA:1068,42.0
diaria,LineaC:1097,LineaA:1071,12.0
diaria,LineaC:1097,LineaA:1072,8.0
diaria,LineaC:1097,LineaA:1073,12.0
diaria,LineaC:1097,LineaA:1074,8.0
diaria,LineaC:1097,LineaB:1077,155.0
diaria,LineaC:1097,LineaB:1078,58.0
diaria,LineaC:1097,LineaB:1079,53.0
diaria,LineaC:1097,LineaB:1080,12.0
diaria,LineaC:1097,LineaB:1081,150.0
diaria,LineaC:1097,LineaB:1082,35.0
diaria,LineaC:1097,LineaB:1084,90.0
diaria,LineaC:1097,LineaB:1083,46.0
diaria,LineaC:1097,LineaB:1085,77.0
diaria,LineaC:1097,LineaB:1086,39.0
diaria,LineaC:1097,LineaB:1087,22.0
diaria,LineaC:1097,LineaB:1088,18.0
diaria,LineaC:1097,LineaB:1089,9.0
diaria,LineaC:1097,LineaB:1091,21.0
diaria,LineaC:1097,LineaB:1092,20.0
diaria,LineaC:1097,LineaC:1094,1002.0
diaria,LineaC:1097,LineaC:1095,44.0
diaria,LineaC:1097,LineaC:1096,24.0
diaria,LineaC:1097,LineaC:1098,5.0
diaria,LineaC:1097,LineaC:1099,27.0
diaria,LineaC:1097,LineaC:1100,126.0
diaria,LineaC:1097,LineaC:1101,68.0
diaria,LineaC:1097,LineaC:1102,911.0
diaria,LineaC:1097,LineaD:1103,182.0
diaria,LineaC:1097,LineaD:1104,87.0
diaria,LineaC:1097,LineaD:1105,50.0
diaria,LineaC:1097,LineaD:1106,56.0
diaria,LineaC:1097,LineaD:1107,32.0
diaria,LineaC:1097,LineaD:1108,49.0
diaria,LineaC:1097,LineaD:1109,45.0
diaria,LineaC:1097,LineaD:1110,69.0
diaria,LineaC:1097,LineaD:1111,87.0
diaria,LineaC:1097,LineaD:1112,75.0
diaria,LineaC:1097,LineaD:1113,24.0
diaria,LineaC:1097,LineaD:1114,53.0
diaria,LineaC:1097,LineaD:1115,37.0
diaria,LineaC:1097,LineaD:1116,6.0
diaria,LineaC:1097,LineaD:1117,8.0
diaria,LineaC:1097,LineaE:1133,13.0
diaria,LineaC:1097,LineaE:1130,3.0
diaria,LineaC:1097,LineaE:1129,2.0
diaria,LineaC:1097,LineaE:1127,8.0
diaria,LineaC:1097,LineaE:1126,4.0
diaria,LineaC:1097,LineaE:1125,4.0
diaria,LineaC:1097,LineaE:1123,4.0
diaria,LineaC:1097,LineaE:1121,20.0
diaria,LineaC:1097,LineaE:1120,4.0
diaria,LineaC:1097,LineaH:1134,4.0
diaria,LineaC:1097,LineaH:1135,4.0
diaria,LineaC:1097,LineaH:1137,2.0
diaria,LineaC:1097,LineaH:1140,2.0
diaria,LineaC:1097,LineaH:1141,12.0
diaria,LineaC:1097,LineaH:1161,8.0
diaria,LineaC:1097,LineaH:1162,5.0
diaria,LineaC:1097,LineaE:1166,9.0
diaria,LineaC:1097,LineaE:1165,5.0
diaria,LineaC:1097,LineaE:1164,16.0
diaria,LineaC:1098,LineaA:1059,222.0
diaria,LineaC:1098,LineaA:1060,91.0
diaria,LineaC:1098,LineaA:1061,60.0
diaria,LineaC:1098,LineaA:1062,19.0
diaria,LineaC:1098,LineaA:1063,101.0
diaria,LineaC:1098,LineaA:1064,92.0
diaria,LineaC:1098,LineaA:1065,68.0
diaria,LineaC:1098,LineaA:1066,41.0
diaria,LineaC:1098,LineaA:1067,31.0
diaria,LineaC:1098,LineaA:1068,152.0
diaria,LineaC:1098,LineaA:1069,2.0
diaria,LineaC:1098,LineaA:1070,24.0
diaria,LineaC:1098,LineaA:1071,58.0
diaria,LineaC:1098,LineaA:1072,7.0
diaria,LineaC:1098,LineaA:1073,13.0
diaria,LineaC:1098,LineaA:1074,7.0
diaria,LineaC:1098,LineaA:1076,18.0
diaria,LineaC:1098,LineaB:1077,51.0
diaria,LineaC:1098,LineaB:1078,12.0
diaria,LineaC:1098,LineaB:1079,15.0
diaria,LineaC:1098,LineaB:1080,7.0
diaria,LineaC:1098,LineaB:1081,69.0
diaria,LineaC:1098,LineaB:1082,2.0
diaria,LineaC:1098,LineaB:1084,21.0
diaria,LineaC:1098,LineaB:1083,6.0
diaria,LineaC:1098,LineaB:1085,36.0
diaria,LineaC:1098,LineaB:1086,10.0
diaria,LineaC:1098,LineaB:1087,5.0
diaria,LineaC:1098,LineaB:1088,12.0
diaria,LineaC:1098,LineaB:1089,9.0
diaria,LineaC:1098,LineaB:1091,13.0
diaria,LineaC:1098,LineaB:1092,9.0
diaria,LineaC:1098,LineaB:1093,2.0
diaria,LineaC:1098,LineaC:1094,1020.0
diaria,LineaC:1098,LineaC:1095,64.0
diaria,LineaC:1098,LineaC:1096,39.0
diaria,LineaC:1098,LineaC:1097,12.0
diaria,LineaC:1098,LineaC:1099,5.0
diaria,LineaC:1098,LineaC:1100,24.0
diaria,LineaC:1098,LineaC:1101,55.0
diaria,LineaC:1098,LineaC:1102,573.0
diaria,LineaC:1098,LineaD:1103,57.0
diaria,LineaC:1098,LineaD:1104,28.0
diaria,LineaC:1098,LineaD:1105,21.0
diaria,LineaC:1098,LineaD:1106,4.0
diaria,LineaC:1098,LineaD:1107,13.0
diaria,LineaC:1098,LineaD:1108,21.0
diaria,LineaC:1098,LineaD:1109,9.0
diaria,LineaC:1098,LineaD:1110,7.0
diaria,LineaC:1098,LineaD:1111,18.0
diaria,LineaC:1098,LineaD:1112,18.0
diaria,LineaC:1098,LineaD:1113,12.0
diaria,LineaC:1098,LineaD:1114,5.0
diaria,LineaC:1098,LineaD:1115,13.0
diaria,LineaC:1098,LineaD:1116,4.0
diaria,LineaC:1098,LineaD:1117,2.0
diaria,LineaC:1098,LineaD:1118,3.0
diaria,LineaC:1098,LineaE:1133,25.0
diaria,LineaC:1098,LineaE:1131,1.0
diaria,LineaC:1098,LineaE:1130,2.0
diaria,LineaC:1098,LineaE:1129,19.0
diaria,LineaC:1098,LineaE:1128,11.0
diaria,LineaC:1098,LineaE:1127,18.0
diaria,LineaC:1098,LineaE:1126,5.0
diaria,LineaC:1098,LineaE:1125,4.0
diaria,LineaC:1098,LineaE:1124,3.0
diaria,LineaC:1098,LineaE:1123,4.0
diaria,LineaC:1098,LineaE:1122,10.0
diaria,LineaC:1098,LineaE:1121,18.0
diaria,LineaC:1098,LineaE:1120,3.0
diaria,LineaC:1098,LineaE:1119,1.0
diaria,LineaC:1098,LineaH:1134,25.0
diaria,LineaC:1098,LineaH:1135,18.0
diaria,LineaC:1098,LineaH:1136,4.0
diaria,LineaC:1098,LineaH:1137,9.0
diaria,LineaC:1098,LineaH:1138,7.0
diaria,LineaC:1098,LineaH:1139,3.0
diaria,LineaC:1098,LineaH:1140,31.0
diaria,LineaC:1098,LineaH:1141,1.0
diaria,LineaC:1098,LineaH:1161,11.0
diaria,LineaC:1098,LineaH:1163,7.0
diaria,LineaC:1098,LineaE:1166,12.0
diaria,LineaC:1098,LineaE:1165,4.0
diaria,LineaC:1098,LineaE:1164,10.0
diaria,LineaC:1099,LineaA:1059,28.0
diaria,LineaC:1099,LineaA:1060,6.0
diaria,LineaC:1099,LineaA:1062,8.0
diaria,LineaC:1099,LineaA:1063,8.0
diaria,LineaC:1099,LineaA:1064,6.0
diaria,LineaC:1099,LineaA:1065,14.0
diaria,LineaC:1099,LineaA:1067,4.0
diaria,LineaC:1099,LineaA:1068,24.0
diaria,LineaC:1099,LineaA:1071,4.0
diaria,LineaC:1099,LineaA:1072,4.0
diaria,LineaC:1099,LineaA:1074,8.0
diaria,LineaC:1099,LineaB:1077,107.0
diaria,LineaC:1099,LineaB:1078,12.0
diaria,LineaC:1099,LineaB:1079,18.0
diaria,LineaC:1099,LineaB:1080,8.0
diaria,LineaC:1099,LineaB:1081,92.0
diaria,LineaC:1099,LineaB:1082,26.0
diaria,LineaC:1099,LineaB:1084,51.0
diaria,LineaC:1099,LineaB:1083,22.0
