periodo,origen,destino,viajes
hpm,LineaA:1070,LineaD:1115,1.0
hpm,LineaA:1070,LineaD:1118,2.0
hpm,LineaA:1070,LineaE:1121,2.0
hpm,LineaA:1070,LineaE:1119,4.0
hpm,LineaA:1070,LineaH:1138,1.0
hpm,LineaA:1070,LineaH:1162,1.0
hpm,LineaA:1070,LineaE:1166,1.0
hpm,LineaA:1070,LineaE:1165,6.0
hpm,LineaA:1071,LineaA:1059,77.0
hpm,LineaA:1071,LineaA:1060,18.0
hpm,LineaA:1071,LineaA:1061,19.0
hpm,LineaA:1071,LineaA:1062,8.0
hpm,LineaA:1071,LineaA:1063,16.0
hpm,LineaA:1071,LineaA:1064,29.0
hpm,LineaA:1071,LineaA:1065,13.0
hpm,LineaA:1071,LineaA:1066,11.0
hpm,LineaA:1071,LineaA:1067,9.0
hpm,LineaA:1071,LineaA:1068,32.0
hpm,LineaA:1071,LineaA:1069,2.0
hpm,LineaA:1071,LineaA:1072,2.0
hpm,LineaA:1071,LineaA:1073,2.0
hpm,LineaA:1071,LineaA:1074,15.0
hpm,LineaA:1071,LineaA:1075,23.0
hpm,LineaA:1071,LineaA:1076,30.0
hpm,LineaA:1071,LineaB:1077,2.0
hpm,LineaA:1071,LineaB:1084,4.0
hpm,LineaA:1071,LineaB:1083,2.0
hpm,LineaA:1071,LineaB:1089,4.0
hpm,LineaA:1071,LineaB:1091,2.0
hpm,LineaA:1071,LineaB:1092,4.0
hpm,LineaA:1071,LineaB:1093,2.0
hpm,LineaA:1071,LineaC:1094,8.0
hpm,LineaA:1071,LineaC:1095,4.0
hpm,LineaA:1071,LineaC:1096,2.0
hpm,LineaA:1071,LineaC:1097,2.0
hpm,LineaA:1071,LineaC:1102,11.0
hpm,LineaA:1071,LineaD:1103,4.0
hpm,LineaA:1071,LineaD:1104,4.0
hpm,LineaA:1071,LineaD:1105,4.0
hpm,LineaA:1071,LineaD:1106,2.0
hpm,LineaA:1071,LineaD:1118,6.0
hpm,LineaA:1071,LineaE:1133,2.0
hpm,LineaA:1071,LineaE:1129,2.0
hpm,LineaA:1071,LineaE:1119,10.0
hpm,LineaA:1071,LineaH:1134,8.0
hpm,LineaA:1071,LineaH:1135,2.0
hpm,LineaA:1071,LineaH:1140,8.0
hpm,LineaA:1071,LineaH:1160,2.0
hpm,LineaA:1071,LineaH:1163,6.0
hpm,LineaA:1071,LineaE:1166,2.0
hpm,LineaA:1071,LineaE:1165,4.0
hpm,LineaA:1072,LineaA:1059,30.0
hpm,LineaA:1072,LineaA:1060,10.0
hpm,LineaA:1072,LineaA:1061,10.0
hpm,LineaA:1072,LineaA:1062,5.0
hpm,LineaA:1072,LineaA:1063,6.0
hpm,LineaA:1072,LineaA:1064,22.0
hpm,LineaA:1072,LineaA:1065,9.0
hpm,LineaA:1072,LineaA:1066,8.0
hpm,LineaA:1072,LineaA:1067,9.0
hpm,LineaA:1072,LineaA:1068,16.0
hpm,LineaA:1072,LineaA:1069,1.0
hpm,LineaA:1072,LineaA:1070,5.0
hpm,LineaA:1072,LineaA:1071,1.0
hpm,LineaA:1072,LineaA:1073,2.0
hpm,LineaA:1072,LineaA:1074,5.0
hpm,LineaA:1072,LineaA:1075,5.0
hpm,LineaA:1072,LineaA:1076,15.0
hpm,LineaA:1072,LineaB:1079,1.0
hpm,LineaA:1072,LineaB:1081,1.0
hpm,LineaA:1072,LineaB:1082,2.0
hpm,LineaA:1072,LineaB:1084,2.0
hpm,LineaA:1072,LineaB:1087,1.0
hpm,LineaA:1072,LineaB:1089,1.0
hpm,LineaA:1072,LineaB:1090,2.0
hpm,LineaA:1072,LineaB:1092,2.0
hpm,LineaA:1072,LineaB:1093,3.0
hpm,LineaA:1072,LineaC:1094,3.0
hpm,LineaA:1072,LineaC:1095,2.0
hpm,LineaA:1072,LineaC:1098,1.0
hpm,LineaA:1072,LineaC:1101,2.0
hpm,LineaA:1072,LineaC:1102,7.0
hpm,LineaA:1072,LineaD:1103,5.0
hpm,LineaA:1072,LineaD:1104,3.0
hpm,LineaA:1072,LineaD:1105,1.0
hpm,LineaA:1072,LineaD:1108,2.0
hpm,LineaA:1072,LineaD:1109,4.0
hpm,LineaA:1072,LineaD:1111,2.0
hpm,LineaA:1072,LineaD:1112,1.0
hpm,LineaA:1072,LineaD:1114,1.0
hpm,LineaA:1072,LineaD:1117,1.0
hpm,LineaA:1072,LineaD:1118,5.0
hpm,LineaA:1072,LineaE:1133,1.0
hpm,LineaA:1072,LineaE:1129,1.0
hpm,LineaA:1072,LineaE:1126,1.0
hpm,LineaA:1072,LineaE:1119,4.0
hpm,LineaA:1072,LineaH:1134,1.0
hpm,LineaA:1072,LineaH:1136,2.0
hpm,LineaA:1072,LineaH:1140,9.0
hpm,LineaA:1072,LineaH:1141,1.0
hpm,LineaA:1072,LineaH:1160,1.0
hpm,LineaA:1072,LineaH:1161,1.0
hpm,LineaA:1072,LineaH:1163,2.0
hpm,LineaA:1072,LineaE:1165,2.0
hpm,LineaA:1073,LineaA:1059,41.0
hpm,LineaA:1073,LineaA:1060,13.0
hpm,LineaA:1073,LineaA:1061,8.0
hpm,LineaA:1073,LineaA:1062,8.0
hpm,LineaA:1073,LineaA:1063,12.0
hpm,LineaA:1073,LineaA:1064,21.0
hpm,LineaA:1073,LineaA:1065,8.0
hpm,LineaA:1073,LineaA:1066,17.0
hpm,LineaA:1073,LineaA:1067,10.0
hpm,LineaA:1073,LineaA:1068,17.0
hpm,LineaA:1073,LineaA:1070,10.0
hpm,LineaA:1073,LineaA:1071,10.0
hpm,LineaA:1073,LineaA:1072,2.0
hpm,LineaA:1073,LineaA:1075,6.0
hpm,LineaA:1073,LineaA:1076,10.0
hpm,LineaA:1073,LineaB:1079,2.0
hpm,LineaA:1073,LineaB:1081,2.0
hpm,LineaA:1073,LineaB:1082,2.0
hpm,LineaA:1073,LineaB:1084,2.0
hpm,LineaA:1073,LineaB:1083,2.0
hpm,LineaA:1073,LineaB:1085,4.0
hpm,LineaA:1073,LineaB:1086,4.0
hpm,LineaA:1073,LineaB:1088,4.0
hpm,LineaA:1073,LineaB:1089,2.0
hpm,LineaA:1073,LineaB:1090,2.0
hpm,LineaA:1073,LineaB:1091,2.0
hpm,LineaA:1073,LineaB:1092,2.0
hpm,LineaA:1073,LineaB:1093,4.0
hpm,LineaA:1073,LineaC:1094,4.0
hpm,LineaA:1073,LineaC:1095,4.0
hpm,LineaA:1073,LineaC:1096,4.0
hpm,LineaA:1073,LineaC:1097,2.0
hpm,LineaA:1073,LineaC:1098,2.0
hpm,LineaA:1073,LineaC:1101,2.0
hpm,LineaA:1073,LineaC:1102,10.0
hpm,LineaA:1073,LineaD:1103,4.0
hpm,LineaA:1073,LineaD:1105,2.0
hpm,LineaA:1073,LineaD:1107,4.0
hpm,LineaA:1073,LineaD:1108,2.0
hpm,LineaA:1073,LineaD:1109,2.0
hpm,LineaA:1073,LineaD:1110,2.0
hpm,LineaA:1073,LineaD:1111,2.0
hpm,LineaA:1073,LineaD:1112,2.0
hpm,LineaA:1073,LineaD:1114,2.0
hpm,LineaA:1073,LineaD:1115,2.0
hpm,LineaA:1073,LineaD:1116,2.0
hpm,LineaA:1073,LineaE:1130,4.0
hpm,LineaA:1073,LineaH:1134,2.0
hpm,LineaA:1073,LineaH:1135,2.0
hpm,LineaA:1073,LineaH:1136,2.0
hpm,LineaA:1073,LineaH:1137,2.0
hpm,LineaA:1073,LineaH:1140,6.0
hpm,LineaA:1073,LineaH:1160,4.0
hpm,LineaA:1073,LineaH:1163,2.0
hpm,LineaA:1073,LineaE:1166,2.0
hpm,LineaA:1073,LineaE:1165,2.0
hpm,LineaA:1073,LineaE:1164,2.0
hpm,LineaA:1074,LineaA:1059,22.0
hpm,LineaA:1074,LineaA:1060,3.0
hpm,LineaA:1074,LineaA:1061,9.0
hpm,LineaA:1074,LineaA:1062,1.0
hpm,LineaA:1074,LineaA:1063,1.0
hpm,LineaA:1074,LineaA:1064,3.0
hpm,LineaA:1074,LineaA:1065,3.0
hpm,LineaA:1074,LineaA:1066,3.0
hpm,LineaA:1074,LineaA:1067,8.0
hpm,LineaA:1074,LineaA:1068,9.0
hpm,LineaA:1074,LineaA:1070,4.0
hpm,LineaA:1074,LineaA:1071,12.0
hpm,LineaA:1074,LineaA:1072,2.0
hpm,LineaA:1074,LineaA:1073,1.0
hpm,LineaA:1074,LineaA:1075,1.0
hpm,LineaA:1074,LineaA:1076,4.0
hpm,LineaA:1074,LineaB:1083,1.0
hpm,LineaA:1074,LineaB:1085,1.0
hpm,LineaA:1074,LineaB:1086,2.0
hpm,LineaA:1074,LineaB:1088,1.0
hpm,LineaA:1074,LineaB:1089,1.0
hpm,LineaA:1074,LineaB:1092,1.0
hpm,LineaA:1074,LineaC:1094,3.0
hpm,LineaA:1074,LineaC:1097,1.0
hpm,LineaA:1074,LineaC:1102,4.0
hpm,LineaA:1074,LineaD:1103,1.0
hpm,LineaA:1074,LineaD:1108,2.0
hpm,LineaA:1074,LineaD:1114,1.0
hpm,LineaA:1074,LineaD:1117,1.0
hpm,LineaA:1074,LineaD:1118,1.0
hpm,LineaA:1074,LineaE:1127,1.0
hpm,LineaA:1074,LineaE:1123,2.0
hpm,LineaA:1074,LineaH:1134,1.0
hpm,LineaA:1074,LineaH:1136,2.0
hpm,LineaA:1074,LineaH:1140,1.0
hpm,LineaA:1075,LineaA:1059,19.0
hpm,LineaA:1075,LineaA:1060,6.0
hpm,LineaA:1075,LineaA:1061,4.0
hpm,LineaA:1075,LineaA:1062,2.0
hpm,LineaA:1075,LineaA:1063,4.0
hpm,LineaA:1075,LineaA:1064,7.0
hpm,LineaA:1075,LineaA:1066,6.0
hpm,LineaA:1075,LineaA:1068,3.0
hpm,LineaA:1075,LineaA:1070,2.0
hpm,LineaA:1075,LineaA:1071,6.0
hpm,LineaA:1075,LineaA:1072,5.0
hpm,LineaA:1075,LineaA:1074,2.0
hpm,LineaA:1075,LineaB:1087,2.0
hpm,LineaA:1075,LineaB:1088,1.0
hpm,LineaA:1075,LineaB:1092,1.0
hpm,LineaA:1075,LineaC:1094,1.0
hpm,LineaA:1075,LineaD:1105,1.0
hpm,LineaA:1075,LineaD:1111,1.0
hpm,LineaA:1075,LineaD:1113,1.0
hpm,LineaA:1075,LineaD:1115,1.0
hpm,LineaA:1075,LineaE:1126,1.0
hpm,LineaA:1075,LineaH:1134,1.0
hpm,LineaA:1075,LineaH:1135,1.0
hpm,LineaA:1075,LineaH:1163,1.0
hpm,LineaA:1075,LineaE:1166,1.0
hpm,LineaA:1076,LineaA:1059,108.0
hpm,LineaA:1076,LineaA:1060,22.0
hpm,LineaA:1076,LineaA:1061,15.0
hpm,LineaA:1076,LineaA:1062,20.0
hpm,LineaA:1076,LineaA:1063,19.0
hpm,LineaA:1076,LineaA:1064,38.0
hpm,LineaA:1076,LineaA:1065,22.0
hpm,LineaA:1076,LineaA:1066,15.0
hpm,LineaA:1076,LineaA:1067,20.0
hpm,LineaA:1076,LineaA:1068,24.0
hpm,LineaA:1076,LineaA:1070,14.0
hpm,LineaA:1076,LineaA:1071,24.0
hpm,LineaA:1076,LineaA:1072,26.0
hpm,LineaA:1076,LineaA:1073,6.0
hpm,LineaA:1076,LineaA:1074,4.0
hpm,LineaA:1076,LineaB:1078,1.0
hpm,LineaA:1076,LineaB:1081,2.0
hpm,LineaA:1076,LineaB:1082,1.0
hpm,LineaA:1076,LineaB:1084,1.0
hpm,LineaA:1076,LineaB:1083,2.0
hpm,LineaA:1076,LineaB:1085,4.0
hpm,LineaA:1076,LineaB:1086,1.0
hpm,LineaA:1076,LineaB:1087,4.0
hpm,LineaA:1076,LineaB:1088,3.0
hpm,LineaA:1076,LineaB:1089,5.0
hpm,LineaA:1076,LineaB:1090,6.0
hpm,LineaA:1076,LineaB:1091,1.0
hpm,LineaA:1076,LineaB:1093,1.0
hpm,LineaA:1076,LineaC:1094,3.0
hpm,LineaA:1076,LineaC:1095,2.0
hpm,LineaA:1076,LineaC:1097,2.0
hpm,LineaA:1076,LineaC:1098,4.0
hpm,LineaA:1076,LineaC:1099,1.0
hpm,LineaA:1076,LineaC:1102,2.0
hpm,LineaA:1076,LineaD:1103,4.0
hpm,LineaA:1076,LineaD:1104,5.0
hpm,LineaA:1076,LineaD:1105,1.0
hpm,LineaA:1076,LineaD:1106,1.0
hpm,LineaA:1076,LineaD:1107,1.0
hpm,LineaA:1076,LineaD:1108,7.0
hpm,LineaA:1076,LineaD:1109,4.0
hpm,LineaA:1076,LineaD:1110,1.0
hpm,LineaA:1076,LineaD:1111,1.0
hpm,LineaA:1076,LineaD:1112,2.0
hpm,LineaA:1076,LineaD:1113,1.0
hpm,LineaA:1076,LineaD:1114,1.0
hpm,LineaA:1076,LineaD:1115,1.0
hpm,LineaA:1076,LineaD:1117,1.0
hpm,LineaA:1076,LineaD:1118,2.0
hpm,LineaA:1076,LineaE:1129,1.0
hpm,LineaA:1076,LineaE:1128,2.0
hpm,LineaA:1076,LineaE:1127,3.0
hpm,LineaA:1076,LineaE:1126,1.0
hpm,LineaA:1076,LineaE:1125,2.0
hpm,LineaA:1076,LineaE:1120,1.0
hpm,LineaA:1076,LineaH:1134,2.0
hpm,LineaA:1076,LineaH:1135,9.0
hpm,LineaA:1076,LineaH:1136,2.0
hpm,LineaA:1076,LineaH:1139,1.0
hpm,LineaA:1076,LineaH:1140,13.0
hpm,LineaA:1076,LineaH:1160,2.0
hpm,LineaA:1076,LineaH:1161,3.0
hpm,LineaA:1076,LineaH:1162,4.0
hpm,LineaA:1076,LineaH:1163,2.0
hpm,LineaA:1076,LineaE:1166,1.0
hpm,LineaA:1076,LineaE:1165,1.0
hpm,LineaB:1077,LineaA:1059,3.0
hpm,LineaB:1077,LineaA:1061,2.0
hpm,LineaB:1077,LineaA:1063,4.0
hpm,LineaB:1077,LineaA:1064,10.0
hpm,LineaB:1077,LineaA:1065,4.0
hpm,LineaB:1077,LineaA:1067,9.0
hpm,LineaB:1077,LineaA:1070,4.0
hpm,LineaB:1077,LineaA:1071,8.0
hpm,LineaB:1077,LineaA:1072,11.0
hpm,LineaB:1077,LineaA:1073,4.0
hpm,LineaB:1077,LineaA:1074,4.0
hpm,LineaB:1077,LineaA:1075,12.0
hpm,LineaB:1077,LineaA:1076,22.0
hpm,LineaB:1077,LineaB:1079,16.0
hpm,LineaB:1077,LineaB:1080,24.0
hpm,LineaB:1077,LineaB:1081,32.0
hpm,LineaB:1077,LineaB:1082,38.0
hpm,LineaB:1077,LineaB:1084,78.0
hpm,LineaB:1077,LineaB:1083,67.0
hpm,LineaB:1077,LineaB:1085,116.0
hpm,LineaB:1077,LineaB:1086,99.0
hpm,LineaB:1077,LineaB:1087,138.0
hpm,LineaB:1077,LineaB:1088,140.0
hpm,LineaB:1077,LineaB:1089,273.0
hpm,LineaB:1077,LineaB:1090,274.0
hpm,LineaB:1077,LineaB:1091,265.0
hpm,LineaB:1077,LineaB:1092,454.0
hpm,LineaB:1077,LineaB:1093,554.0
hpm,LineaB:1077,LineaC:1094,38.0
hpm,LineaB:1077,LineaC:1095,21.0
hpm,LineaB:1077,LineaC:1096,16.0
hpm,LineaB:1077,LineaC:1097,40.0
hpm,LineaB:1077,LineaC:1098,9.0
hpm,LineaB:1077,LineaC:1099,24.0
hpm,LineaB:1077,LineaC:1100,12.0
hpm,LineaB:1077,LineaC:1101,8.0
hpm,LineaB:1077,LineaC:1102,2.0
hpm,LineaB:1077,LineaD:1108,2.0
hpm,LineaB:1077,LineaD:1109,2.0
hpm,LineaB:1077,LineaD:1110,4.0
hpm,LineaB:1077,LineaD:1111,5.0
hpm,LineaB:1077,LineaD:1112,4.0
hpm,LineaB:1077,LineaD:1113,6.0
hpm,LineaB:1077,LineaD:1114,21.0
hpm,LineaB:1077,LineaD:1115,19.0
hpm,LineaB:1077,LineaD:1116,29.0
hpm,LineaB:1077,LineaD:1117,28.0
hpm,LineaB:1077,LineaD:1118,104.0
hpm,LineaB:1077,LineaE:1133,3.0
hpm,LineaB:1077,LineaE:1129,2.0
hpm,LineaB:1077,LineaE:1128,2.0
hpm,LineaB:1077,LineaE:1125,3.0
hpm,LineaB:1077,LineaE:1123,10.0
hpm,LineaB:1077,LineaE:1122,7.0
hpm,LineaB:1077,LineaE:1121,31.0
hpm,LineaB:1077,LineaE:1120,32.0
hpm,LineaB:1077,LineaE:1119,70.0
hpm,LineaB:1077,LineaH:1134,43.0
hpm,LineaB:1077,LineaH:1135,73.0
hpm,LineaB:1077,LineaH:1136,58.0
hpm,LineaB:1077,LineaH:1137,13.0
hpm,LineaB:1077,LineaH:1138,11.0
hpm,LineaB:1077,LineaH:1139,31.0
hpm,LineaB:1077,LineaH:1140,12.0
hpm,LineaB:1077,LineaH:1141,10.0
hpm,LineaB:1077,LineaH:1160,22.0
hpm,LineaB:1077,LineaH:1161,34.0
hpm,LineaB:1077,LineaH:1162,28.0
hpm,LineaB:1077,LineaH:1163,18.0
hpm,LineaB:1077,LineaE:1166,57.0
hpm,LineaB:1077,LineaE:1165,41.0
hpm,LineaB:1077,LineaE:1164,2.0
hpm,LineaB:1078,LineaA:1059,4.0
hpm,LineaB:1078,LineaA:1069,2.0
hpm,LineaB:1078,LineaA:1071,2.0
hpm,LineaB:1078,LineaA:1072,2.0
hpm,LineaB:1078,LineaA:1076,3.0
hpm,LineaB:1078,LineaB:1080,2.0
hpm,LineaB:1078,LineaB:1081,3.0
hpm,LineaB:1078,LineaB:1082,13.0
hpm,LineaB:1078,LineaB:1084,16.0
hpm,LineaB:1078,LineaB:1083,15.0
hpm,LineaB:1078,LineaB:1085,21.0
hpm,LineaB:1078,LineaB:1086,13.0
hpm,LineaB:1078,LineaB:1087,20.0
hpm,LineaB:1078,LineaB:1088,29.0
hpm,LineaB:1078,LineaB:1089,58.0
hpm,LineaB:1078,LineaB:1090,54.0
hpm,LineaB:1078,LineaB:1091,72.0
hpm,LineaB:1078,LineaB:1092,121.0
hpm,LineaB:1078,LineaB:1093,149.0
hpm,LineaB:1078,LineaC:1094,14.0
hpm,LineaB:1078,LineaC:1095,2.0
hpm,LineaB:1078,LineaC:1097,17.0
hpm,LineaB:1078,LineaC:1098,2.0
hpm,LineaB:1078,LineaC:1099,2.0
hpm,LineaB:1078,LineaC:1101,5.0
hpm,LineaB:1078,LineaD:1113,2.0
hpm,LineaB:1078,LineaD:1114,2.0
hpm,LineaB:1078,LineaD:1115,4.0
hpm,LineaB:1078,LineaD:1116,2.0
hpm,LineaB:1078,LineaD:1117,7.0
hpm,LineaB:1078,LineaD:1118,20.0
hpm,LineaB:1078,LineaE:1125,2.0
hpm,LineaB:1078,LineaE:1123,2.0
hpm,LineaB:1078,LineaE:1121,6.0
hpm,LineaB:1078,LineaE:1120,10.0
hpm,LineaB:1078,LineaE:1119,20.0
hpm,LineaB:1078,LineaH:1134,5.0
hpm,LineaB:1078,LineaH:1135,17.0
hpm,LineaB:1078,LineaH:1136,13.0
hpm,LineaB:1078,LineaH:1137,4.0
hpm,LineaB:1078,LineaH:1138,2.0
hpm,LineaB:1078,LineaH:1139,5.0
hpm,LineaB:1078,LineaH:1160,2.0
hpm,LineaB:1078,LineaH:1161,9.0
hpm,LineaB:1078,LineaH:1162,8.0
hpm,LineaB:1078,LineaH:1163,8.0
hpm,LineaB:1078,LineaE:1166,8.0
hpm,LineaB:1078,LineaE:1165,16.0
hpm,LineaB:1079,LineaA:1071,2.0
hpm,LineaB:1079,LineaA:1072,2.0
hpm,LineaB:1079,LineaA:1075,4.0
hpm,LineaB:1079,LineaA:1076,2.0
hpm,LineaB:1079,LineaB:1077,10.0
hpm,LineaB:1079,LineaB:1078,2.0
hpm,LineaB:1079,LineaB:1080,2.0
hpm,LineaB:1079,LineaB:1081,7.0
hpm,LineaB:1079,LineaB:1082,8.0
hpm,LineaB:1079,LineaB:1084,16.0
hpm,LineaB:1079,LineaB:1083,19.0
hpm,LineaB:1079,LineaB:1085,17.0
hpm,LineaB:1079,LineaB:1086,21.0
hpm,LineaB:1079,LineaB:1087,22.0
hpm,LineaB:1079,LineaB:1088,23.0
hpm,LineaB:1079,LineaB:1089,65.0
hpm,LineaB:1079,LineaB:1090,80.0
hpm,LineaB:1079,LineaB:1091,82.0
hpm,LineaB:1079,LineaB:1092,132.0
hpm,LineaB:1079,LineaB:1093,137.0
hpm,LineaB:1079,LineaC:1094,15.0
hpm,LineaB:1079,LineaC:1095,4.0
hpm,LineaB:1079,LineaC:1096,7.0
hpm,LineaB:1079,LineaC:1097,10.0
hpm,LineaB:1079,LineaC:1099,5.0
hpm,LineaB:1079,LineaC:1100,2.0
hpm,LineaB:1079,LineaC:1101,5.0
hpm,LineaB:1079,LineaC:1102,2.0
hpm,LineaB:1079,LineaD:1103,2.0
hpm,LineaB:1079,LineaD:1111,2.0
hpm,LineaB:1079,LineaD:1113,4.0
hpm,LineaB:1079,LineaD:1114,4.0
hpm,LineaB:1079,LineaD:1115,6.0
hpm,LineaB:1079,LineaD:1116,4.0
hpm,LineaB:1079,LineaD:1117,8.0
hpm,LineaB:1079,LineaD:1118,20.0
hpm,LineaB:1079,LineaE:1121,9.0
hpm,LineaB:1079,LineaE:1120,8.0
hpm,LineaB:1079,LineaE:1119,16.0
hpm,LineaB:1079,LineaH:1134,4.0
hpm,LineaB:1079,LineaH:1135,12.0
hpm,LineaB:1079,LineaH:1136,10.0
hpm,LineaB:1079,LineaH:1137,4.0
hpm,LineaB:1079,LineaH:1138,2.0
hpm,LineaB:1079,LineaH:1139,8.0
hpm,LineaB:1079,LineaH:1140,2.0
hpm,LineaB:1079,LineaH:1160,4.0
hpm,LineaB:1079,LineaH:1161,6.0
hpm,LineaB:1079,LineaH:1162,8.0
hpm,LineaB:1079,LineaH:1163,7.0
hpm,LineaB:1079,LineaE:1166,10.0
hpm,LineaB:1079,LineaE:1165,17.0
hpm,LineaB:1079,LineaE:1164,3.0
hpm,LineaB:1080,LineaA:1076,2.0
hpm,LineaB:1080,LineaB:1077,6.0
hpm,LineaB:1080,LineaB:1081,2.0
hpm,LineaB:1080,LineaB:1082,2.0
hpm,LineaB:1080,LineaB:1084,6.0
hpm,LineaB:1080,LineaB:1083,7.0
hpm,LineaB:1080,LineaB:1085,9.0
hpm,LineaB:1080,LineaB:1086,6.0
hpm,LineaB:1080,LineaB:1087,6.0
hpm,LineaB:1080,LineaB:1088,14.0
hpm,LineaB:1080,LineaB:1089,24.0
hpm,LineaB:1080,LineaB:1090,42.0
hpm,LineaB:1080,LineaB:1091,27.0
hpm,LineaB:1080,LineaB:1092,52.0
hpm,LineaB:1080,LineaB:1093,69.0
hpm,LineaB:1080,LineaC:1094,2.0
hpm,LineaB:1080,LineaC:1095,2.0
hpm,LineaB:1080,LineaC:1096,2.0
hpm,LineaB:1080,LineaC:1097,6.0
hpm,LineaB:1080,LineaC:1101,4.0
hpm,LineaB:1080,LineaD:1116,4.0
hpm,LineaB:1080,LineaD:1117,4.0
hpm,LineaB:1080,LineaD:1118,8.0
hpm,LineaB:1080,LineaE:1122,2.0
hpm,LineaB:1080,LineaE:1121,5.0
hpm,LineaB:1080,LineaE:1120,6.0
hpm,LineaB:1080,LineaE:1119,6.0
hpm,LineaB:1080,LineaH:1134,4.0
hpm,LineaB:1080,LineaH:1135,5.0
hpm,LineaB:1080,LineaH:1136,8.0
hpm,LineaB:1080,LineaH:1160,2.0
hpm,LineaB:1080,LineaH:1161,6.0
hpm,LineaB:1080,LineaH:1162,2.0
hpm,LineaB:1080,LineaH:1163,4.0
hpm,LineaB:1080,LineaE:1166,4.0
hpm,LineaB:1080,LineaE:1165,7.0
hpm,LineaB:1081,LineaA:1063,4.0
hpm,LineaB:1081,LineaA:1064,2.0
hpm,LineaB:1081,LineaA:1065,2.0
hpm,LineaB:1081,LineaA:1067,2.0
hpm,LineaB:1081,LineaA:1068,4.0
hpm,LineaB:1081,LineaA:1069,6.0
hpm,LineaB:1081,LineaA:1070,2.0
hpm,LineaB:1081,LineaA:1071,10.0
hpm,LineaB:1081,LineaA:1072,4.0
hpm,LineaB:1081,LineaA:1073,6.0
hpm,LineaB:1081,LineaA:1074,4.0
hpm,LineaB:1081,LineaA:1075,14.0
hpm,LineaB:1081,LineaA:1076,18.0
hpm,LineaB:1081,LineaB:1077,11.0
hpm,LineaB:1081,LineaB:1078,8.0
hpm,LineaB:1081,LineaB:1079,13.0
hpm,LineaB:1081,LineaB:1080,7.0
hpm,LineaB:1081,LineaB:1082,10.0
hpm,LineaB:1081,LineaB:1084,53.0
hpm,LineaB:1081,LineaB:1083,54.0
hpm,LineaB:1081,LineaB:1085,105.0
hpm,LineaB:1081,LineaB:1086,110.0
hpm,LineaB:1081,LineaB:1087,149.0
hpm,LineaB:1081,LineaB:1088,142.0
hpm,LineaB:1081,LineaB:1089,250.0
hpm,LineaB:1081,LineaB:1090,236.0
hpm,LineaB:1081,LineaB:1091,257.0
hpm,LineaB:1081,LineaB:1092,382.0
hpm,LineaB:1081,LineaB:1093,420.0
hpm,LineaB:1081,LineaC:1094,30.0
hpm,LineaB:1081,LineaC:1095,13.0
hpm,LineaB:1081,LineaC:1096,18.0
hpm,LineaB:1081,LineaC:1097,39.0
hpm,LineaB:1081,LineaC:1098,8.0
hpm,LineaB:1081,LineaC:1099,22.0
hpm,LineaB:1081,LineaC:1100,11.0
hpm,LineaB:1081,LineaC:1101,6.0
hpm,LineaB:1081,LineaC:1102,6.0
hpm,LineaB:1081,LineaD:1108,4.0
hpm,LineaB:1081,LineaD:1111,6.0
hpm,LineaB:1081,LineaD:1113,6.0
hpm,LineaB:1081,LineaD:1114,17.0
hpm,LineaB:1081,LineaD:1115,18.0
hpm,LineaB:1081,LineaD:1116,18.0
hpm,LineaB:1081,LineaD:1117,17.0
hpm,LineaB:1081,LineaD:1118,69.0
hpm,LineaB:1081,LineaE:1125,6.0
hpm,LineaB:1081,LineaE:1124,4.0
hpm,LineaB:1081,LineaE:1123,11.0
hpm,LineaB:1081,LineaE:1122,2.0
hpm,LineaB:1081,LineaE:1121,25.0
hpm,LineaB:1081,LineaE:1120,23.0
hpm,LineaB:1081,LineaE:1119,75.0
hpm,LineaB:1081,LineaH:1134,28.0
hpm,LineaB:1081,LineaH:1135,46.0
hpm,LineaB:1081,LineaH:1136,42.0
hpm,LineaB:1081,LineaH:1137,12.0
hpm,LineaB:1081,LineaH:1138,19.0
hpm,LineaB:1081,LineaH:1139,20.0
hpm,LineaB:1081,LineaH:1140,12.0
hpm,LineaB:1081,LineaH:1141,8.0
hpm,LineaB:1081,LineaH:1160,25.0
hpm,LineaB:1081,LineaH:1161,27.0
hpm,LineaB:1081,LineaH:1162,13.0
hpm,LineaB:1081,LineaH:1163,21.0
hpm,LineaB:1081,LineaE:1166,32.0
hpm,LineaB:1081,LineaE:1165,44.0
hpm,LineaB:1081,LineaE:1164,10.0
hpm,LineaB:1082,LineaA:1064,2.0
hpm,LineaB:1082,LineaA:1068,6.0
hpm,LineaB:1082,LineaA:1069,2.0
hpm,LineaB:1082,LineaA:1071,4.0
hpm,LineaB:1082,LineaA:1072,2.0
hpm,LineaB:1082,LineaA:1073,2.0
hpm,LineaB:1082,LineaA:1074,2.0
hpm,LineaB:1082,LineaA:1075,2.0
hpm,LineaB:1082,LineaA:1076,4.0
hpm,LineaB:1082,LineaB:1077,15.0
hpm,LineaB:1082,LineaB:1078,4.0
hpm,LineaB:1082,LineaB:1079,4.0
hpm,LineaB:1082,LineaB:1080,8.0
hpm,LineaB:1082,LineaB:1084,8.0
hpm,LineaB:1082,LineaB:1083,23.0
hpm,LineaB:1082,LineaB:1085,33.0
hpm,LineaB:1082,LineaB:1086,27.0
hpm,LineaB:1082,LineaB:1087,55.0
