comp_origen,comp_destino,paso5,sbase,nombre_origen,nombre_destino
LineaA:1062,LineaA:1066,205.80581106239327,200.0,Puan,Castro Barros
LineaA:1062,LineaA:1067,132.32939054647787,90.0,Puan,Loria
LineaA:1062,LineaA:1069,114.88052074678707,203.0,Puan,Alberti
LineaA:1062,LineaA:1070,28.964157131225296,2.0,Puan,Pasco
LineaA:1062,LineaA:1071,285.8534855981212,341.0,Puan,Congreso
LineaA:1062,LineaA:1072,167.27824130100194,281.0,Puan,Saenz Peña
LineaA:1062,LineaA:1074,132.24455571073116,202.0,Puan,Piedras
LineaA:1062,LineaA:1076,377.4033626174223,604.0,Puan,Plaza de Mayo
LineaA:1062,LineaB:1077,29.436680248435437,21.0,Puan,Juan Manuel de Rosas
LineaA:1062,LineaB:1078,2.55546561518094,3.0,Puan,Echeverria
LineaA:1062,LineaB:1079,3.6960779605792182,7.0,Puan,De Los Incas - Parque Chas
LineaA:1062,LineaB:1080,3.7287095881585275,0.0,Puan,Tronador - Villa Ortuzar
LineaA:1062,LineaB:1081,10.311659506589242,12.0,Puan,Federico Lacroze
LineaA:1062,LineaB:1082,7.903061295381237,0.0,Puan,Dorrego
LineaA:1062,LineaB:1083,19.93208486489285,7.0,Puan,angel Gallardo
LineaA:1062,LineaB:1084,16.173389828113457,7.0,Puan,Malabia
LineaA:1062,LineaB:1085,21.37103268223262,29.0,Puan,Medrano
LineaA:1062,LineaB:1086,19.0001496080359,16.0,Puan,Carlos Gardel
LineaA:1062,LineaB:1088,17.64606373149116,11.0,Puan,Pasteur
LineaA:1062,LineaB:1089,40.279110349453745,17.0,Puan,Callao [B]
LineaA:1062,LineaB:1090,22.20685297079837,28.0,Puan,Uruguay
LineaA:1062,LineaB:1092,23.396101568140754,17.0,Puan,Florida
LineaA:1062,LineaC:1094,178.94880390939198,333.0,Puan,Constitucion
LineaA:1062,LineaC:1095,17.578949720940123,21.0,Puan,San Juan
LineaA:1062,LineaC:1097,22.294104637394184,5.0,Puan,Moreno
LineaA:1062,LineaC:1098,167.2397216865709,238.0,Puan,Avenida de Mayo / Lima
LineaA:1062,LineaC:1100,33.46977182302245,21.0,Puan,Lavalle
LineaA:1062,LineaC:1101,41.913870561487236,22.0,Puan,General San Martin
LineaA:1062,LineaD:1103,56.57028404435836,61.0,Puan,Congreso de Tucuman
LineaA:1062,LineaD:1104,50.23234499810317,26.0,Puan,Juramento
LineaA:1062,LineaD:1105,18.653458504334026,23.0,Puan,Jose Hernandez
LineaA:1062,LineaD:1106,22.572785523153033,32.0,Puan,Olleros
LineaA:1062,LineaD:1107,20.229097789479955,26.0,Puan,Ministro Carranza
LineaA:1062,LineaD:1108,36.5395874571576,21.0,Puan,Palermo
LineaA:1062,LineaD:1109,38.899863429019334,4.0,Puan,Plaza Italia
LineaA:1062,LineaD:1110,30.54971036613059,15.0,Puan,Scalabrini Ortiz
LineaA:1062,LineaD:1111,47.97301680806241,64.0,Puan,Bulnes
LineaA:1062,LineaD:1112,15.154210475860609,27.0,Puan,Agüero
LineaA:1062,LineaD:1114,50.22698639021311,27.0,Puan,Facultad de Medicina
LineaA:1062,LineaD:1115,72.50208113443556,37.0,Puan,Callao [D]
LineaA:1062,LineaD:1116,90.92185491433551,63.0,Puan,Tribunales
LineaA:1062,LineaD:1117,33.944301043482795,43.0,Puan,9 de Julio / Carlos Pellegrini / Diagonal Norte
LineaA:1062,LineaE:1119,376.0940376134764,387.0,Puan,Bolivar / Catedral / Peru
LineaA:1062,LineaE:1120,16.41439542558283,10.0,Puan,Belgrano
LineaA:1062,LineaE:1121,64.7543675174035,123.0,Puan,Independencia
LineaA:1062,LineaE:1122,6.443087081302359,11.0,Puan,San Jose
LineaA:1062,LineaE:1123,8.964193991048095,6.0,Puan,Entre Rios
LineaA:1062,LineaE:1124,2.519479380786837,6.0,Puan,Pichincha
LineaA:1062,LineaE:1126,7.59554561260655,8.0,Puan,General Urquiza
LineaA:1062,LineaE:1127,8.86668064305841,4.0,Puan,Boedo
LineaA:1062,LineaE:1128,8.95612275001423,0.0,Puan,La Plata
LineaA:1062,LineaE:1129,12.725191634983169,4.0,Puan,Jose Maria Moreno
LineaA:1062,LineaE:1130,11.216240480638557,20.0,Puan,Emilio Mitre
LineaA:1062,LineaE:1131,2.774721723230635,2.0,Puan,Medalla Milagrosa
LineaA:1062,LineaE:1132,5.002128772936642,0.0,Puan,Varela
LineaA:1062,LineaE:1133,7.5598612345859415,4.0,Puan,Plaza de los Virreyes
LineaA:1062,LineaE:1164,115.51464116235456,118.0,Puan,Retiro
LineaA:1062,LineaE:1165,73.19423492807192,74.0,Puan,Catalinas
LineaA:1062,LineaE:1166,62.077907890518546,80.0,Puan,Correo Central / Leandro N. Alem
LineaA:1062,LineaH:1134,13.884968063566111,20.0,Puan,Hospitales
LineaA:1062,LineaH:1135,22.879864831123268,36.0,Puan,Parque Patricios
LineaA:1062,LineaH:1136,22.659075398084585,34.0,Puan,Caseros
LineaA:1062,LineaH:1137,17.75084482634707,46.0,Puan,Inclan
LineaA:1062,LineaH:1138,19.910668234844117,39.0,Puan,Humberto 1 / Jujuy
LineaA:1062,LineaH:1139,19.327329586560026,24.0,Puan,Venezuela
LineaA:1062,LineaH:1140,114.61238797068609,145.0,Puan,Once / Plaza Miserere
LineaA:1062,LineaH:1141,48.74199664351997,30.0,Puan,Corrientes / Pueyrredon
LineaA:1062,LineaH:1160,63.51750604827325,79.0,Puan,Cordoba
LineaA:1062,LineaH:1161,105.47372982009085,147.0,Puan,Pueyrredon / Santa Fe
LineaA:1062,LineaH:1162,85.48820470924683,123.0,Puan,Las Heras
LineaA:1062,LineaH:1163,21.018826972689006,51.0,Puan,Facultad de Derecho
LineaA:1063,LineaA:1059,245.8710490237158,470.0,Primera Junta,San Pedrito
